Source,Target,airline,country,airline_name
RIC,BOS,AA,United States,American Airlines
RIC,CLT,AA,United States,American Airlines
RIC,CLT,AA,United States,American Airlines
RIC,DFW,AA,United States,American Airlines
RIC,LGA,AA,United States,American Airlines
RIC,MIA,AA,United States,American Airlines
RIC,ORD,AA,United States,American Airlines
RIC,PHL,AA,United States,American Airlines
RIC,PHL,AA,United States,American Airlines
RNO,DFW,AA,United States,American Airlines
RNO,LAX,AA,United States,American Airlines
RNO,ORD,AA,United States,American Airlines
RNO,PHX,AA,United States,American Airlines
RNO,PHX,AA,United States,American Airlines
ROA,CLT,AA,United States,American Airlines
ROA,CLT,AA,United States,American Airlines
ROA,LGA,AA,United States,American Airlines
ROA,PHL,AA,United States,American Airlines
ROC,BOS,AA,United States,American Airlines
ROC,CLT,AA,United States,American Airlines
ROC,CLT,AA,United States,American Airlines
ROC,DCA,AA,United States,American Airlines
ROC,ORD,AA,United States,American Airlines
ROC,PHL,AA,United States,American Airlines
ROC,PHL,AA,United States,American Airlines
ROW,DFW,AA,United States,American Airlines
RST,ORD,AA,United States,American Airlines
RSW,CLT,AA,United States,American Airlines
RSW,DCA,AA,United States,American Airlines
RSW,DFW,AA,United States,American Airlines
RSW,DUS,AA,United States,American Airlines
RSW,ORD,AA,United States,American Airlines
RSW,PHL,AA,United States,American Airlines
RTB,DFW,AA,United States,American Airlines
RTB,MIA,AA,United States,American Airlines
RTM,LHR,AA,United States,American Airlines
SAF,DFW,AA,United States,American Airlines
SAF,LAX,AA,United States,American Airlines
SAL,DFW,AA,United States,American Airlines
SAL,MIA,AA,United States,American Airlines
SAN,BOS,AA,United States,American Airlines
SAN,CLT,AA,United States,American Airlines
SAN,DCA,AA,United States,American Airlines
SAN,DFW,AA,United States,American Airlines
SAN,JFK,AA,United States,American Airlines
SAN,LAX,AA,United States,American Airlines
SAN,LHR,AA,United States,American Airlines
SAN,MCO,AA,United States,American Airlines
SAN,MIA,AA,United States,American Airlines
SAN,NRT,AA,United States,American Airlines
SAN,ORD,AA,United States,American Airlines
SAN,PDX,AA,United States,American Airlines
SAN,PHL,AA,United States,American Airlines
SAN,PHX,AA,United States,American Airlines
SAN,PVR,AA,United States,American Airlines
SAN,SEA,AA,United States,American Airlines
SAN,STS,AA,United States,American Airlines
SAN,YYC,AA,United States,American Airlines
SAP,MIA,AA,United States,American Airlines
SAT,CLT,AA,United States,American Airlines
SAT,CLT,AA,United States,American Airlines
SAT,DFW,AA,United States,American Airlines
SAT,ORD,AA,United States,American Airlines
SAT,PHL,AA,United States,American Airlines
SAT,PHX,AA,United States,American Airlines
SAV,CLT,AA,United States,American Airlines
SAV,CLT,AA,United States,American Airlines
SAV,DCA,AA,United States,American Airlines
SAV,DFW,AA,United States,American Airlines
SAV,PHL,AA,United States,American Airlines
SBA,PHX,AA,United States,American Airlines
SBP,PHX,AA,United States,American Airlines
SBY,CLT,AA,United States,American Airlines
SBY,PHL,AA,United States,American Airlines
SBY,PHL,AA,United States,American Airlines
SCE,PHL,AA,United States,American Airlines
SCE,PHL,AA,United States,American Airlines
SCL,DFW,AA,United States,American Airlines
SCL,JFK,AA,United States,American Airlines
SCL,LIM,AA,United States,American Airlines
SCL,MIA,AA,United States,American Airlines
SCL,MIA,AA,United States,American Airlines
SCL,PMC,AA,United States,American Airlines
SCY,GYE,AA,United States,American Airlines
SDF,CLT,AA,United States,American Airlines
SDF,CLT,AA,United States,American Airlines
SDF,DCA,AA,United States,American Airlines
SDF,DFW,AA,United States,American Airlines
SDF,DFW,AA,United States,American Airlines
SDF,LGA,AA,United States,American Airlines
SDF,MIA,AA,United States,American Airlines
SDF,ORD,AA,United States,American Airlines
SDF,PHL,AA,United States,American Airlines
SDQ,MIA,AA,United States,American Airlines
SDQ,PHL,AA,United States,American Airlines
SEA,BOS,AA,United States,American Airlines
SEA,BUR,AA,United States,American Airlines
SEA,CLT,AA,United States,American Airlines
SEA,DEN,AA,United States,American Airlines
SEA,DFW,AA,United States,American Airlines
SEA,EWR,AA,United States,American Airlines
SEA,JFK,AA,United States,American Airlines
SEA,KTN,AA,United States,American Airlines
SEA,LAX,AA,United States,American Airlines
SEA,LGB,AA,United States,American Airlines
SEA,LHR,AA,United States,American Airlines
SEA,LHR,AA,United States,American Airlines
SEA,MCI,AA,United States,American Airlines
SEA,MCO,AA,United States,American Airlines
SEA,MIA,AA,United States,American Airlines
SEA,OAK,AA,United States,American Airlines
SEA,ONT,AA,United States,American Airlines
SEA,ORD,AA,United States,American Airlines
SEA,PEK,AA,United States,American Airlines
SEA,PHL,AA,United States,American Airlines
SEA,PHX,AA,United States,American Airlines
SEA,PHX,AA,United States,American Airlines
SEA,SAN,AA,United States,American Airlines
SEA,SFO,AA,United States,American Airlines
SEA,SJC,AA,United States,American Airlines
SEA,SMF,AA,United States,American Airlines
SEA,SNA,AA,United States,American Airlines
SEA,STL,AA,United States,American Airlines
SEA,YVR,AA,United States,American Airlines
SFO,CLT,AA,United States,American Airlines
SFO,DFW,AA,United States,American Airlines
SFO,HKG,AA,United States,American Airlines
SFO,HND,AA,United States,American Airlines
SFO,JFK,AA,United States,American Airlines
SFO,LAX,AA,United States,American Airlines
SFO,LHR,AA,United States,American Airlines
SFO,MIA,AA,United States,American Airlines
SFO,ORD,AA,United States,American Airlines
SFO,PDX,AA,United States,American Airlines
SFO,PHL,AA,United States,American Airlines
SFO,PHX,AA,United States,American Airlines
SFO,PSP,AA,United States,American Airlines
SFO,PVR,AA,United States,American Airlines
SFO,SEA,AA,United States,American Airlines
SGF,DFW,AA,United States,American Airlines
SGF,ORD,AA,United States,American Airlines
SGN,NRT,AA,United States,American Airlines
SHV,DFW,AA,United States,American Airlines
SIN,KUL,AA,United States,American Airlines
SIN,NRT,AA,United States,American Airlines
SJC,DFW,AA,United States,American Airlines
SJC,GDL,AA,United States,American Airlines
SJC,HNL,AA,United States,American Airlines
SJC,KOA,AA,United States,American Airlines
SJC,LAX,AA,United States,American Airlines
SJC,LIH,AA,United States,American Airlines
SJC,OGG,AA,United States,American Airlines
SJC,ORD,AA,United States,American Airlines
SJC,PDX,AA,United States,American Airlines
SJC,PHX,AA,United States,American Airlines
SJC,PHX,AA,United States,American Airlines
SJC,SEA,AA,United States,American Airlines
SJD,CLT,AA,United States,American Airlines
SJD,DFW,AA,United States,American Airlines
SJD,LAX,AA,United States,American Airlines
SJD,ORD,AA,United States,American Airlines
SJD,PHX,AA,United States,American Airlines
SJD,PHX,AA,United States,American Airlines
SJO,CLT,AA,United States,American Airlines
SJO,DFW,AA,United States,American Airlines
SJO,JFK,AA,United States,American Airlines
SJO,MIA,AA,United States,American Airlines
SJT,DFW,AA,United States,American Airlines
SJU,CCS,AA,United States,American Airlines
SJU,CLT,AA,United States,American Airlines
SJU,DFW,AA,United States,American Airlines
SJU,DOM,AA,United States,American Airlines
SJU,EIS,AA,United States,American Airlines
SJU,EIS,AA,United States,American Airlines
SJU,FDF,AA,United States,American Airlines
SJU,JFK,AA,United States,American Airlines
SJU,MIA,AA,United States,American Airlines
SJU,ORD,AA,United States,American Airlines
SJU,PHL,AA,United States,American Airlines
SJU,PTP,AA,United States,American Airlines
SJU,VIJ,AA,United States,American Airlines
SJU,VQS,AA,United States,American Airlines
SKB,MIA,AA,United States,American Airlines
SLC,CLT,AA,United States,American Airlines
SLC,DFW,AA,United States,American Airlines
SLC,LAX,AA,United States,American Airlines
SLC,ORD,AA,United States,American Airlines
SLC,PHL,AA,United States,American Airlines
SLC,PHX,AA,United States,American Airlines
SLC,PHX,AA,United States,American Airlines
SLP,DFW,AA,United States,American Airlines
SMF,CLT,AA,United States,American Airlines
SMF,DFW,AA,United States,American Airlines
SMF,LAX,AA,United States,American Airlines
SMF,OGG,AA,United States,American Airlines
SMF,PHX,AA,United States,American Airlines
SMF,SEA,AA,United States,American Airlines
SNA,DFW,AA,United States,American Airlines
SNA,ORD,AA,United States,American Airlines
SNA,PDX,AA,United States,American Airlines
SNA,PHX,AA,United States,American Airlines
SNA,SEA,AA,United States,American Airlines
SOF,LHR,AA,United States,American Airlines
SPS,DFW,AA,United States,American Airlines
SRQ,CLT,AA,United States,American Airlines
SRQ,DCA,AA,United States,American Airlines
SSA,MIA,AA,United States,American Airlines
STI,MIA,AA,United States,American Airlines
STL,CLT,AA,United States,American Airlines
STL,CLT,AA,United States,American Airlines
STL,DCA,AA,United States,American Airlines
STL,DFW,AA,United States,American Airlines
STL,LAX,AA,United States,American Airlines
STL,LGA,AA,United States,American Airlines
STL,MIA,AA,United States,American Airlines
STL,ORD,AA,United States,American Airlines
STL,ORD,AA,United States,American Airlines
STL,PHL,AA,United States,American Airlines
STL,PHX,AA,United States,American Airlines
STL,PIT,AA,United States,American Airlines
STL,SEA,AA,United States,American Airlines
STR,LHR,AA,United States,American Airlines
STS,LAX,AA,United States,American Airlines
STS,SAN,AA,United States,American Airlines
STT,CLT,AA,United States,American Airlines
STT,JFK,AA,United States,American Airlines
STT,MIA,AA,United States,American Airlines
STT,PHL,AA,United States,American Airlines
STX,MIA,AA,United States,American Airlines
SUX,ORD,AA,United States,American Airlines
SVG,LHR,AA,United States,American Airlines
SWF,PHL,AA,United States,American Airlines
SWF,PHL,AA,United States,American Airlines
SXM,CLT,AA,United States,American Airlines
SXM,JFK,AA,United States,American Airlines
SXM,MIA,AA,United States,American Airlines
SXM,PHL,AA,United States,American Airlines
SYD,ADL,AA,United States,American Airlines
SYD,AKL,AA,United States,American Airlines
SYD,ASP,AA,United States,American Airlines
SYD,BNE,AA,United States,American Airlines
SYD,CBR,AA,United States,American Airlines
SYD,CHC,AA,United States,American Airlines
SYD,CNS,AA,United States,American Airlines
SYD,DFW,AA,United States,American Airlines
SYD,DRW,AA,United States,American Airlines
SYD,HNL,AA,United States,American Airlines
SYD,LAX,AA,United States,American Airlines
SYD,MEL,AA,United States,American Airlines
SYD,MEL,AA,United States,American Airlines
SYD,PER,AA,United States,American Airlines
SYR,BOS,AA,United States,American Airlines
SYR,CLT,AA,United States,American Airlines
SYR,CLT,AA,United States,American Airlines
SYR,DCA,AA,United States,American Airlines
SYR,ORD,AA,United States,American Airlines
SYR,PHL,AA,United States,American Airlines
SYR,PHL,AA,United States,American Airlines
TGU,MIA,AA,United States,American Airlines
TLH,CLT,AA,United States,American Airlines
TLH,DCA,AA,United States,American Airlines
TLH,DFW,AA,United States,American Airlines
TLH,MIA,AA,United States,American Airlines
TLS,LHR,AA,United States,American Airlines
TLV,PHL,AA,United States,American Airlines
TOL,ORD,AA,United States,American Airlines
TPA,CLT,AA,United States,American Airlines
TPA,DCA,AA,United States,American Airlines
TPA,DCA,AA,United States,American Airlines
TPA,DFW,AA,United States,American Airlines
TPA,JFK,AA,United States,American Airlines
TPA,LGW,AA,United States,American Airlines
TPA,MIA,AA,United States,American Airlines
TPA,ORD,AA,United States,American Airlines
TPA,PHL,AA,United States,American Airlines
TPA,PHX,AA,United States,American Airlines
TPE,NRT,AA,United States,American Airlines
TRC,DFW,AA,United States,American Airlines
TRI,CLT,AA,United States,American Airlines
TRI,CLT,AA,United States,American Airlines
TSV,BNE,AA,United States,American Airlines
TUL,DFW,AA,United States,American Airlines
TUL,DFW,AA,United States,American Airlines
TUL,MIA,AA,United States,American Airlines
TUL,ORD,AA,United States,American Airlines
TUL,ORD,AA,United States,American Airlines
TUS,DFW,AA,United States,American Airlines
TUS,LAX,AA,United States,American Airlines
TUS,ORD,AA,United States,American Airlines
TUS,PHX,AA,United States,American Airlines
TVC,ORD,AA,United States,American Airlines
TXK,DFW,AA,United States,American Airlines
TXL,JFK,AA,United States,American Airlines
TXL,LHR,AA,United States,American Airlines
TXL,MIA,AA,United States,American Airlines
TXL,ORD,AA,United States,American Airlines
TYR,DFW,AA,United States,American Airlines
TYS,CLT,AA,United States,American Airlines
TYS,DCA,AA,United States,American Airlines
TYS,DFW,AA,United States,American Airlines
TYS,LGA,AA,United States,American Airlines
TYS,ORD,AA,United States,American Airlines
TYS,PHL,AA,United States,American Airlines
UIO,GYE,AA,United States,American Airlines
UIO,MIA,AA,United States,American Airlines
UIO,MIA,AA,United States,American Airlines
UVF,CLT,AA,United States,American Airlines
UVF,MIA,AA,United States,American Airlines
VCE,LHR,AA,United States,American Airlines
VCE,PHL,AA,United States,American Airlines
VIE,LHR,AA,United States,American Airlines
VIJ,SJU,AA,United States,American Airlines
VIJ,SJU,AA,United States,American Airlines
VPS,CLT,AA,United States,American Airlines
VPS,DCA,AA,United States,American Airlines
VPS,DFW,AA,United States,American Airlines
VQS,SJU,AA,United States,American Airlines
VVI,MIA,AA,United States,American Airlines
WAW,LHR,AA,United States,American Airlines
XNA,CLT,AA,United States,American Airlines
XNA,DFW,AA,United States,American Airlines
XNA,DFW,AA,United States,American Airlines
XNA,LAX,AA,United States,American Airlines
XNA,LGA,AA,United States,American Airlines
XNA,ORD,AA,United States,American Airlines
YEG,DFW,AA,United States,American Airlines
YEG,LAS,AA,United States,American Airlines
YEG,LAX,AA,United States,American Airlines
YEG,PHX,AA,United States,American Airlines
YHZ,DCA,AA,United States,American Airlines
YHZ,PHL,AA,United States,American Airlines
YKF,ORD,AA,United States,American Airlines
YOW,CLT,AA,United States,American Airlines
YOW,PHL,AA,United States,American Airlines
YQB,PHL,AA,United States,American Airlines
YUL,AMM,AA,United States,American Airlines
YUL,CLT,AA,United States,American Airlines
YUL,DCA,AA,United States,American Airlines
YUL,DFW,AA,United States,American Airlines
YUL,DTW,AA,United States,American Airlines
YUL,JFK,AA,United States,American Airlines
YUL,LGA,AA,United States,American Airlines
YUL,LHR,AA,United States,American Airlines
YUL,MIA,AA,United States,American Airlines
YUL,ORD,AA,United States,American Airlines
YUL,PHL,AA,United States,American Airlines
YUM,PHX,AA,United States,American Airlines
YVR,DFW,AA,United States,American Airlines
YVR,LAS,AA,United States,American Airlines
YVR,LAX,AA,United States,American Airlines
YVR,LAX,AA,United States,American Airlines
YVR,LHR,AA,United States,American Airlines
YVR,NRT,AA,United States,American Airlines
YVR,ORD,AA,United States,American Airlines
YVR,PDX,AA,United States,American Airlines
YVR,PHX,AA,United States,American Airlines
YVR,SEA,AA,United States,American Airlines
YYC,DFW,AA,United States,American Airlines
YYC,JFK,AA,United States,American Airlines
YYC,LAS,AA,United States,American Airlines
YYC,LAX,AA,United States,American Airlines
YYC,LHR,AA,United States,American Airlines
YYC,ORD,AA,United States,American Airlines
YYC,PHX,AA,United States,American Airlines
YYC,SAN,AA,United States,American Airlines
YYZ,CLT,AA,United States,American Airlines
YYZ,DCA,AA,United States,American Airlines
YYZ,DFW,AA,United States,American Airlines
YYZ,JFK,AA,United States,American Airlines
YYZ,LAS,AA,United States,American Airlines
YYZ,LAX,AA,United States,American Airlines
YYZ,LGA,AA,United States,American Airlines
YYZ,LHR,AA,United States,American Airlines
YYZ,MCO,AA,United States,American Airlines
YYZ,MIA,AA,United States,American Airlines
YYZ,ORD,AA,United States,American Airlines
YYZ,PHL,AA,United States,American Airlines
ZAG,LHR,AA,United States,American Airlines
ZCL,DFW,AA,United States,American Airlines
ZIH,PHX,AA,United States,American Airlines
ZRH,JFK,AA,United States,American Airlines
ZRH,LHR,AA,United States,American Airlines
ZRH,PHL,AA,United States,American Airlines
ACE,CGN,AB,Germany,Air Berlin
ACE,DUS,AB,Germany,Air Berlin
ACE,FUE,AB,Germany,Air Berlin
ACE,HAM,AB,Germany,Air Berlin
ACE,LEJ,AB,Germany,Air Berlin
ACE,MUC,AB,Germany,Air Berlin
ACE,TXL,AB,Germany,Air Berlin
ACE,ZRH,AB,Germany,Air Berlin
AGP,CGN,AB,Germany,Air Berlin
AGP,DUS,AB,Germany,Air Berlin
AGP,HAM,AB,Germany,Air Berlin
AGP,MUC,AB,Germany,Air Berlin
AGP,PMI,AB,Germany,Air Berlin
AGP,STR,AB,Germany,Air Berlin
AGP,TXL,AB,Germany,Air Berlin
AGP,VIE,AB,Germany,Air Berlin
ALC,DUS,AB,Germany,Air Berlin
ALC,FRA,AB,Germany,Air Berlin
ALC,HAM,AB,Germany,Air Berlin
ALC,MUC,AB,Germany,Air Berlin
ALC,PMI,AB,Germany,Air Berlin
ALC,STR,AB,Germany,Air Berlin
ALC,TXL,AB,Germany,Air Berlin
ALC,ZRH,AB,Germany,Air Berlin
AMM,FRA,AB,Germany,Air Berlin
AMM,MUC,AB,Germany,Air Berlin
AMM,TXL,AB,Germany,Air Berlin
AMM,VIE,AB,Germany,Air Berlin
ARN,TXL,AB,Germany,Air Berlin
ARN,VIE,AB,Germany,Air Berlin
AUH,BAH,AB,Germany,Air Berlin
AUH,DUS,AB,Germany,Air Berlin
AUH,DUS,AB,Germany,Air Berlin
AUH,FRA,AB,Germany,Air Berlin
AUH,HKT,AB,Germany,Air Berlin
AUH,MUC,AB,Germany,Air Berlin
AUH,PEK,AB,Germany,Air Berlin
AUH,SIN,AB,Germany,Air Berlin
AUH,TXL,AB,Germany,Air Berlin
AYT,CGN,AB,Germany,Air Berlin
AYT,DRS,AB,Germany,Air Berlin
AYT,DUS,AB,Germany,Air Berlin
AYT,FMO,AB,Germany,Air Berlin
AYT,HAM,AB,Germany,Air Berlin
AYT,LEJ,AB,Germany,Air Berlin
AYT,MUC,AB,Germany,Air Berlin
AYT,NUE,AB,Germany,Air Berlin
AYT,PAD,AB,Germany,Air Berlin
AYT,STR,AB,Germany,Air Berlin
AYT,TXL,AB,Germany,Air Berlin
BAH,AUH,AB,Germany,Air Berlin
BCN,DUS,AB,Germany,Air Berlin
BCN,TXL,AB,Germany,Air Berlin
BCN,VIE,AB,Germany,Air Berlin
BDS,MUC,AB,Germany,Air Berlin
BDS,ZRH,AB,Germany,Air Berlin
BEG,DUS,AB,Germany,Air Berlin
BEG,FRA,AB,Germany,Air Berlin
BEG,STR,AB,Germany,Air Berlin
BEG,TXL,AB,Germany,Air Berlin
BIO,PMI,AB,Germany,Air Berlin
BKK,CNX,AB,Germany,Air Berlin
BNE,SIN,AB,Germany,Air Berlin
BRE,PMI,AB,Germany,Air Berlin
BRI,TXL,AB,Germany,Air Berlin
BSL,CTA,AB,Germany,Air Berlin
BSL,HER,AB,Germany,Air Berlin
BSL,IBZ,AB,Germany,Air Berlin
BSL,LHR,AB,Germany,Air Berlin
BSL,LPA,AB,Germany,Air Berlin
BSL,PMI,AB,Germany,Air Berlin
BSL,TFS,AB,Germany,Air Berlin
BUD,TXL,AB,Germany,Air Berlin
CAG,DUS,AB,Germany,Air Berlin
CAG,MUC,AB,Germany,Air Berlin
CDG,VIE,AB,Germany,Air Berlin
CFU,CGN,AB,Germany,Air Berlin
CFU,DUS,AB,Germany,Air Berlin
CFU,FMO,AB,Germany,Air Berlin
CFU,FRA,AB,Germany,Air Berlin
CFU,HAM,AB,Germany,Air Berlin
CFU,MUC,AB,Germany,Air Berlin
CFU,TXL,AB,Germany,Air Berlin
CFU,VIE,AB,Germany,Air Berlin
CGN,ACE,AB,Germany,Air Berlin
CGN,AGP,AB,Germany,Air Berlin
CGN,AYT,AB,Germany,Air Berlin
CGN,CFU,AB,Germany,Air Berlin
CGN,CLY,AB,Germany,Air Berlin
CGN,FUE,AB,Germany,Air Berlin
CGN,HRG,AB,Germany,Air Berlin
CGN,IBZ,AB,Germany,Air Berlin
CGN,KGS,AB,Germany,Air Berlin
CGN,LPA,AB,Germany,Air Berlin
CGN,MAH,AB,Germany,Air Berlin
CGN,MUC,AB,Germany,Air Berlin
CGN,NBE,AB,Germany,Air Berlin
CGN,OLB,AB,Germany,Air Berlin
CGN,PMI,AB,Germany,Air Berlin
CGN,SAW,AB,Germany,Air Berlin
CGN,TFS,AB,Germany,Air Berlin
CGN,TXL,AB,Germany,Air Berlin
CHQ,VIE,AB,Germany,Air Berlin
CLY,CGN,AB,Germany,Air Berlin
CLY,DUS,AB,Germany,Air Berlin
CLY,FMM,AB,Germany,Air Berlin
CLY,SZG,AB,Germany,Air Berlin
CPH,DUS,AB,Germany,Air Berlin
CPH,PMI,AB,Germany,Air Berlin
CPH,TXL,AB,Germany,Air Berlin
CPH,VIE,AB,Germany,Air Berlin
CTA,BSL,AB,Germany,Air Berlin
CTA,DUS,AB,Germany,Air Berlin
CTA,FRA,AB,Germany,Air Berlin
CTA,MUC,AB,Germany,Air Berlin
CTA,STR,AB,Germany,Air Berlin
CTA,TXL,AB,Germany,Air Berlin
CTA,ZRH,AB,Germany,Air Berlin
CUN,DUS,AB,Germany,Air Berlin
CUR,DUS,AB,Germany,Air Berlin
DFW,FRA,AB,Germany,Air Berlin
DJE,DUS,AB,Germany,Air Berlin
DJE,NUE,AB,Germany,Air Berlin
DME,DUS,AB,Germany,Air Berlin
DME,FRA,AB,Germany,Air Berlin
DME,MUC,AB,Germany,Air Berlin
DME,MUC,AB,Germany,Air Berlin
DME,TXL,AB,Germany,Air Berlin
DRS,AYT,AB,Germany,Air Berlin
DRS,DUS,AB,Germany,Air Berlin
DRS,HER,AB,Germany,Air Berlin
DRS,HRG,AB,Germany,Air Berlin
DRS,NBE,AB,Germany,Air Berlin
DRS,PMI,AB,Germany,Air Berlin
DRS,RHO,AB,Germany,Air Berlin
DRS,TFS,AB,Germany,Air Berlin
DTM,PMI,AB,Germany,Air Berlin
DUS,ACE,AB,Germany,Air Berlin
DUS,AGP,AB,Germany,Air Berlin
DUS,ALC,AB,Germany,Air Berlin
DUS,AUH,AB,Germany,Air Berlin
DUS,AUH,AB,Germany,Air Berlin
DUS,AYT,AB,Germany,Air Berlin
DUS,BCN,AB,Germany,Air Berlin
DUS,BEG,AB,Germany,Air Berlin
DUS,CAG,AB,Germany,Air Berlin
DUS,CFU,AB,Germany,Air Berlin
DUS,CLY,AB,Germany,Air Berlin
DUS,CPH,AB,Germany,Air Berlin
DUS,CTA,AB,Germany,Air Berlin
DUS,CUN,AB,Germany,Air Berlin
DUS,CUR,AB,Germany,Air Berlin
DUS,DJE,AB,Germany,Air Berlin
DUS,DME,AB,Germany,Air Berlin
DUS,DRS,AB,Germany,Air Berlin
DUS,FAO,AB,Germany,Air Berlin
DUS,FCO,AB,Germany,Air Berlin
DUS,FLR,AB,Germany,Air Berlin
DUS,FNC,AB,Germany,Air Berlin
DUS,FUE,AB,Germany,Air Berlin
DUS,GCI,AB,Germany,Air Berlin
DUS,GWT,AB,Germany,Air Berlin
DUS,HAM,AB,Germany,Air Berlin
DUS,HEL,AB,Germany,Air Berlin
DUS,HER,AB,Germany,Air Berlin
DUS,HRG,AB,Germany,Air Berlin
DUS,IBZ,AB,Germany,Air Berlin
DUS,JER,AB,Germany,Air Berlin
DUS,JFK,AB,Germany,Air Berlin
DUS,KGS,AB,Germany,Air Berlin
DUS,KVA,AB,Germany,Air Berlin
DUS,LAX,AB,Germany,Air Berlin
DUS,LPA,AB,Germany,Air Berlin
DUS,MAD,AB,Germany,Air Berlin
DUS,MAD,AB,Germany,Air Berlin
DUS,MAH,AB,Germany,Air Berlin
DUS,MIA,AB,Germany,Air Berlin
DUS,MJT,AB,Germany,Air Berlin
DUS,MUC,AB,Germany,Air Berlin
DUS,MXP,AB,Germany,Air Berlin
DUS,NAP,AB,Germany,Air Berlin
DUS,NBE,AB,Germany,Air Berlin
DUS,NCE,AB,Germany,Air Berlin
DUS,NUE,AB,Germany,Air Berlin
DUS,OLB,AB,Germany,Air Berlin
DUS,ORD,AB,Germany,Air Berlin
DUS,PDL,AB,Germany,Air Berlin
DUS,PMI,AB,Germany,Air Berlin
DUS,POP,AB,Germany,Air Berlin
DUS,PUJ,AB,Germany,Air Berlin
DUS,PVK,AB,Germany,Air Berlin
DUS,RHO,AB,Germany,Air Berlin
DUS,RIX,AB,Germany,Air Berlin
DUS,RMF,AB,Germany,Air Berlin
DUS,RSW,AB,Germany,Air Berlin
DUS,SAW,AB,Germany,Air Berlin
DUS,SKG,AB,Germany,Air Berlin
DUS,SMI,AB,Germany,Air Berlin
DUS,SPC,AB,Germany,Air Berlin
DUS,STN,AB,Germany,Air Berlin
DUS,STR,AB,Germany,Air Berlin
DUS,SZG,AB,Germany,Air Berlin
DUS,TFS,AB,Germany,Air Berlin
DUS,TLV,AB,Germany,Air Berlin
DUS,TXL,AB,Germany,Air Berlin
DUS,VCE,AB,Germany,Air Berlin
DUS,VIE,AB,Germany,Air Berlin
DUS,VRA,AB,Germany,Air Berlin
DUS,ZRH,AB,Germany,Air Berlin
DUS,ZTH,AB,Germany,Air Berlin
FAO,DUS,AB,Germany,Air Berlin
FAO,HAM,AB,Germany,Air Berlin
FAO,MUC,AB,Germany,Air Berlin
FAO,PMI,AB,Germany,Air Berlin
FAO,TXL,AB,Germany,Air Berlin
FCO,DUS,AB,Germany,Air Berlin
FCO,TXL,AB,Germany,Air Berlin
FCO,VIE,AB,Germany,Air Berlin
FCO,VIE,AB,Germany,Air Berlin
FDH,IBZ,AB,Germany,Air Berlin
FDH,PMI,AB,Germany,Air Berlin
FKB,PMI,AB,Germany,Air Berlin
FKB,TXL,AB,Germany,Air Berlin
FLR,DUS,AB,Germany,Air Berlin
FLR,STR,AB,Germany,Air Berlin
FLR,VIE,AB,Germany,Air Berlin
FMM,CLY,AB,Germany,Air Berlin
FMO,AYT,AB,Germany,Air Berlin
FMO,CFU,AB,Germany,Air Berlin
FMO,IBZ,AB,Germany,Air Berlin
FMO,PMI,AB,Germany,Air Berlin
FNC,DUS,AB,Germany,Air Berlin
FNC,LEJ,AB,Germany,Air Berlin
FNC,MUC,AB,Germany,Air Berlin
FNC,TXL,AB,Germany,Air Berlin
FNC,VIE,AB,Germany,Air Berlin
FNC,ZRH,AB,Germany,Air Berlin
FRA,ALC,AB,Germany,Air Berlin
FRA,AMM,AB,Germany,Air Berlin
FRA,AUH,AB,Germany,Air Berlin
FRA,BEG,AB,Germany,Air Berlin
FRA,CFU,AB,Germany,Air Berlin
FRA,CTA,AB,Germany,Air Berlin
FRA,DFW,AB,Germany,Air Berlin
FRA,DME,AB,Germany,Air Berlin
FRA,GCI,AB,Germany,Air Berlin
FRA,HEL,AB,Germany,Air Berlin
FRA,IBZ,AB,Germany,Air Berlin
FRA,LCY,AB,Germany,Air Berlin
FRA,LHR,AB,Germany,Air Berlin
FRA,MAD,AB,Germany,Air Berlin
FRA,PMI,AB,Germany,Air Berlin
FRA,RIX,AB,Germany,Air Berlin
FRA,TXL,AB,Germany,Air Berlin
FRA,VIE,AB,Germany,Air Berlin
FUE,CGN,AB,Germany,Air Berlin
FUE,DUS,AB,Germany,Air Berlin
FUE,HAM,AB,Germany,Air Berlin
FUE,LEJ,AB,Germany,Air Berlin
FUE,MUC,AB,Germany,Air Berlin
FUE,NUE,AB,Germany,Air Berlin
FUE,SZG,AB,Germany,Air Berlin
FUE,TXL,AB,Germany,Air Berlin
FUE,VIE,AB,Germany,Air Berlin
FUE,ZRH,AB,Germany,Air Berlin
GCI,DUS,AB,Germany,Air Berlin
GCI,JER,AB,Germany,Air Berlin
GDN,TXL,AB,Germany,Air Berlin
GOT,TXL,AB,Germany,Air Berlin
GRZ,HER,AB,Germany,Air Berlin
GRZ,PMI,AB,Germany,Air Berlin
GRZ,TFS,AB,Germany,Air Berlin
GRZ,TXL,AB,Germany,Air Berlin
GVA,MAD,AB,Germany,Air Berlin
GWT,DUS,AB,Germany,Air Berlin
GWT,MUC,AB,Germany,Air Berlin
GWT,STR,AB,Germany,Air Berlin
GWT,TXL,AB,Germany,Air Berlin
GWT,ZRH,AB,Germany,Air Berlin
HAJ,IBZ,AB,Germany,Air Berlin
HAJ,JER,AB,Germany,Air Berlin
HAJ,LHR,AB,Germany,Air Berlin
HAJ,PMI,AB,Germany,Air Berlin
HAJ,STR,AB,Germany,Air Berlin
HAJ,VIE,AB,Germany,Air Berlin
HAM,ACE,AB,Germany,Air Berlin
HAM,AGP,AB,Germany,Air Berlin
