Source,Target,airline,country,airline_name
DEN,ONT,UA,United States,United Airlines
DEN,ORD,UA,United States,United Airlines
DEN,PDX,UA,United States,United Airlines
DEN,PDX,UA,United States,United Airlines
DEN,PHL,UA,United States,United Airlines
DEN,PHX,UA,United States,United Airlines
DEN,PHX,UA,United States,United Airlines
DEN,PIA,UA,United States,United Airlines
DEN,PIR,UA,United States,United Airlines
DEN,PIT,UA,United States,United Airlines
DEN,PIT,UA,United States,United Airlines
DEN,PSC,UA,United States,United Airlines
DEN,PSP,UA,United States,United Airlines
DEN,PUB,UA,United States,United Airlines
DEN,PVR,UA,United States,United Airlines
DEN,RAP,UA,United States,United Airlines
DEN,RDM,UA,United States,United Airlines
DEN,RKS,UA,United States,United Airlines
DEN,RNO,UA,United States,United Airlines
DEN,RSW,UA,United States,United Airlines
DEN,SAF,UA,United States,United Airlines
DEN,SAN,UA,United States,United Airlines
DEN,SAT,UA,United States,United Airlines
DEN,SAT,UA,United States,United Airlines
DEN,SBA,UA,United States,United Airlines
DEN,SDF,UA,United States,United Airlines
DEN,SEA,UA,United States,United Airlines
DEN,SEA,UA,United States,United Airlines
DEN,SFO,UA,United States,United Airlines
DEN,SGF,UA,United States,United Airlines
DEN,SGU,UA,United States,United Airlines
DEN,SHV,UA,United States,United Airlines
DEN,SJC,UA,United States,United Airlines
DEN,SJC,UA,United States,United Airlines
DEN,SJD,UA,United States,United Airlines
DEN,SLC,UA,United States,United Airlines
DEN,SMF,UA,United States,United Airlines
DEN,SMF,UA,United States,United Airlines
DEN,SNA,UA,United States,United Airlines
DEN,SNA,UA,United States,United Airlines
DEN,STL,UA,United States,United Airlines
DEN,TPA,UA,United States,United Airlines
DEN,TUL,UA,United States,United Airlines
DEN,TUS,UA,United States,United Airlines
DEN,TYS,UA,United States,United Airlines
DEN,XNA,UA,United States,United Airlines
DEN,YEG,UA,United States,United Airlines
DEN,YEG,UA,United States,United Airlines
DEN,YMM,UA,United States,United Airlines
DEN,YQR,UA,United States,United Airlines
DEN,YUL,UA,United States,United Airlines
DEN,YVR,UA,United States,United Airlines
DEN,YVR,UA,United States,United Airlines
DEN,YWG,UA,United States,United Airlines
DEN,YXE,UA,United States,United Airlines
DEN,YYC,UA,United States,United Airlines
DEN,YYC,UA,United States,United Airlines
DEN,YYZ,UA,United States,United Airlines
DFW,CLE,UA,United States,United Airlines
DFW,DEN,UA,United States,United Airlines
DFW,DEN,UA,United States,United Airlines
DFW,EWR,UA,United States,United Airlines
DFW,EWR,UA,United States,United Airlines
DFW,FRA,UA,United States,United Airlines
DFW,IAD,UA,United States,United Airlines
DFW,IAD,UA,United States,United Airlines
DFW,IAH,UA,United States,United Airlines
DFW,IAH,UA,United States,United Airlines
DFW,LAX,UA,United States,United Airlines
DFW,ORD,UA,United States,United Airlines
DFW,ORD,UA,United States,United Airlines
DFW,SAL,UA,United States,United Airlines
DFW,SFO,UA,United States,United Airlines
DFW,SFO,UA,United States,United Airlines
DFW,YYZ,UA,United States,United Airlines
DGO,IAH,UA,United States,United Airlines
DGO,LAX,UA,United States,United Airlines
DIK,DEN,UA,United States,United Airlines
DKR,BJL,UA,United States,United Airlines
DKR,BRU,UA,United States,United Airlines
DKR,CKY,UA,United States,United Airlines
DKR,IAD,UA,United States,United Airlines
DKR,JNB,UA,United States,United Airlines
DLA,BRU,UA,United States,United Airlines
DLA,FIH,UA,United States,United Airlines
DLA,NSI,UA,United States,United Airlines
DLH,ORD,UA,United States,United Airlines
DME,VIE,UA,United States,United Airlines
DOH,BAH,UA,United States,United Airlines
DOH,DXB,UA,United States,United Airlines
DOH,FRA,UA,United States,United Airlines
DRO,DEN,UA,United States,United Airlines
DSM,DEN,UA,United States,United Airlines
DSM,DEN,UA,United States,United Airlines
DSM,EWR,UA,United States,United Airlines
DSM,IAH,UA,United States,United Airlines
DSM,ORD,UA,United States,United Airlines
DSM,ORD,UA,United States,United Airlines
DTW,DEN,UA,United States,United Airlines
DTW,EWR,UA,United States,United Airlines
DTW,FRA,UA,United States,United Airlines
DTW,IAD,UA,United States,United Airlines
DTW,IAH,UA,United States,United Airlines
DTW,IAH,UA,United States,United Airlines
DTW,ORD,UA,United States,United Airlines
DTW,ORD,UA,United States,United Airlines
DTW,YYZ,UA,United States,United Airlines
DUB,BOS,UA,United States,United Airlines
DUB,EWR,UA,United States,United Airlines
DUB,IAD,UA,United States,United Airlines
DUB,JFK,UA,United States,United Airlines
DUB,ORD,UA,United States,United Airlines
DUJ,CLE,UA,United States,United Airlines
DUJ,FKL,UA,United States,United Airlines
DUS,EWR,UA,United States,United Airlines
DUS,ORD,UA,United States,United Airlines
DXB,DOH,UA,United States,United Airlines
DXB,IAD,UA,United States,United Airlines
EAU,ORD,UA,United States,United Airlines
EBB,BRU,UA,United States,United Airlines
EDI,BRU,UA,United States,United Airlines
EDI,EWR,UA,United States,United Airlines
EGE,DEN,UA,United States,United Airlines
ELH,FLL,UA,United States,United Airlines
ELH,PBI,UA,United States,United Airlines
ELM,ORD,UA,United States,United Airlines
ELP,DEN,UA,United States,United Airlines
ELP,IAH,UA,United States,United Airlines
ERI,CLE,UA,United States,United Airlines
ERI,CLE,UA,United States,United Airlines
EUG,DEN,UA,United States,United Airlines
EUG,PDX,UA,United States,United Airlines
EUG,SFO,UA,United States,United Airlines
EVN,VIE,UA,United States,United Airlines
EWR,ALB,UA,United States,United Airlines
EWR,AMS,UA,United States,United Airlines
EWR,ANU,UA,United States,United Airlines
EWR,ARN,UA,United States,United Airlines
EWR,ATL,UA,United States,United Airlines
EWR,AUA,UA,United States,United Airlines
EWR,AUS,UA,United States,United Airlines
EWR,AUS,UA,United States,United Airlines
EWR,BCN,UA,United States,United Airlines
EWR,BDA,UA,United States,United Airlines
EWR,BFS,UA,United States,United Airlines
EWR,BHX,UA,United States,United Airlines
EWR,BNA,UA,United States,United Airlines
EWR,BOG,UA,United States,United Airlines
EWR,BOM,UA,United States,United Airlines
EWR,BON,UA,United States,United Airlines
EWR,BOS,UA,United States,United Airlines
EWR,BOS,UA,United States,United Airlines
EWR,BQN,UA,United States,United Airlines
EWR,BRU,UA,United States,United Airlines
EWR,BTV,UA,United States,United Airlines
EWR,BTV,UA,United States,United Airlines
EWR,BUF,UA,United States,United Airlines
EWR,BWI,UA,United States,United Airlines
EWR,BZE,UA,United States,United Airlines
EWR,CDG,UA,United States,United Airlines
EWR,CHS,UA,United States,United Airlines
EWR,CLE,UA,United States,United Airlines
EWR,CLE,UA,United States,United Airlines
EWR,CLT,UA,United States,United Airlines
EWR,CMH,UA,United States,United Airlines
EWR,CUN,UA,United States,United Airlines
EWR,CVG,UA,United States,United Airlines
EWR,DAY,UA,United States,United Airlines
EWR,DCA,UA,United States,United Airlines
EWR,DCA,UA,United States,United Airlines
EWR,DEL,UA,United States,United Airlines
EWR,DEN,UA,United States,United Airlines
EWR,DFW,UA,United States,United Airlines
EWR,DFW,UA,United States,United Airlines
EWR,DSM,UA,United States,United Airlines
EWR,DTW,UA,United States,United Airlines
EWR,DUB,UA,United States,United Airlines
EWR,DUS,UA,United States,United Airlines
EWR,EDI,UA,United States,United Airlines
EWR,FCO,UA,United States,United Airlines
EWR,FLL,UA,United States,United Airlines
EWR,FRA,UA,United States,United Airlines
EWR,FRA,UA,United States,United Airlines
EWR,GCM,UA,United States,United Airlines
EWR,GLA,UA,United States,United Airlines
EWR,GRR,UA,United States,United Airlines
EWR,GRU,UA,United States,United Airlines
EWR,GSO,UA,United States,United Airlines
EWR,GSP,UA,United States,United Airlines
EWR,GUA,UA,United States,United Airlines
EWR,GVA,UA,United States,United Airlines
EWR,HAM,UA,United States,United Airlines
EWR,HKG,UA,United States,United Airlines
EWR,HNL,UA,United States,United Airlines
EWR,IAD,UA,United States,United Airlines
EWR,IAD,UA,United States,United Airlines
EWR,IAD,UA,United States,United Airlines
EWR,IAH,UA,United States,United Airlines
EWR,IND,UA,United States,United Airlines
EWR,ITH,UA,United States,United Airlines
EWR,JAX,UA,United States,United Airlines
EWR,LAS,UA,United States,United Airlines
EWR,LAX,UA,United States,United Airlines
EWR,LHR,UA,United States,United Airlines
EWR,LIM,UA,United States,United Airlines
EWR,LIR,UA,United States,United Airlines
EWR,LIS,UA,United States,United Airlines
EWR,MAD,UA,United States,United Airlines
EWR,MAN,UA,United States,United Airlines
EWR,MBJ,UA,United States,United Airlines
EWR,MCI,UA,United States,United Airlines
EWR,MCO,UA,United States,United Airlines
EWR,MEM,UA,United States,United Airlines
EWR,MEX,UA,United States,United Airlines
EWR,MHT,UA,United States,United Airlines
EWR,MIA,UA,United States,United Airlines
EWR,MKE,UA,United States,United Airlines
EWR,MSN,UA,United States,United Airlines
EWR,MSP,UA,United States,United Airlines
EWR,MSY,UA,United States,United Airlines
EWR,MSY,UA,United States,United Airlines
EWR,MUC,UA,United States,United Airlines
EWR,MUC,UA,United States,United Airlines
EWR,MXP,UA,United States,United Airlines
EWR,MYR,UA,United States,United Airlines
EWR,NAS,UA,United States,United Airlines
EWR,NRT,UA,United States,United Airlines
EWR,OKC,UA,United States,United Airlines
EWR,OMA,UA,United States,United Airlines
EWR,ORD,UA,United States,United Airlines
EWR,ORD,UA,United States,United Airlines
EWR,ORF,UA,United States,United Airlines
EWR,OSL,UA,United States,United Airlines
EWR,PBI,UA,United States,United Airlines
EWR,PBI,UA,United States,United Airlines
EWR,PDX,UA,United States,United Airlines
EWR,PEK,UA,United States,United Airlines
EWR,PHX,UA,United States,United Airlines
EWR,PIT,UA,United States,United Airlines
EWR,PLS,UA,United States,United Airlines
EWR,POP,UA,United States,United Airlines
EWR,POS,UA,United States,United Airlines
EWR,PTY,UA,United States,United Airlines
EWR,PUJ,UA,United States,United Airlines
EWR,PVD,UA,United States,United Airlines
EWR,PVG,UA,United States,United Airlines
EWR,PVR,UA,United States,United Airlines
EWR,PWM,UA,United States,United Airlines
EWR,PWM,UA,United States,United Airlines
EWR,RDU,UA,United States,United Airlines
EWR,RIC,UA,United States,United Airlines
EWR,ROC,UA,United States,United Airlines
EWR,RSW,UA,United States,United Airlines
EWR,SAL,UA,United States,United Airlines
EWR,SAN,UA,United States,United Airlines
EWR,SAP,UA,United States,United Airlines
EWR,SAT,UA,United States,United Airlines
EWR,SAV,UA,United States,United Airlines
EWR,SDF,UA,United States,United Airlines
EWR,SDQ,UA,United States,United Airlines
EWR,SEA,UA,United States,United Airlines
EWR,SFO,UA,United States,United Airlines
EWR,SJD,UA,United States,United Airlines
EWR,SJO,UA,United States,United Airlines
EWR,SJU,UA,United States,United Airlines
EWR,SNA,UA,United States,United Airlines
EWR,SNN,UA,United States,United Airlines
EWR,STL,UA,United States,United Airlines
EWR,STR,UA,United States,United Airlines
EWR,STT,UA,United States,United Airlines
EWR,SXM,UA,United States,United Airlines
EWR,SYR,UA,United States,United Airlines
EWR,TLV,UA,United States,United Airlines
EWR,TPA,UA,United States,United Airlines
EWR,TUL,UA,United States,United Airlines
EWR,TXL,UA,United States,United Airlines
EWR,TYS,UA,United States,United Airlines
EWR,UVF,UA,United States,United Airlines
EWR,XNA,UA,United States,United Airlines
EWR,YEG,UA,United States,United Airlines
EWR,YHZ,UA,United States,United Airlines
EWR,YOW,UA,United States,United Airlines
EWR,YQB,UA,United States,United Airlines
EWR,YQM,UA,United States,United Airlines
EWR,YUL,UA,United States,United Airlines
EWR,YVR,UA,United States,United Airlines
EWR,YYT,UA,United States,United Airlines
EWR,YYZ,UA,United States,United Airlines
EWR,ZRH,UA,United States,United Airlines
EWR,ZRH,UA,United States,United Airlines
EYW,FLL,UA,United States,United Airlines
EYW,RSW,UA,United States,United Airlines
EYW,TPA,UA,United States,United Airlines
EZE,IAH,UA,United States,United Airlines
FAR,DEN,UA,United States,United Airlines
FAR,ORD,UA,United States,United Airlines
FAT,DEN,UA,United States,United Airlines
FAT,LAS,UA,United States,United Airlines
FAT,LAX,UA,United States,United Airlines
FAT,SFO,UA,United States,United Airlines
FAY,IAD,UA,United States,United Airlines
FCA,DEN,UA,United States,United Airlines
FCO,EWR,UA,United States,United Airlines
FCO,IAD,UA,United States,United Airlines
FIH,BRU,UA,United States,United Airlines
FIH,DLA,UA,United States,United Airlines
FKL,CLE,UA,United States,United Airlines
FKL,DUJ,UA,United States,United Airlines
FLL,BIM,UA,United States,United Airlines
FLL,CLE,UA,United States,United Airlines
FLL,DEN,UA,United States,United Airlines
FLL,ELH,UA,United States,United Airlines
FLL,EWR,UA,United States,United Airlines
FLL,EYW,UA,United States,United Airlines
FLL,FPO,UA,United States,United Airlines
FLL,GGT,UA,United States,United Airlines
FLL,GHB,UA,United States,United Airlines
FLL,IAD,UA,United States,United Airlines
FLL,IAH,UA,United States,United Airlines
FLL,MCO,UA,United States,United Airlines
FLL,MHH,UA,United States,United Airlines
FLL,ORD,UA,United States,United Airlines
FLL,SFO,UA,United States,United Airlines
FLL,TCB,UA,United States,United Airlines
FLL,TPA,UA,United States,United Airlines
FMN,ALS,UA,United States,United Airlines
FMN,DEN,UA,United States,United Airlines
FMN,SOW,UA,United States,United Airlines
FNA,ROB,UA,United States,United Airlines
FNT,CLE,UA,United States,United Airlines
FNT,CLE,UA,United States,United Airlines
FOE,ORD,UA,United States,United Airlines
FPO,FLL,UA,United States,United Airlines
FRA,ATL,UA,United States,United Airlines
FRA,AUH,UA,United States,United Airlines
FRA,BOS,UA,United States,United Airlines
FRA,DEN,UA,United States,United Airlines
FRA,DFW,UA,United States,United Airlines
FRA,DOH,UA,United States,United Airlines
FRA,DTW,UA,United States,United Airlines
FRA,EWR,UA,United States,United Airlines
FRA,EWR,UA,United States,United Airlines
FRA,GYD,UA,United States,United Airlines
FRA,IAD,UA,United States,United Airlines
FRA,IAD,UA,United States,United Airlines
FRA,IAH,UA,United States,United Airlines
FRA,IAH,UA,United States,United Airlines
FRA,JED,UA,United States,United Airlines
FRA,JFK,UA,United States,United Airlines
FRA,LAX,UA,United States,United Airlines
FRA,LOS,UA,United States,United Airlines
FRA,MCO,UA,United States,United Airlines
FRA,MIA,UA,United States,United Airlines
FRA,ORD,UA,United States,United Airlines
FRA,ORD,UA,United States,United Airlines
FRA,SEA,UA,United States,United Airlines
FRA,SFO,UA,United States,United Airlines
FRA,SFO,UA,United States,United Airlines
FRA,TSE,UA,United States,United Airlines
FSD,DEN,UA,United States,United Airlines
FSD,ORD,UA,United States,United Airlines
FUK,GUM,UA,United States,United Airlines
FWA,ORD,UA,United States,United Airlines
GCC,DEN,UA,United States,United Airlines
GCM,EWR,UA,United States,United Airlines
GCM,IAD,UA,United States,United Airlines
GCM,IAH,UA,United States,United Airlines
GDL,IAH,UA,United States,United Airlines
GDL,IAH,UA,United States,United Airlines
GDL,LAX,UA,United States,United Airlines
GDL,SFO,UA,United States,United Airlines
GEG,DEN,UA,United States,United Airlines
GEG,DEN,UA,United States,United Airlines
GGT,FLL,UA,United States,United Airlines
GGT,GHB,UA,United States,United Airlines
GHB,FLL,UA,United States,United Airlines
GIG,GRU,UA,United States,United Airlines
GIG,IAH,UA,United States,United Airlines
GJT,DEN,UA,United States,United Airlines
GJT,DEN,UA,United States,United Airlines
GJT,IAH,UA,United States,United Airlines
GLA,EWR,UA,United States,United Airlines
GNV,MCO,UA,United States,United Airlines
GNV,TPA,UA,United States,United Airlines
GOT,ARN,UA,United States,United Airlines
GPT,IAH,UA,United States,United Airlines
GRB,ORD,UA,United States,United Airlines
GRK,IAH,UA,United States,United Airlines
GRR,CLE,UA,United States,United Airlines
GRR,DEN,UA,United States,United Airlines
GRR,EWR,UA,United States,United Airlines
GRR,IAD,UA,United States,United Airlines
GRR,IAH,UA,United States,United Airlines
GRR,ORD,UA,United States,United Airlines
GRR,ORD,UA,United States,United Airlines
GRU,EWR,UA,United States,United Airlines
GRU,GIG,UA,United States,United Airlines
GRU,IAD,UA,United States,United Airlines
GRU,IAH,UA,United States,United Airlines
GRU,ORD,UA,United States,United Airlines
GSO,EWR,UA,United States,United Airlines
GSO,IAD,UA,United States,United Airlines
GSO,ORD,UA,United States,United Airlines
GSP,CLE,UA,United States,United Airlines
GSP,EWR,UA,United States,United Airlines
GSP,IAD,UA,United States,United Airlines
GSP,IAH,UA,United States,United Airlines
GSP,ORD,UA,United States,United Airlines
GTF,DEN,UA,United States,United Airlines
GUA,EWR,UA,United States,United Airlines
GUA,IAD,UA,United States,United Airlines
GUA,IAH,UA,United States,United Airlines
GUA,MIA,UA,United States,United Airlines
GUC,DEN,UA,United States,United Airlines
GUM,CNS,UA,United States,United Airlines
GUM,CTS,UA,United States,United Airlines
GUM,FUK,UA,United States,United Airlines
GUM,HKG,UA,United States,United Airlines
GUM,HNL,UA,United States,United Airlines
GUM,KIX,UA,United States,United Airlines
GUM,MNL,UA,United States,United Airlines
GUM,MNL,UA,United States,United Airlines
GUM,NGO,UA,United States,United Airlines
GUM,NRT,UA,United States,United Airlines
GUM,OKJ,UA,United States,United Airlines
GUM,ROP,UA,United States,United Airlines
GUM,ROR,UA,United States,United Airlines
GUM,ROR,UA,United States,United Airlines
GUM,SDJ,UA,United States,United Airlines
GUM,SPN,UA,United States,United Airlines
GUM,TKK,UA,United States,United Airlines
GUM,YAP,UA,United States,United Airlines
GVA,EWR,UA,United States,United Airlines
GVA,IAD,UA,United States,United Airlines
GVA,JFK,UA,United States,United Airlines
GVA,YUL,UA,United States,United Airlines
GYD,ASB,UA,United States,United Airlines
GYD,FRA,UA,United States,United Airlines
HAJ,BRU,UA,United States,United Airlines
HAM,EWR,UA,United States,United Airlines
HDN,DEN,UA,United States,United Airlines
HKG,EWR,UA,United States,United Airlines
HKG,GUM,UA,United States,United Airlines
HKG,ORD,UA,United States,United Airlines
HKG,SFO,UA,United States,United Airlines
HKG,SGN,UA,United States,United Airlines
HKG,SIN,UA,United States,United Airlines
HLN,DEN,UA,United States,United Airlines
HND,HNL,UA,United States,United Airlines
HND,LAX,UA,United States,United Airlines
HNL,AKL,UA,United States,United Airlines
HNL,DEN,UA,United States,United Airlines
HNL,EWR,UA,United States,United Airlines
HNL,GUM,UA,United States,United Airlines
HNL,HND,UA,United States,United Airlines
HNL,IAD,UA,United States,United Airlines
HNL,IAH,UA,United States,United Airlines
HNL,LAX,UA,United States,United Airlines
HNL,LIH,UA,United States,United Airlines
HNL,MAJ,UA,United States,United Airlines
HNL,NRT,UA,United States,United Airlines
HNL,NRT,UA,United States,United Airlines
HNL,OGG,UA,United States,United Airlines
HNL,ORD,UA,United States,United Airlines
HNL,PEK,UA,United States,United Airlines
HNL,SFO,UA,United States,United Airlines
HOB,IAH,UA,United States,United Airlines
HON,PIR,UA,United States,United Airlines
HPN,ORD,UA,United States,United Airlines
HRL,IAH,UA,United States,United Airlines
HSV,DEN,UA,United States,United Airlines
HSV,IAD,UA,United States,United Airlines
HSV,IAH,UA,United States,United Airlines
HSV,ORD,UA,United States,United Airlines
HUX,IAH,UA,United States,United Airlines
IAD,ALB,UA,United States,United Airlines
IAD,AMS,UA,United States,United Airlines
IAD,AOO,UA,United States,United Airlines
IAD,ATL,UA,United States,United Airlines
IAD,AUA,UA,United States,United Airlines
IAD,AUS,UA,United States,United Airlines
IAD,AUS,UA,United States,United Airlines
IAD,BDL,UA,United States,United Airlines
IAD,BDL,UA,United States,United Airlines
IAD,BGM,UA,United States,United Airlines
IAD,BKW,UA,United States,United Airlines
IAD,BNA,UA,United States,United Airlines
IAD,BOG,UA,United States,United Airlines
IAD,BOS,UA,United States,United Airlines
IAD,BOS,UA,United States,United Airlines
IAD,BRU,UA,United States,United Airlines
IAD,BTV,UA,United States,United Airlines
IAD,BUF,UA,United States,United Airlines
IAD,CAE,UA,United States,United Airlines
IAD,CDG,UA,United States,United Airlines
IAD,CHO,UA,United States,United Airlines
IAD,CHS,UA,United States,United Airlines
IAD,CLE,UA,United States,United Airlines
IAD,CLE,UA,United States,United Airlines
IAD,CLT,UA,United States,United Airlines
IAD,CMH,UA,United States,United Airlines
IAD,COS,UA,United States,United Airlines
IAD,CRW,UA,United States,United Airlines
IAD,CUN,UA,United States,United Airlines
IAD,CVG,UA,United States,United Airlines
IAD,DAY,UA,United States,United Airlines
IAD,DEN,UA,United States,United Airlines
IAD,DFW,UA,United States,United Airlines
IAD,DFW,UA,United States,United Airlines
IAD,DKR,UA,United States,United Airlines
IAD,DTW,UA,United States,United Airlines
IAD,DUB,UA,United States,United Airlines
IAD,DXB,UA,United States,United Airlines
IAD,EWR,UA,United States,United Airlines
IAD,FAY,UA,United States,United Airlines
IAD,FCO,UA,United States,United Airlines
IAD,FLL,UA,United States,United Airlines
IAD,FRA,UA,United States,United Airlines
IAD,FRA,UA,United States,United Airlines
IAD,GCM,UA,United States,United Airlines
IAD,GRR,UA,United States,United Airlines
IAD,GRU,UA,United States,United Airlines
IAD,GSO,UA,United States,United Airlines
IAD,GSP,UA,United States,United Airlines
IAD,GUA,UA,United States,United Airlines
IAD,GVA,UA,United States,United Airlines
IAD,HNL,UA,United States,United Airlines
IAD,HSV,UA,United States,United Airlines
IAD,IAH,UA,United States,United Airlines
IAD,IAH,UA,United States,United Airlines
IAD,IND,UA,United States,United Airlines
IAD,JAX,UA,United States,United Airlines
IAD,JFK,UA,United States,United Airlines
IAD,JST,UA,United States,United Airlines
IAD,KWI,UA,United States,United Airlines
IAD,LAS,UA,United States,United Airlines
IAD,LAX,UA,United States,United Airlines
IAD,LGA,UA,United States,United Airlines
IAD,LHR,UA,United States,United Airlines
IAD,LWB,UA,United States,United Airlines
IAD,MAN,UA,United States,United Airlines
IAD,MBJ,UA,United States,United Airlines
IAD,MCI,UA,United States,United Airlines
IAD,MCO,UA,United States,United Airlines
IAD,MDT,UA,United States,United Airlines
IAD,MEX,UA,United States,United Airlines
IAD,MGW,UA,United States,United Airlines
IAD,MIA,UA,United States,United Airlines
IAD,MIA,UA,United States,United Airlines
IAD,MSP,UA,United States,United Airlines
IAD,MSY,UA,United States,United Airlines
IAD,MSY,UA,United States,United Airlines
IAD,MUC,UA,United States,United Airlines
IAD,MUC,UA,United States,United Airlines
IAD,NRT,UA,United States,United Airlines
IAD,NRT,UA,United States,United Airlines
IAD,OKC,UA,United States,United Airlines
IAD,OMA,UA,United States,United Airlines
IAD,ORD,UA,United States,United Airlines
IAD,ORD,UA,United States,United Airlines
IAD,ORF,UA,United States,United Airlines
IAD,PDX,UA,United States,United Airlines
IAD,PEK,UA,United States,United Airlines
IAD,PHL,UA,United States,United Airlines
IAD,PHX,UA,United States,United Airlines
IAD,PIT,UA,United States,United Airlines
IAD,PTY,UA,United States,United Airlines
IAD,PTY,UA,United States,United Airlines
IAD,PUJ,UA,United States,United Airlines
IAD,PVD,UA,United States,United Airlines
IAD,PWM,UA,United States,United Airlines
IAD,RDU,UA,United States,United Airlines
IAD,RDU,UA,United States,United Airlines
IAD,RIC,UA,United States,United Airlines
IAD,ROA,UA,United States,United Airlines
IAD,ROC,UA,United States,United Airlines
IAD,SAN,UA,United States,United Airlines
IAD,SAT,UA,United States,United Airlines
IAD,SAV,UA,United States,United Airlines
IAD,SCE,UA,United States,United Airlines
IAD,SDF,UA,United States,United Airlines
IAD,SEA,UA,United States,United Airlines
IAD,SFO,UA,United States,United Airlines
IAD,SHD,UA,United States,United Airlines
IAD,SJO,UA,United States,United Airlines
IAD,SJU,UA,United States,United Airlines
IAD,SMF,UA,United States,United Airlines
IAD,STL,UA,United States,United Airlines
IAD,STT,UA,United States,United Airlines
IAD,SXM,UA,United States,United Airlines
IAD,SYR,UA,United States,United Airlines
IAD,TPA,UA,United States,United Airlines
IAD,TUL,UA,United States,United Airlines
IAD,TYS,UA,United States,United Airlines
IAD,VIE,UA,United States,United Airlines
IAD,YOW,UA,United States,United Airlines
IAD,YUL,UA,United States,United Airlines
IAD,YYZ,UA,United States,United Airlines
IAD,ZRH,UA,United States,United Airlines
IAH,ABQ,UA,United States,United Airlines
IAH,ABQ,UA,United States,United Airlines
IAH,ACA,UA,United States,United Airlines
IAH,ACY,UA,United States,United Airlines
IAH,AEX,UA,United States,United Airlines
IAH,AGU,UA,United States,United Airlines
IAH,AMA,UA,United States,United Airlines
IAH,AMS,UA,United States,United Airlines
IAH,ATL,UA,United States,United Airlines
IAH,AUS,UA,United States,United Airlines
IAH,AUS,UA,United States,United Airlines
IAH,BFL,UA,United States,United Airlines
IAH,BHM,UA,United States,United Airlines
IAH,BJX,UA,United States,United Airlines
IAH,BNA,UA,United States,United Airlines
IAH,BOG,UA,United States,United Airlines
IAH,BON,UA,United States,United Airlines
IAH,BOS,UA,United States,United Airlines
IAH,BRO,UA,United States,United Airlines
IAH,BTR,UA,United States,United Airlines
IAH,BWI,UA,United States,United Airlines
IAH,BZE,UA,United States,United Airlines
IAH,CAE,UA,United States,United Airlines
IAH,CCS,UA,United States,United Airlines
IAH,CHS,UA,United States,United Airlines
IAH,CLE,UA,United States,United Airlines
IAH,CLE,UA,United States,United Airlines
IAH,CLL,UA,United States,United Airlines
IAH,CLT,UA,United States,United Airlines
IAH,CME,UA,United States,United Airlines
IAH,CMH,UA,United States,United Airlines
IAH,COS,UA,United States,United Airlines
IAH,CRP,UA,United States,United Airlines
IAH,CRW,UA,United States,United Airlines
IAH,CUN,UA,United States,United Airlines
IAH,CUU,UA,United States,United Airlines
IAH,CVG,UA,United States,United Airlines
IAH,CZM,UA,United States,United Airlines
IAH,DAL,UA,United States,United Airlines
IAH,DCA,UA,United States,United Airlines
IAH,DEN,UA,United States,United Airlines
IAH,DFW,UA,United States,United Airlines
IAH,DGO,UA,United States,United Airlines
IAH,DSM,UA,United States,United Airlines
IAH,DTW,UA,United States,United Airlines
IAH,DTW,UA,United States,United Airlines
IAH,ELP,UA,United States,United Airlines
IAH,EWR,UA,United States,United Airlines
IAH,EWR,UA,United States,United Airlines
IAH,EZE,UA,United States,United Airlines
IAH,FLL,UA,United States,United Airlines
IAH,FRA,UA,United States,United Airlines
IAH,FRA,UA,United States,United Airlines
IAH,GCM,UA,United States,United Airlines
IAH,GDL,UA,United States,United Airlines
IAH,GDL,UA,United States,United Airlines
IAH,GIG,UA,United States,United Airlines
IAH,GJT,UA,United States,United Airlines
IAH,GPT,UA,United States,United Airlines
IAH,GRK,UA,United States,United Airlines
IAH,GRR,UA,United States,United Airlines
IAH,GRU,UA,United States,United Airlines
IAH,GSP,UA,United States,United Airlines
IAH,GUA,UA,United States,United Airlines
IAH,HNL,UA,United States,United Airlines
IAH,HOB,UA,United States,United Airlines
IAH,HRL,UA,United States,United Airlines
IAH,HSV,UA,United States,United Airlines
IAH,HUX,UA,United States,United Airlines
IAH,IAD,UA,United States,United Airlines
IAH,IAD,UA,United States,United Airlines
IAH,ICT,UA,United States,United Airlines
IAH,IND,UA,United States,United Airlines
IAH,IND,UA,United States,United Airlines
IAH,JAN,UA,United States,United Airlines
IAH,JAX,UA,United States,United Airlines
IAH,LAS,UA,United States,United Airlines
IAH,LAX,UA,United States,United Airlines
IAH,LBB,UA,United States,United Airlines
IAH,LCH,UA,United States,United Airlines
IAH,LEX,UA,United States,United Airlines
IAH,LFT,UA,United States,United Airlines
IAH,LGA,UA,United States,United Airlines
IAH,LHR,UA,United States,United Airlines
IAH,LIM,UA,United States,United Airlines
IAH,LIR,UA,United States,United Airlines
IAH,LIT,UA,United States,United Airlines
IAH,LOS,UA,United States,United Airlines
IAH,LRD,UA,United States,United Airlines
IAH,MAF,UA,United States,United Airlines
IAH,MBJ,UA,United States,United Airlines
IAH,MCI,UA,United States,United Airlines
IAH,MCO,UA,United States,United Airlines
IAH,MEM,UA,United States,United Airlines
IAH,MEX,UA,United States,United Airlines
IAH,MEX,UA,United States,United Airlines
IAH,MFE,UA,United States,United Airlines
IAH,MGA,UA,United States,United Airlines
IAH,MIA,UA,United States,United Airlines
IAH,MID,UA,United States,United Airlines
