id,latitude,longitude,X1,ID,airportID,airport,Label,country,IATA,ICAO,latitude.y,longitude.y,altitude,timezone,DST,TZ,type,source
AAA,-17.3542,-145.4961,1,AAA,1973,Anaa Airport,Anaa,French Polynesia,AAA,NTGA,-17.35260009765625,-145.50999450683594,10,-10,U,Pacific/Tahiti,airport,OurAirports
AAC,31.0733,33.8358,2,AAC,5690,El Arish International Airport,El Arish,Egypt,AAC,HEAR,31.073299408,33.8358001709,121,2,U,Africa/Cairo,airport,OurAirports
AAE,36.8222,7.8094,3,AAE,220,Rabah Bitat Airport,Annaba,Algeria,AAE,DABB,36.822201,7.809174,16,1,N,Africa/Algiers,airport,OurAirports
AAF,29.7275,-85.0274,4,AAF,8252,Apalachicola Regional Airport,Apalachicola,United States,AAF,KAAF,29.72750092,-85.02749634,20,-5,A,America/New_York,airport,OurAirports
AAG,-24.1036,-49.7900,5,AAG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AAL,57.0928,9.8492,6,AAL,628,Aalborg Airport,Aalborg,Denmark,AAL,EKYT,57.0927589138,9.84924316406,10,1,E,Europe/Copenhagen,airport,OurAirports
AAM,-24.8181,31.5446,7,AAM,5605,Malamala Airport,Malamala,South Africa,AAM,FAMD,-24.818099975585938,31.544599533081055,1124,2,U,Africa/Johannesburg,airport,OurAirports
AAN,24.2617,55.6092,8,AAN,5937,Al Ain International Airport,Al Ain,United Arab Emirates,AAN,OMAL,24.261699676513672,55.60919952392578,869,4,U,Asia/Dubai,airport,OurAirports
AAQ,45.0017,37.3483,9,AAQ,4353,Anapa Vityazevo Airport,Anapa,Russia,AAQ,URKA,45.002101898193,37.347301483154,174,3,N,Europe/Moscow,airport,OurAirports
AAR,56.3,10.6190,10,AAR,607,Aarhus Airport,Aarhus,Denmark,AAR,EKAH,56.2999992371,10.619000434899998,82,1,E,Europe/Copenhagen,airport,OurAirports
AAT,47.72,88.1500,11,AAT,6946,Altay Air Base,Altay,China,AAT,ZWAT,47.7498855591,88.08580780030002,2460,8,U,Asia/Shanghai,airport,OurAirports
AAX,-19.5603,-46.9653,12,AAX,7395,Romeu Zema Airport,Araxa,Brazil,AAX,SBAX,-19.563199996948,-46.960399627686,3276,-3,S,America/Sao_Paulo,airport,OurAirports
AAY,16.1917,52.1750,13,AAY,3979,Al Ghaidah International Airport,Al Ghaidah Intl,Yemen,AAY,OYGD,16.191699981689453,52.17499923706055,134,3,U,Asia/Aden,airport,OurAirports
ABA,53.7417,91.3850,14,ABA,2955,Abakan Airport,Abakan,Russia,ABA,UNAA,53.7400016784668,91.38500213623047,831,7,N,Asia/Krasnoyarsk,airport,OurAirports
ABB,6.1978,6.7285,15,ABB,9825,Asaba International Airport,Asaba,Nigeria,ABB,DNAS,6.204167,6.665278,305,1,N,Africa/Lagos,airport,OurAirports
ABC,38.948,-1.8630,16,ABC,1211,Albacete-Los Llanos Airport,Albacete,Spain,ABC,LEAB,38.9485015869,-1.8635200262099998,2302,1,E,Europe/Madrid,airport,OurAirports
ABD,30.3667,48.2333,17,ABD,2097,Abadan Airport,Abadan,Iran,ABD,OIAA,30.371099472,48.2282981873,10,3.5,E,Asia/Tehran,airport,OurAirports
ABE,40.6521,-75.4408,18,ABE,4355,Lehigh Valley International Airport,Allentown,United States,ABE,KABE,40.652099609375,-75.44080352783203,393,-5,A,America/New_York,airport,OurAirports
ABH,-23.6583,146.5917,19,ABH,12011,Alpha Airport,Alpha,Australia,ABH,YAPH,-23.646099,146.584,1255,NA,\N,\N,airport,OurAirports
ABI,32.4113,-99.6819,20,ABI,3718,Abilene Regional Airport,Abilene,United States,ABI,KABI,32.4113006592,-99.68190002440001,1791,-6,A,America/Chicago,airport,OurAirports
ABJ,5.2544,-3.9286,21,ABJ,253,Port Bouet Airport,Abidjan,Cote d'Ivoire,ABJ,DIAP,5.261390209197998,-3.9262900352478027,21,0,N,Africa/Abidjan,airport,OurAirports
ABK,6.734,44.2530,22,ABK,5682,Kabri Dehar Airport,Kabri Dehar,Ethiopia,ABK,HAKD,6.734,44.252998,1800,3,U,Africa/Addis_Ababa,airport,OurAirports
ABL,67.1063,-157.8575,23,ABL,7177,Ambler Airport,Ambler,United States,ABL,PAFM,67.1063,-157.856989,334,-9,A,America/Anchorage,airport,OurAirports
ABM,-10.95,142.4600,24,ABM,3318,Northern Peninsula Airport,Amberley,Australia,ABM,YBAM,-10.9508,142.459,34,10,O,Australia/Brisbane,airport,OurAirports
ABQ,35.0402,-106.6092,25,ABQ,4019,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.040199,-106.609001,5355,-7,A,America/Denver,airport,OurAirports
ABR,45.449,-98.4218,26,ABR,5714,Aberdeen Regional Airport,Aberdeen,United States,ABR,KABR,45.449100494384766,-98.42179870605469,1302,-6,A,America/Chicago,airport,OurAirports
ABS,22.3758,31.6117,27,ABS,1127,Abu Simbel Airport,Abu Simbel,Egypt,ABS,HEBL,22.375999450699997,31.611700058,616,2,U,Africa/Cairo,airport,OurAirports
ABT,20.2961,41.6342,28,ABT,2061,Al Baha Airport,El-baha,Saudi Arabia,ABT,OEBA,20.2961006165,41.6343002319,5486,3,U,Asia/Riyadh,airport,OurAirports
ABV,9.0069,7.2631,29,ABV,260,Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,9.0067901611328125,7.263169765472412,1123,1,N,Africa/Lagos,airport,OurAirports
ABX,-36.0689,146.9564,30,ABX,3333,Albury Airport,Albury,Australia,ABX,YMAY,-36.06779861450195,146.95799255371094,539,10,O,Australia/Sydney,airport,OurAirports
ABY,31.5369,-84.1945,31,ABY,5715,Southwest Georgia Regional Airport,Albany,United States,ABY,KABY,31.535499572753906,-84.19450378417969,197,-5,A,America/New_York,airport,OurAirports
ABZ,57.2019,-2.1978,32,ABZ,532,Aberdeen Dyce Airport,Aberdeen,United Kingdom,ABZ,EGPD,57.201900482177734,-2.197779893875122,215,0,E,Europe/London,airport,OurAirports
ACA,16.7571,-99.7538,33,ACA,1783,General Juan N Alvarez International Airport,Acapulco,Mexico,ACA,MMAA,16.757099151611328,-99.753997802734375,16,-6,S,America/Mexico_City,airport,OurAirports
ACC,5.5964,-0.1700,34,ACC,248,Kotoka International Airport,Accra,Ghana,ACC,DGAA,5.605189800262451,-0.16678600013256073,205,0,N,Africa/Accra,airport,OurAirports
ACE,28.9455,-13.6052,35,ACE,1055,Lanzarote Airport,Arrecife,Spain,ACE,GCRR,28.945499,-13.6052,46,0,E,Atlantic/Canary,airport,OurAirports
ACH,47.485,9.5619,36,ACH,1679,St Gallen Altenrhein Airport,Altenrhein,Switzerland,ACH,LSZR,47.4850006104,9.560770034789998,1306,1,E,Europe/Zurich,airport,OurAirports
ACI,49.7061,-2.2147,37,ACI,497,Alderney Airport,Alderney,Guernsey,ACI,EGJA,49.706104,-2.21472,290,0,E,Europe/Guernsey,airport,OurAirports
ACK,41.2531,-70.0602,38,ACK,3517,Nantucket Memorial Airport,Nantucket,United States,ACK,KACK,41.25310135,-70.06020355,47,-5,A,America/New_York,airport,OurAirports
ACP,37.7333,46.4500,39,ACP,6746,Sahand Airport,Maragheh,Iran,ACP,OITM,37.347999572753906,46.127899169921875,4396,3.5,E,Asia/Tehran,airport,OurAirports
ACR,0.6007,-72.3980,40,ACR,6740,Araracuara Airport,Araracuara,Colombia,ACR,SKAC,-0.5833,-72.4083,1250,-5,U,America/Bogota,airport,OurAirports
ACT,31.6113,-97.2305,41,ACT,3700,Waco Regional Airport,Waco,United States,ACT,KACT,31.611299514770508,-97.230499267578125,516,-6,A,America/Chicago,airport,OurAirports
ACU,9.183,-78.0170,42,ACU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACV,40.9781,-124.1086,43,ACV,4384,California Redwood Coast-Humboldt County Airport,Arcata CA,United States,ACV,KACV,40.978101,-124.109,221,-8,A,America/Los_Angeles,airport,OurAirports
ACX,25.05,104.9833,44,ACX,7506,Xingyi Airport,Xingyi,China,ACX,ZUYI,25.0863888889,104.959444444,4150,8,U,Asia/Shanghai,airport,OurAirports
ACY,39.4576,-74.5772,45,ACY,3524,Atlantic City International Airport,Atlantic City,United States,ACY,KACY,39.45759963989258,-74.57720184326172,75,-5,A,America/New_York,airport,OurAirports
ACZ,31.0983,61.5439,46,ACZ,2165,Zabol Airport,Zabol,Iran,ACZ,OIZB,31.09830093383789,61.54389953613281,1628,3.5,E,Asia/Tehran,airport,OurAirports
ADA,36.9825,35.2831,47,ADA,1685,Adana Airport,Adana,Turkey,ADA,LTAF,36.9822006226,35.280399322499996,65,3,E,Europe/Istanbul,airport,OurAirports
ADB,38.2892,27.1550,48,ADB,1706,Adnan Menderes International Airport,Izmir,Turkey,ADB,LTBJ,38.2924003601,27.156999588,412,3,E,Europe/Istanbul,airport,OurAirports
ADD,8.975,38.7994,49,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,ADD,HAAB,8.97789001465,38.799301147499996,7630,3,U,Africa/Addis_Ababa,airport,OurAirports
ADE,12.8289,45.0297,50,ADE,3977,Aden International Airport,Aden,Yemen,ADE,OYAA,12.829500198364258,45.02880096435547,7,3,U,Asia/Aden,airport,OurAirports
ADF,37.7308,38.4689,51,ADF,5800,Adıyaman Airport,Adiyaman,Turkey,ADF,LTCP,37.7313995361,38.4688987732,2216,3,E,Europe/Istanbul,airport,OurAirports
ADH,58.6,125.4000,52,ADH,9377,Aldan Airport,Aldan,Russia,ADH,UEEA,58.60279846191406,125.40899658203125,2241,9,N,Asia/Yakutsk,airport,OurAirports
ADJ,31.9727,35.9916,53,ADJ,2171,Amman-Marka International Airport,Amman,Jordan,ADJ,OJAM,31.972700119018555,35.991600036621094,2555,2,E,Asia/Amman,airport,OurAirports
ADK,51.878,-176.6460,54,ADK,5959,Adak Airport,Adak Island,United States,ADK,PADK,51.87799835205078,-176.64599609375,18,-10,A,America/Adak,airport,OurAirports
ADL,-34.945,138.5300,55,ADL,3341,Adelaide International Airport,Adelaide,Australia,ADL,YPAD,-34.945,138.531006,20,9.5,O,Australia/Adelaide,airport,OurAirports
ADP,8.3,80.4767,56,ADP,3028,Ampara Airport,Galoya,Sri Lanka,ADP,VCCG,7.33776,81.62594,150,5.5,U,Asia/Colombo,airport,OurAirports
ADQ,57.75,-152.4939,57,ADQ,3531,Kodiak Airport,Kodiak,United States,ADQ,PADQ,57.75,-152.4940033,78,-9,A,America/Anchorage,airport,OurAirports
ADS,32.9697,-96.8386,58,ADS,7513,Addison Airport,Addison,United States,ADS,KADS,32.9686012268,-96.8364028931,644,-6,A,America/Chicago,airport,OurAirports
ADU,38.3267,48.4242,59,ADU,5935,Ardabil Airport,Ardabil,Iran,ADU,OITL,38.3256988525,48.4244003296,4315,3.5,E,Asia/Tehran,airport,OurAirports
ADW,38.8108,-76.8670,60,ADW,3552,Joint Base Andrews,Camp Springs,United States,ADW,KADW,38.810799,-76.866997,280,-5,A,America/New_York,airport,OurAirports
ADX,56.3733,-2.8683,61,ADX,543,RAF Leuchars,Leuchars,United Kingdom,ADX,EGQL,56.37289810180664,-2.8684399127960205,38,0,E,Europe/London,airport,OurAirports
ADZ,12.5836,-81.7108,62,ADZ,2749,Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,ADZ,SKSP,12.5836,-81.7112,19,-5,U,America/Bogota,airport,OurAirports
AEB,23.72,106.9600,63,AEB,8082,Baise Youjiang Airport,Baise,China,AEB,ZGBS,23.7206001282,106.959999084,490,8,N,Asia/Shanghai,airport,OurAirports
AEG,1.4001,99.4305,64,AEG,3277,Aek Godang Airport,Padang Sidempuan,Indonesia,AEG,WIME,1.4001,99.430496,922,7,N,Asia/Jakarta,airport,OurAirports
AEH,13.8472,20.8488,65,AEH,997,Abeche Airport,Abeche,Chad,AEH,FTTC,13.847000122070312,20.84429931640625,1788,1,N,Africa/Ndjamena,airport,OurAirports
AEO,16.7167,-9.6333,66,AEO,1089,Aioun el Atrouss Airport,Aioun El Atrouss,Mauritania,AEO,GQNA,16.711299896240234,-9.637880325317383,951,0,N,Africa/Nouakchott,airport,OurAirports
AEP,-34.5589,-58.4164,67,AEP,2442,Jorge Newbery Airpark,Buenos Aires,Argentina,AEP,SABE,-34.5592,-58.4156,18,-3,N,America/Buenos_Aires,airport,OurAirports
AER,43.445,39.9483,68,AER,2965,Sochi International Airport,Sochi,Russia,AER,URSS,43.449902,39.9566,89,3,N,Europe/Moscow,airport,OurAirports
AES,62.5625,6.1197,69,AES,630,Ålesund Airport,Alesund,Norway,AES,ENAL,62.5625,6.119699954986572,69,1,E,Europe/Oslo,airport,OurAirports
AET,66.5518,-152.6222,70,AET,6839,Allakaket Airport,Allakaket,United States,AET,PFAL,66.5518035889,-152.621994019,441,-9,A,America/Anchorage,airport,OurAirports
AEX,31.3274,-92.5486,71,AEX,3852,Alexandria International Airport,Alexandria,United States,AEX,KAEX,31.32740020751953,-92.54979705810547,89,-6,A,America/Chicago,airport,OurAirports
AEY,65.6586,-18.0722,72,AEY,11,Akureyri Airport,Akureyri,Iceland,AEY,BIAR,65.660003662109375,-18.07270050048828,6,0,N,Atlantic/Reykjavik,airport,OurAirports
AFA,-34.5883,-68.4033,73,AFA,2454,Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,AFA,SAMR,-34.588299,-68.4039,2470,-3,N,America/Mendoza,airport,OurAirports
AFB,46.8433,6.9167,74,AFB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFL,-9.8661,-56.1044,75,AFL,2524,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,AFL,SBAT,-9.8663892746,-56.1049995422,948,-4,S,America/Campo_Grande,airport,OurAirports
AFS,41.6133,64.2328,76,AFS,6754,Sugraly Airport,Zarafshan,Uzbekistan,AFS,UTSN,41.61389923095703,64.23320007324219,1396,5,U,Asia/Samarkand,airport,OurAirports
AFT,-9.1911,160.9492,77,AFT,7615,Afutara Aerodrome,Afutara,Solomon Islands,AFT,AGAF,-9.19138888889,160.948611111,23,11,U,Pacific/Guadalcanal,airport,OurAirports
AFW,32.9876,-97.3188,78,AFW,8342,Fort Worth Alliance Airport,Fort Worth,United States,AFW,KAFW,32.9875984192,-97.31880187990001,722,-6,A,America/Chicago,airport,OurAirports
AFY,38.7339,30.5953,79,AFY,1687,Afyon Airport,Afyon,Turkey,AFY,LTAH,38.726398468,30.6011009216,3310,3,E,Europe/Istanbul,airport,OurAirports
AFZ,36.1681,57.5953,80,AFZ,5931,Sabzevar National Airport,Sabzevar,Iran,AFZ,OIMS,36.16809844970703,57.59519958496094,3010,3.5,E,Asia/Tehran,airport,OurAirports
AGA,30.325,-9.4131,81,AGA,1064,Al Massira Airport,Agadir,Morocco,AGA,GMAD,30.325000762939453,-9.413069725036621,250,0,N,Africa/Casablanca,airport,OurAirports
AGB,48.4252,10.9318,82,AGB,374,Augsburg Airport,Augsburg,Germany,AGB,EDMA,48.425278,10.931667,1516,1,E,Europe/Berlin,airport,OurAirports
AGC,40.3544,-79.9302,83,AGC,7495,Allegheny County Airport,Pittsburgh,United States,AGC,KAGC,40.354400634765625,-79.9301986694336,1252,-5,A,America/New_York,airport,OurAirports
AGF,44.1747,0.5906,84,AGF,1262,Agen-La Garenne Airport,Agen,France,AGF,LFBA,44.17470169067383,0.5905560255050659,204,1,E,Europe/Paris,airport,OurAirports
AGH,56.2911,12.8550,85,AGH,5597,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,AGH,ESTA,56.29610061645508,12.847100257873535,68,1,E,Europe/Stockholm,airport,OurAirports
AGL,-9.333,149.1500,86,AGL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGM,65.6122,-37.6183,87,AGM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGN,57.5036,-134.5851,88,AGN,7135,Angoon Seaplane Base,Angoon,United States,AGN,PAGN,57.503601,-134.585007,0,-9,A,America/Anchorage,airport,OurAirports
AGP,36.675,-4.4992,89,AGP,1230,Málaga Airport,Malaga,Spain,AGP,LEMG,36.67490005493164,-4.499110221862793,53,1,E,Europe/Madrid,airport,OurAirports
AGQ,38.602,21.3512,90,AGQ,1445,Agrinion Air Base,Agrinion,Greece,AGQ,LGAG,38.602001,21.3512001,154,2,E,Europe/Athens,airport,OurAirports
AGR,27.15,77.9500,91,AGR,3079,Agra Airport,Agra,India,AGR,VIAG,27.155799865722656,77.96089935302734,551,5.5,N,Asia/Calcutta,airport,OurAirports
AGS,33.3367,-81.9645,92,AGS,3658,Augusta Regional At Bush Field,Bush Field,United States,AGS,KAGS,33.36989974975586,-81.9645004272461,144,-5,A,America/New_York,airport,OurAirports
AGT,-25.4558,-54.8437,93,AGT,4305,Guarani International Airport,Ciudad del Este,Paraguay,AGT,SGES,-25.454516,-54.842682,846,-4,S,America/Asuncion,airport,OurAirports
AGU,21.7047,-102.3175,94,AGU,1785,Jesús Terán Paredo International Airport,Aguascalientes,Mexico,AGU,MMAS,21.705601,-102.318001,6112,-6,S,America/Mexico_City,airport,OurAirports
AGV,9.55,-69.2333,95,AGV,2818,Oswaldo Guevara Mujica Airport,Acarigua,Venezuela,AGV,SVAC,9.553375244140625,-69.23786926269531,640,-4,U,America/Caracas,airport,OurAirports
AGX,10.8237,72.1760,96,AGX,3130,Agatti Airport,Agatti Island,India,AGX,VOAT,10.823699951171875,72.1760025024414,14,5.5,N,Asia/Calcutta,airport,OurAirports
AGZ,-29.2792,18.8175,97,AGZ,791,Aggeneys Airport,Aggeneys,South Africa,AGZ,FAAG,-29.28179931640625,18.813899993896484,2648,2,U,Africa/Johannesburg,airport,OurAirports
AHB,18.2404,42.6565,98,AHB,2059,Abha Regional Airport,Abha,Saudi Arabia,AHB,OEAB,18.240400314299997,42.65660095210001,6858,3,U,Asia/Riyadh,airport,OurAirports
AHE,-14.4278,-146.2550,99,AHE,5889,Ahe Airport,Ahe,French Polynesia,AHE,NTHE,-14.428099632263184,-146.2570037841797,11,-10,U,Pacific/Tahiti,airport,OurAirports
AHN,33.9486,-83.3263,100,AHN,5716,Athens Ben Epps Airport,Athens,United States,AHN,KAHN,33.94860076904297,-83.32630157470703,808,-5,A,America/New_York,airport,OurAirports
AHO,40.6322,8.2894,101,AHO,1517,Alghero-Fertilia Airport,Alghero,Italy,AHO,LIEA,40.632099,8.29077,87,1,E,Europe/Rome,airport,OurAirports
AHS,15.4722,-84.3522,102,AHS,5831,Ahuas Airport,Ahuas,Honduras,AHS,MHAH,15.4722,-84.352203,249,-6,U,America/Tegucigalpa,airport,OurAirports
AHU,35.1806,-3.8317,103,AHU,1078,Cherif Al Idrissi Airport,Al Hociema,Morocco,AHU,GMTA,35.177101135253906,-3.83951997756958,95,0,N,Africa/Casablanca,airport,OurAirports
AIA,42.0532,-102.8037,104,AIA,7067,Alliance Municipal Airport,Alliance,United States,AIA,KAIA,42.0531997681,-102.804000854,3931,-7,A,America/Denver,airport,OurAirports
AIC,7.1,171.2333,105,AIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AID,40.1087,-85.6130,106,AID,13077,Anderson Municipal Darlington Field,ANDERSON,United States,AID,KAID,40.10860061649999,-85.6129989624,919,-4,A,\N,airport,OurAirports
AIF,-22.6394,-50.4525,107,AIF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AIM,10.2,169.9833,108,AIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AIN,70.638,-159.9948,109,AIN,7220,Wainwright Airport,Wainwright,United States,AIN,PAWI,70.6380004883,-159.994995117,41,-9,A,America/Anchorage,airport,OurAirports
AIR,-10.25,-59.3833,110,AIR,11198,Aripuanã Airport,Aripuana,Brazil,AIR,SWRP,-10.188278,-59.457273,623,-4,S,\N,airport,OurAirports
AIT,-18.8309,-159.7642,111,AIT,1958,Aitutaki Airport,Aitutaki,Cook Islands,AIT,NCAI,-18.830900192260742,-159.76400756835938,14,-10,U,Pacific/Rarotonga,airport,OurAirports
AIU,-19.9678,-158.1192,112,AIU,5861,Enua Airport,Atiu Island,Cook Islands,AIU,NCAT,-19.96780014038086,-158.11900329589844,36,-10,U,Pacific/Rarotonga,airport,OurAirports
AJA,41.9239,8.8025,113,AJA,1324,Ajaccio-Napoléon Bonaparte Airport,Ajaccio,France,AJA,LFKJ,41.92359924316406,8.8029203414917,18,1,E,Europe/Paris,airport,OurAirports
AJF,29.7852,40.0996,114,AJF,5925,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,AJF,OESK,29.78510093688965,40.099998474121094,2261,3,U,Asia/Riyadh,airport,OurAirports
AJI,39.6627,43.0232,115,AJI,5799,Ağrı Airport,Agri,Turkey,AJI,LTCO,39.654541015625,43.025978088378906,5462,3,E,Europe/Istanbul,airport,OurAirports
AJL,23.7333,92.8000,116,AJL,3039,Lengpui Airport,Aizwal,India,AJL,VELP,23.840599060099997,92.6196975708,1398,5.5,N,Asia/Calcutta,airport,OurAirports
AJN,-12.1317,44.4303,117,AJN,914,Ouani Airport,Anjouan,Comoros,AJN,FMCV,-12.131699562072754,44.430301666259766,62,3,U,Indian/Comoro,airport,OurAirports
AJR,65.5903,19.2819,118,AJR,730,Arvidsjaur Airport,Arvidsjaur,Sweden,AJR,ESNX,65.590301513671875,19.28190040588379,1245,1,E,Europe/Stockholm,airport,OurAirports
AJU,-10.9853,-37.0733,119,AJU,2522,Santa Maria Airport,Aracaju,Brazil,AJU,SBAR,-10.984000206,-37.0703010559,23,-3,S,America/Fortaleza,airport,OurAirports
AJY,16.9622,7.9903,120,AJY,282,Mano Dayak International Airport,Agadez,Niger,AJY,DRZA,16.965999603271484,8.000109672546387,1657,1,N,Africa/Niamey,airport,OurAirports
AKA,32.7081,108.9314,121,AKA,6362,Ankang Wulipu Airport,Ankang,China,AKA,ZLAK,32.708099,108.931,860,8,U,Asia/Shanghai,airport,OurAirports
AKB,52.2203,-174.2063,122,AKB,7195,Atka Airport,Atka,United States,AKB,PAAK,52.22029877,-174.2059937,57,-10,A,America/Adak,airport,OurAirports
AKC,41.0375,-81.4669,123,AKC,3587,Akron Fulton International Airport,Akron,United States,AKC,KAKR,41.0374984741,-81.4669036865,1067,-5,A,America/New_York,airport,OurAirports
AKD,20.6978,77.0589,124,AKD,2995,Akola Airport,Akola,India,AKD,VAAK,20.698999,77.058601,999,5.5,N,Asia/Calcutta,airport,OurAirports
AKF,24.1767,23.3150,125,AKF,1153,Kufra Airport,Kufra,Libya,AKF,HLKF,24.178699493408203,23.31399917602539,1367,2,N,Africa/Tripoli,airport,OurAirports
AKH,35.2026,-81.1498,126,AKH,7037,Prince Sultan Air Base,Al Kharj,Saudi Arabia,AKH,OEPS,24.062700271606445,47.580501556396484,1651,3,N,Asia/Riyadh,airport,OurAirports
AKI,60.9029,-161.2306,127,AKI,7217,Akiak Airport,Akiak,United States,AKI,PFAK,60.9029006958,-161.231002808,30,-9,A,America/Anchorage,airport,OurAirports
AKJ,43.6707,142.4475,128,AKJ,2299,Asahikawa Airport,Asahikawa,Japan,AKJ,RJEC,43.670799255371094,142.44700622558594,721,9,U,Asia/Tokyo,airport,OurAirports
AKK,56.9387,-154.1826,129,AKK,7160,Akhiok Airport,Akhiok,United States,AKK,PAKH,56.9387016296,-154.182998657,44,-9,A,America/Anchorage,airport,OurAirports
AKL,-37.0081,174.7917,130,AKL,2006,Auckland International Airport,Auckland,New Zealand,AKL,NZAA,-37.008098602299995,174.792007446,23,12,Z,Pacific/Auckland,airport,OurAirports
AKN,58.6768,-156.6492,131,AKN,3794,King Salmon Airport,King Salmon,United States,AKN,PAKN,58.67679977,-156.6490021,73,-9,A,America/Anchorage,airport,OurAirports
AKP,68.1336,-151.7433,132,AKP,6712,Anaktuvuk Pass Airport,Anaktuvuk Pass,United States,AKP,PAKP,68.13359833,-151.7429962,2102,-9,A,America/Anchorage,airport,OurAirports
AKR,7.25,5.3042,133,AKR,261,Akure Airport,Akure,Nigeria,AKR,DNAK,7.246739864349365,5.3010101318359375,1100,1,N,Africa/Lagos,airport,OurAirports
AKS,-8.6978,160.6808,134,AKS,5405,Gwaunaru'u Airport,Auki,Solomon Islands,AKS,AGGA,-8.70257,160.682007,5,11,U,Pacific/Guadalcanal,airport,OurAirports
AKT,34.5903,32.9878,135,AKT,1199,RAF Akrotiri,Akrotiri,Cyprus,AKT,LCRA,34.590401,32.9879,76,0,E,Europe/London,airport,OurAirports
AKU,41.2625,80.2917,136,AKU,6404,Aksu Airport,Aksu,China,AKU,ZWAK,41.262501,80.291702,3816,8,U,Asia/Shanghai,airport,OurAirports
AKV,60.818600000000004,-78.1486,137,AKV,5506,Akulivik Airport,Akulivik,Canada,AKV,CYKO,60.818599700927734,-78.14859771728516,75,-5,A,America/Toronto,airport,OurAirports
AKX,50.2458,57.2067,138,AKX,2920,Aktobe Airport,Aktyubinsk,Kazakhstan,AKX,UATT,50.2458,57.206699,738,5,U,Asia/Oral,airport,OurAirports
AKY,20.1329,92.8760,139,AKY,3235,Sittwe Airport,Sittwe,Burma,AKY,VYSW,20.132699966430664,92.87259674072266,27,6.5,U,Asia/Rangoon,airport,OurAirports
ALA,43.3519,77.0406,140,ALA,2908,Almaty Airport,Alma-ata,Kazakhstan,ALA,UAAA,43.35210037231445,77.040496826171875,2234,6,U,Asia/Qyzylorda,airport,OurAirports
ALB,42.7483,-73.8017,141,ALB,3864,Albany International Airport,Albany,United States,ALB,KALB,42.74829864501953,-73.80169677734375,285,-5,A,America/New_York,airport,OurAirports
ALC,38.2822,-0.5582,142,ALC,1212,Alicante International Airport,Alicante,Spain,ALC,LEAL,38.28219985961914,-0.5581560134887695,142,1,E,Europe/Madrid,airport,OurAirports
ALF,69.9761,23.3717,143,ALF,632,Alta Airport,Alta,Norway,ALF,ENAT,69.976097106934,23.371700286865,9,1,E,Europe/Oslo,airport,OurAirports
ALG,36.6944,3.2169,144,ALG,210,Houari Boumediene Airport,Algier,Algeria,ALG,DAAG,36.691001892089844,3.215409994125366,82,1,N,Africa/Algiers,airport,OurAirports
ALH,-34.9433,117.8083,145,ALH,6235,Albany Airport,Albany,Australia,ALH,YABA,-34.94329833984375,117.80899810791016,233,8,O,Australia/Perth,airport,OurAirports
ALI,27.7417,-98.0267,146,ALI,3574,Alice International Airport,Alice,United States,ALI,KALI,27.740900039699998,-98.02690124510002,178,-6,A,America/Chicago,airport,OurAirports
ALJ,-28.5733,16.5350,147,ALJ,790,Alexander Bay Airport,Alexander Bay,South Africa,ALJ,FAAB,-28.575001,16.5333,98,2,U,Africa/Johannesburg,airport,OurAirports
ALL,44.0467,8.1264,148,ALL,1527,Villanova D'Albenga International Airport,Albenga,Italy,ALL,LIMG,44.050598,8.12743,148,1,E,Europe/Rome,airport,OurAirports
ALM,32.8399,-105.9906,149,ALM,5717,Alamogordo White Sands Regional Airport,Alamogordo,United States,ALM,KALM,32.8399009705,-105.990997314,4200,-7,A,America/Denver,airport,OurAirports
ALN,38.89,-90.0467,150,ALN,11814,St Louis Regional Airport,Alton/St Louis,United States,ALN,KALN,38.89030075069999,-90.0459976196,544,NA,\N,\N,airport,OurAirports
ALO,42.5572,-92.4033,151,ALO,5718,Waterloo Regional Airport,Waterloo,United States,ALO,KALO,42.557098388671875,-92.400299072265625,873,-6,A,America/Chicago,airport,OurAirports
ALP,36.1797,37.2261,152,ALP,2235,Aleppo International Airport,Aleppo,Syria,ALP,OSAP,36.18069839477539,37.22439956665039,1276,2,E,Asia/Damascus,airport,OurAirports
