id,latitude,longitude,X1,ID,airportID,airport,Label,country,IATA,ICAO,latitude.y,longitude.y,altitude,timezone,DST,TZ,type,source
SYX,18.3017,109.4133,4433,SYX,4030,Sanya Phoenix International Airport,Sanya,China,SYX,ZJSY,18.302900314331055,109.41200256347656,92,8,U,Asia/Shanghai,airport,OurAirports
SYY,58.2139,-6.3308,4434,SYY,541,Stornoway Airport,Stornoway,United Kingdom,SYY,EGPO,58.215599060058594,-6.331110000610352,26,0,E,Europe/London,airport,OurAirports
SYZ,29.5403,52.5886,4435,SYZ,2157,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ,OISS,29.539199829101562,52.58980178833008,4920,3.5,E,Asia/Tehran,airport,OurAirports
SZA,-6.1411,12.3718,4436,SZA,958,Soyo Airport,Soyo,Angola,SZA,FNSO,-6.141089916229248,12.371800422668457,15,1,N,Africa/Luanda,airport,OurAirports
SZB,3.1311,101.5481,4437,SZB,3408,Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malaysia,SZB,WMSA,3.130579948425293,101.54900360107422,90,8,N,Asia/Kuala_Lumpur,airport,OurAirports
SZD,53.3943,-1.3885,4438,SZD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZE,11.7889,40.9902,4439,SZE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZF,41.2656,36.5486,4440,SZF,5803,Samsun Çarşamba Airport,Samsun,Turkey,SZF,LTFH,41.254501,36.567101,18,3,E,Europe/Istanbul,airport,OurAirports
SZG,47.7944,13.0033,4441,SZG,1612,Salzburg Airport,Salzburg,Austria,SZG,LOWS,47.793300628699996,13.0043001175,1411,1,E,Europe/Vienna,airport,OurAirports
SZI,47.4865,84.8874,4442,SZI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZJ,21.6333,-82.9500,4443,SZJ,1920,Siguanea Airport,Siguanea,Cuba,SZJ,MUSN,21.642499923706055,-82.9551010131836,39,-5,U,America/Havana,airport,OurAirports
SZK,-24.9667,31.6000,4444,SZK,859,Skukuza Airport,Skukuza,South Africa,SZK,FASZ,-24.960899353,31.5886993408,1020,2,U,Africa/Johannesburg,airport,OurAirports
SZT,16.6904,-92.5303,4445,SZT,10135,San Cristobal de las Casas Airport,San Cristobal de las Casas,Mexico,SZT,MMSC,16.690299987793,-92.530097961426,7707,-6,N,America/Mexico_City,airport,OurAirports
SZW,53.4269,11.7833,4446,SZW,383,Schwerin Parchim Airport,Parchim,Germany,SZW,EDOP,53.426998,11.7834,166,1,E,Europe/Berlin,airport,OurAirports
SZX,22.6383,113.8117,4447,SZX,3374,Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.639299392700195,113.81099700927734,13,8,U,Asia/Shanghai,airport,OurAirports
SZY,53.4819,20.9377,4448,SZY,11103,Olsztyn-Mazury Airport,Szczytno-Szymany,Poland,SZY,EPSY,53.481899,20.9377,463,1,E,\N,airport,OurAirports
SZZ,53.5847,14.9022,4449,SZZ,676,"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,Poland,SZZ,EPSC,53.584701538100006,14.902199745199999,154,1,E,Europe/Warsaw,airport,OurAirports
TAB,11.1497,-60.8322,4450,TAB,2901,Tobago-Crown Point Airport,Scarborough,Trinidad and Tobago,TAB,TTCP,11.149700164794922,-60.83219909667969,38,-4,U,America/Port_of_Spain,airport,OurAirports
TAC,11.2276,125.0278,4451,TAC,2422,Daniel Z. Romualdez Airport,Tacloban,Philippines,TAC,RPVA,11.228035,125.027761,10,8,N,Asia/Manila,airport,OurAirports
TAE,35.8939,128.6589,4452,TAE,2381,Daegu Airport,Taegu,South Korea,TAE,RKTN,35.896872,128.65531,116,9,U,Asia/Seoul,airport,OurAirports
TAG,9.6656,123.8522,4453,TAG,3994,Tagbilaran Airport,Tagbilaran,Philippines,TAG,RPVT,9.665442,123.853533,38,8,N,Asia/Manila,airport,OurAirports
TAH,-19.455,169.2233,4454,TAH,4242,Tanna Airport,Tanna,Vanuatu,TAH,NVVW,-19.45509910583496,169.2239990234375,19,11,U,Pacific/Efate,airport,OurAirports
TAI,13.6861,44.1389,4455,TAI,3975,Ta'izz International Airport,Taiz,Yemen,TAI,OYTZ,13.6859998703,44.139099121099996,4838,3,U,Asia/Aden,airport,OurAirports
TAJ,-3.183,142.4170,4456,TAJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAK,34.2141,134.0158,4457,TAK,2337,Takamatsu Airport,Takamatsu,Japan,TAK,RJOT,34.214199066199996,134.01600647,607,9,U,Asia/Tokyo,airport,OurAirports
TAL,65.1743,-152.1093,4458,TAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAM,22.2898,-97.8644,4459,TAM,1848,General Francisco Javier Mina International Airport,Tampico,Mexico,TAM,MMTM,22.2964000702,-97.8658981323,80,-6,S,America/Mexico_City,airport,OurAirports
TAO,36.265,120.3750,4460,TAO,3390,Liuting Airport,Qingdao,China,TAO,ZSQD,36.2661018372,120.374000549,33,8,U,Asia/Shanghai,airport,OurAirports
TAP,14.7944,-92.3700,4461,TAP,1851,Tapachula International Airport,Tapachula,Mexico,TAP,MMTP,14.7943000793,-92.3700027466,97,-6,S,America/Mexico_City,airport,OurAirports
TAR,40.5183,17.4006,4462,TAR,1503,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",Grottaglie,Italy,TAR,LIBG,40.517502,17.4032,215,1,E,Europe/Rome,airport,OurAirports
TAS,41.2573,69.2817,4463,TAS,2983,Tashkent International Airport,Tashkent,Uzbekistan,TAS,UTTT,41.257900238,69.2811965942,1417,5,U,Asia/Samarkand,airport,OurAirports
TAT,49.0736,20.2411,4464,TAT,1751,Poprad-Tatry Airport,Poprad,Slovakia,TAT,LZTT,49.073600769,20.2411003113,2356,1,E,Europe/Bratislava,airport,OurAirports
TAY,58.3075,26.6906,4465,TAY,416,Tartu Airport,Tartu,Estonia,TAY,EETU,58.3074989319,26.690399169900004,219,2,E,Europe/Tallinn,airport,OurAirports
TAZ,41.7611,59.8267,4466,TAZ,7565,Daşoguz Airport,Dasoguz,Turkmenistan,TAZ,UTAT,41.761101,59.826698,272,5,U,Asia/Ashgabat,airport,OurAirports
TBB,13.0391,109.3345,4467,TBB,4158,Dong Tac Airport,Tuy Hoa,Vietnam,TBB,VVTH,13.049599647500001,109.333999634,20,7,U,Asia/Saigon,airport,OurAirports
TBG,-5.2786,141.2258,4468,TBG,5434,Tabubil Airport,Tabubil,Papua New Guinea,TBG,AYTB,-5.27861,141.225998,1570,10,U,Pacific/Port_Moresby,airport,OurAirports
TBH,12.3106,122.0747,4469,TBH,6745,Tugdan Airport,Romblon,Philippines,TBH,RPVU,12.3109998703,122.084999084,10,8,N,Asia/Manila,airport,OurAirports
TBI,24.3,-75.4500,4470,TBI,5858,New Bight Airport,Cat Island,Bahamas,TBI,MYCB,24.3153,-75.452301,5,-5,U,America/Nassau,airport,OurAirports
TBJ,36.98,8.8769,4471,TBJ,4316,Tabarka 7 Novembre Airport,Tabarka,Tunisia,TBJ,DTKA,36.97999954223633,8.87693977355957,230,1,E,Africa/Tunis,airport,OurAirports
TBN,37.7416,-92.1407,4472,TBN,3665,Waynesville-St. Robert Regional Forney field,Fort Leonardwood,United States,TBN,KTBN,37.74160004,-92.14070129,1159,-6,A,America/Chicago,airport,OurAirports
TBO,-5.0833,32.8333,4473,TBO,5708,Tabora Airport,Tabora,Tanzania,TBO,HTTB,-5.076389789581299,32.83330154418945,3868,3,U,Africa/Dar_es_Salaam,airport,OurAirports
TBP,-3.5494,-80.3781,4474,TBP,2796,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,Peru,TBP,SPME,-3.55253005027771,-80.38140106201172,115,-5,U,America/Lima,airport,OurAirports
TBS,41.6692,44.9547,4475,TBS,3973,Tbilisi International Airport,Tbilisi,Georgia,TBS,UGTB,41.6692008972,44.95470047,1624,4,N,Asia/Tbilisi,airport,OurAirports
TBT,-4.2506,-69.9378,4476,TBT,2628,Tabatinga Airport,Tabatinga,Brazil,TBT,SBTT,-4.2556700706482,-69.93579864502,279,-4,S,America/Boa_Vista,airport,OurAirports
TBU,-21.2411,-175.1397,4477,TBU,1963,Fua'amotu International Airport,Tongatapu,Tonga,TBU,NFTF,-21.241199493408203,-175.14999389648438,126,13,U,Pacific/Tongatapu,airport,OurAirports
TBW,52.8061,41.4828,4478,TBW,6466,Donskoye Airport,Tambow,Russia,TBW,UUOT,52.806098937988,41.482799530029,413,3,N,Europe/Moscow,airport,OurAirports
TBY,-26.0667,22.4667,4479,TBY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TBZ,38.1339,46.2350,4480,TBZ,2162,Tabriz International Airport,Tabriz,Iran,TBZ,OITT,38.1338996887207,46.23500061035156,4459,3.5,E,Asia/Tehran,airport,OurAirports
TCA,-19.635,134.1833,4481,TCA,6330,Tennant Creek Airport,Tennant Creek,Australia,TCA,YTNK,-19.6343994140625,134.18299865722656,1236,9.5,O,Australia/Darwin,airport,OurAirports
TCB,26.7453,-77.3913,4482,TCB,1934,Treasure Cay Airport,Treasure Cay,Bahamas,TCB,MYAT,26.745300293,-77.3912963867,8,-5,U,America/Nassau,airport,OurAirports
TCC,35.1828,-103.6032,4483,TCC,3773,Tucumcari Municipal Airport,Tucumcari,United States,TCC,KTCC,35.182800293,-103.602996826,4065,-7,A,America/Denver,airport,OurAirports
TCD,-2.867,-69.7330,4484,TCD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCE,45.0629,28.7144,4485,TCE,1661,Tulcea Airport,Tulcea,Romania,TCE,LRTC,45.0625,28.71430015563965,200,2,E,Europe/Bucharest,airport,OurAirports
TCG,46.6725,83.3408,4486,TCG,6752,Tacheng Airport,Tacheng,China,TCG,ZWTC,46.67250061035156,83.3407974243164,0,8,U,Asia/Shanghai,airport,OurAirports
TCH,-2.85,11.0170,4487,TCH,5636,Tchibanga Airport,Tchibanga,Gabon,TCH,FOOT,-2.8499999046325684,11.017000198364258,269,1,N,Africa/Libreville,airport,OurAirports
TCL,33.2206,-87.6114,4488,TCL,4387,Tuscaloosa Regional Airport,Tuscaloosa AL,United States,TCL,KTCL,33.220600128174,-87.611396789551,170,-6,A,America/Chicago,airport,OurAirports
TCM,47.1377,-122.4765,4489,TCM,3672,McChord Air Force Base,Tacoma,United States,TCM,KTCM,47.1376991272,-122.475997925,322,-8,A,America/Los_Angeles,airport,OurAirports
TCO,1.8142,-78.7494,4490,TCO,2716,La Florida Airport,Tumaco,Colombia,TCO,SKCO,1.81442,-78.7492,8,-5,U,America/Bogota,airport,OurAirports
TCP,29.5879,34.7782,4491,TCP,4313,Taba International Airport,Taba,Egypt,TCP,HETB,29.587799072299998,34.7780990601,2415,2,U,Africa/Cairo,airport,OurAirports
TCQ,-18.0532,-70.2757,4492,TCQ,2807,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Peru,TCQ,SPTN,-18.053300857500002,-70.2758026123,1538,-5,U,America/Lima,airport,OurAirports
TCR,8.7833,78.1333,4493,TCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCS,33.2369,-107.2718,4494,TCS,3755,Truth Or Consequences Municipal Airport,Truth Or Consequences,United States,TCS,KTCS,33.2369003296,-107.272003174,4853,-7,A,America/Denver,airport,OurAirports
TCT,62.9927,-156.0682,4495,TCT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCV,-16.0833,33.6333,4496,TCV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCW,-35.8117,145.6083,4497,TCW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCX,33.6678,56.8925,4498,TCX,2147,Tabas Airport,Tabas,Iran,TCX,OIMT,33.6678009033,56.8927001953,2312,3.5,E,Asia/Tehran,airport,OurAirports
TCZ,25.03,98.4800,4499,TCZ,7862,Tengchong Tuofeng Airport,Tengchong,China,TCZ,ZUTC,24.9380555556,98.48583333330001,6250,8,N,Asia/Shanghai,airport,OurAirports
TDD,-14.8183,-64.9133,4500,TDD,2769,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia,TDD,SLTR,-14.8186998367,-64.9179992676,509,-4,U,America/La_Paz,airport,OurAirports
TDF,36.2849,-78.9842,4501,TDF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TDG,9.0667,126.1667,4502,TDG,6017,Tandag Airport,Tandag,Philippines,TDG,RPMW,9.072110176086426,126.1709976196289,16,8,N,Asia/Manila,airport,OurAirports
TDK,45.1222,78.4433,4503,TDK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TDL,-37.2367,-59.2300,4504,TDL,2514,Héroes De Malvinas Airport,Tandil,Argentina,TDL,SAZT,-37.2374000549,-59.2279014587,574,-3,N,America/Buenos_Aires,airport,OurAirports
TDX,12.2681,102.3167,4505,TDX,4135,Trat Airport,Trat,Thailand,TDX,VTBO,12.274600029,102.319000244,105,7,U,Asia/Bangkok,airport,OurAirports
TEB,40.8501,-74.0608,4506,TEB,3624,Teterboro Airport,Teterboro,United States,TEB,KTEB,40.85010147089999,-74.060798645,9,-5,A,America/New_York,airport,OurAirports
TEC,-24.3158,-50.6517,4507,TEC,2626,Telêmaco Borba Airport,Telemaco Borba,Brazil,TEC,SBTL,-24.317800521850586,-50.6515998840332,2610,-3,S,America/Sao_Paulo,airport,OurAirports
TED,57.0688,8.7052,4508,TED,623,Thisted Airport,Thisted,Denmark,TED,EKTS,57.06880187988281,8.705220222473145,23,1,E,Europe/Copenhagen,airport,OurAirports
TEE,35.4325,8.1256,4509,TEE,222,Cheikh Larbi Tébessi Airport,Tebessa,Algeria,TEE,DABS,35.4315986633,8.12071990967,2661,1,N,Africa/Algiers,airport,OurAirports
TEF,-21.7164,122.2275,4510,TEF,8265,Telfer Airport,Telfer,Australia,TEF,YTEF,-21.71500015258789,122.22899627685547,970,8,N,Australia/Perth,airport,OurAirports
TEM,-34.4228,147.5106,4511,TEM,8995,Temora Airport,Temora,Australia,TEM,YTEM,-34.4213981628418,147.51199340820312,921,10,O,Australia/Sydney,airport,OurAirports
TEN,27.884,109.3100,4512,TEN,6963,Tongren Fenghuang Airport,Tongren,China,TEN,ZUTR,27.883333,109.308889,0,8,U,Asia/Shanghai,airport,OurAirports
TEQ,41.1322,27.9161,4513,TEQ,6784,Tekirdağ Çorlu Airport,Çorlu,Turkey,TEQ,LTBU,41.13819885253906,27.919099807739258,574,3,E,Europe/Istanbul,airport,OurAirports
TER,38.7646,-27.0908,4514,TER,1629,Lajes Airport,Lajes (terceira Island),Portugal,TER,LPLA,38.761799,-27.090799,180,-1,E,Atlantic/Azores,airport,OurAirports
TET,-16.1,33.6333,4515,TET,988,Chingozi Airport,Tete,Mozambique,TET,FQTT,-16.104799270629883,33.640201568603516,525,2,U,Africa/Maputo,airport,OurAirports
TEU,-45.5331,167.6500,4516,TEU,2021,Manapouri Airport,Manapouri,New Zealand,TEU,NZMO,-45.53310012817383,167.64999389648438,687,12,Z,Pacific/Auckland,airport,OurAirports
TEX,37.9564,-107.9142,4517,TEX,4084,Telluride Regional Airport,Telluride,United States,TEX,KTEX,37.9538002,-107.9079971,9070,-7,A,America/Denver,airport,OurAirports
TEZ,26.7091,92.7847,4518,TEZ,6175,Tezpur Airport,Tezpur,India,TEZ,VETZ,26.7091007232666,92.784698486328125,240,5.5,N,Asia/Calcutta,airport,OurAirports
TFF,-3.3803,-64.7308,4519,TFF,2624,Tefé Airport,Tefe,Brazil,TFF,SBTF,-3.38294005394,-64.7240982056,188,-4,S,America/Boa_Vista,airport,OurAirports
TFI,-9.067,149.3170,4520,TFI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TFL,-17.8908,-41.5150,4521,TFL,11145,Juscelino Kubitscheck Airport,Teofilo Otoni,Brazil,TFL,SNTO,-17.89229965209961,-41.51359939575195,1572,-3,S,\N,airport,OurAirports
TFN,28.4827,-16.3415,4522,TFN,1057,Tenerife Norte Airport,Tenerife,Spain,TFN,GCXO,28.4827003479,-16.3414993286,2076,0,E,Atlantic/Canary,airport,OurAirports
TFR,35.5424,-0.5323,4523,TFR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TFS,28.0445,-16.5725,4524,TFS,1056,Tenerife South Airport,Tenerife,Spain,TFS,GCTS,28.044500351,-16.5725002289,209,0,E,Atlantic/Canary,airport,OurAirports
TGA,1.3875,103.7081,4525,TGA,3314,Tengah Air Base,Tengah,Singapore,TGA,WSAT,1.38725996017,103.708999634,50,8,N,Asia/Singapore,airport,OurAirports
TGC,2.1778,111.2022,4526,TGC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TGD,42.3594,19.2519,4527,TGD,1741,Podgorica Airport,Podgorica,Montenegro,TGD,LYPG,42.359402,19.2519,141,1,E,Europe/Podgorica,airport,OurAirports
TGG,5.3814,103.1047,4528,TGG,3307,Sultan Mahmud Airport,Kuala Terengganu,Malaysia,TGG,WMKN,5.3826398849487305,103.10299682617188,21,8,N,Asia/Kuala_Lumpur,airport,OurAirports
TGH,-16.8911,168.5514,4529,TGH,5909,Tongoa Airport,Tongoa Island,Vanuatu,TGH,NVST,-16.8910999298,168.550994873,443,11,U,Pacific/Efate,airport,OurAirports
TGI,-9.3,-76.0167,4530,TGI,9768,Tingo Maria Airport,Tingo Maria,Peru,TGI,SPGM,-9.133000373840332,-75.94999694824219,2010,-5,N,America/Lima,airport,OurAirports
TGJ,-21.0961,167.8039,4531,TGJ,5919,Tiga Airport,Tiga,New Caledonia,TGJ,NWWA,-21.096099853515625,167.8040008544922,128,11,U,Pacific/Noumea,airport,OurAirports
TGK,47.1981,38.8489,4532,TGK,6932,Taganrog Yuzhny Airport,Taganrog,Russia,TGK,URRT,47.1983333,38.8491667,117,3,N,Europe/Moscow,airport,OurAirports
TGM,46.4677,24.4125,4533,TGM,1662,Transilvania Târgu Mureş International Airport,Tirgu Mures,Romania,TGM,LRTM,46.46770095825195,24.412500381469727,963,2,E,Europe/Bucharest,airport,OurAirports
TGO,43.5567,122.1997,4534,TGO,6348,Tongliao Airport,Tongliao,China,TGO,ZBTL,43.556702,122.199997,2395,8,U,Asia/Shanghai,airport,OurAirports
TGP,61.59,89.9733,4535,TGP,8341,Podkamennaya Tunguska Airport,Bor,Russia,TGP,UNIP,61.589699,89.994003,213,7,N,Asia/Krasnoyarsk,airport,OurAirports
TGR,33.06,6.0872,4536,TGR,240,Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,DAUK,33.06779861450195,6.088669776916504,279,1,N,Africa/Algiers,airport,OurAirports
TGT,-5.1,39.0667,4537,TGT,1185,Tanga Airport,Tanga,Tanzania,TGT,HTTG,-5.092360019683838,39.07120132446289,129,3,U,Africa/Dar_es_Salaam,airport,OurAirports
TGU,14.0614,-87.2172,4538,TGU,1776,Toncontín International Airport,Tegucigalpa,Honduras,TGU,MHTG,14.06089973449707,-87.21720123291016,3294,-6,U,America/Tegucigalpa,airport,OurAirports
TGZ,16.5618,-93.0261,4539,TGZ,1846,Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,TGZ,MMTG,16.5636005402,-93.02249908450001,1499,-6,S,America/Mexico_City,airport,OurAirports
THD,19.8075,105.7764,4540,THD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THE,-5.0606,-42.8244,4541,THE,2623,Senador Petrônio Portela Airport,Teresina,Brazil,THE,SBTE,-5.0599398613,-42.8235015869,219,-3,S,America/Fortaleza,airport,OurAirports
THF,52.4736,13.4016,4542,THF,343,Berlin-Tempelhof International Airport,Berlin,Germany,THF,EDDI,52.472999572753906,13.403900146484375,167,1,E,Europe/Berlin,airport,OurAirports
THG,-24.4939,150.5761,4543,THG,4289,Thangool Airport,Biloela,Australia,THG,YTNG,-24.493900299072266,150.5760040283203,644,10,O,Australia/Brisbane,airport,OurAirports
THK,17.3969,104.8067,4544,THK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THL,20.4828,99.9343,4545,THL,3237,Tachileik Airport,Tachilek,Burma,THL,VYTL,20.483800888061523,99.9354019165039,1280,6.5,U,Asia/Rangoon,airport,OurAirports
THN,58.3181,12.3450,4546,THN,693,Trollhättan-Vänersborg Airport,Trollhattan,Sweden,THN,ESGT,58.31809997558594,12.345000267028809,137,1,E,Europe/Stockholm,airport,OurAirports
THO,66.2183,-15.3347,4547,THO,5452,Thorshofn Airport,Thorshofn,Iceland,THO,BITN,66.21849822998047,-15.335599899291992,65,0,N,Atlantic/Reykjavik,airport,OurAirports
THQ,34.583,105.7500,4548,THQ,8889,Tianshui Maijishan Airport,Tianshui,China,THQ,ZLTS,34.5593986511,105.86000061,3590,8,N,Asia/Shanghai,airport,OurAirports
THR,35.6889,51.3147,4549,THR,2131,Mehrabad International Airport,Teheran,Iran,THR,OIII,35.68920135498047,51.31340026855469,3962,3.5,E,Asia/Tehran,airport,OurAirports
THS,17.2378,99.8183,4550,THS,3939,Sukhothai Airport,Sukhothai,Thailand,THS,VTPO,17.238000869750977,99.81819915771484,179,7,U,Asia/Bangkok,airport,OurAirports
THU,76.5312,-68.7032,4551,THU,10,Thule Air Base,Thule,Greenland,THU,BGTL,76.5311965942,-68.7032012939,251,-4,E,America/Thule,airport,OurAirports
THX,65.7997,87.9298,4552,THX,8340,Turukhansk Airport,Turukhansk,Russia,THX,UOTT,65.797203064,87.9353027344,128,7,N,Asia/Krasnoyarsk,airport,OurAirports
THZ,14.8667,5.2667,4553,THZ,281,Tahoua Airport,Tahoua,Niger,THZ,DRRT,14.875699996948242,5.265359878540039,1266,1,N,Africa/Niamey,airport,OurAirports
TIA,41.4147,19.7206,4554,TIA,1190,Tirana International Airport Mother Teresa,Tirana,Albania,TIA,LATI,41.4146995544,19.7206001282,126,1,E,Europe/Tirane,airport,OurAirports
TID,35.3414,1.4669,4555,TID,225,Bou Chekif Airport,Tiaret,Algeria,TID,DAOB,35.3410987854,1.46315002441,3245,1,N,Africa/Algiers,airport,OurAirports
TIF,21.4833,40.5444,4556,TIF,2090,Ta’if Regional Airport,Taif,Saudi Arabia,TIF,OETF,21.483001,40.543442,4848,3,U,Asia/Riyadh,airport,OurAirports
TIH,-15.1194,-148.2350,4557,TIH,1975,Tikehau Airport,Tikehau,French Polynesia,TIH,NTGC,-15.119600296020508,-148.2310028076172,6,-10,U,Pacific/Tahiti,airport,OurAirports
TII,32.6,65.8640,4558,TII,7499,Tarin Kowt Airport,Tarin Kowt,Afghanistan,TII,OATN,32.604198455799995,65.8657989502,4429,4.5,U,Asia/Kabul,airport,OurAirports
TIJ,32.5414,-116.9717,4559,TIJ,1847,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ,MMTJ,32.541099548339844,-116.97000122070312,489,-8,S,America/Tijuana,airport,OurAirports
TIK,35.4147,-97.3867,4560,TIK,3525,Tinker Air Force Base,Oklahoma City,United States,TIK,KTIK,35.414699554443,-97.386596679688,1291,-6,A,America/Chicago,airport,OurAirports
TIM,-4.5314,136.8883,4561,TIM,3243,Moses Kilangin Airport,Timika,Indonesia,TIM,WABP,-4.528279781341553,136.88699340820312,103,9,N,Asia/Jayapura,airport,OurAirports
TIN,27.7004,-8.1671,4562,TIN,227,Tindouf Airport,Tindouf,Algeria,TIN,DAOF,27.7003993988,-8.167099952700001,1453,1,N,Africa/Algiers,airport,OurAirports
TIP,32.6694,13.1567,4563,TIP,1157,Tripoli International Airport,Tripoli,Libya,TIP,HLLT,32.6635017395,13.1590003967,263,2,N,Africa/Tripoli,airport,OurAirports
TIQ,14.9992,145.6194,4564,TIQ,2247,Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ,PGWT,14.999199867248535,145.61900329589844,271,10,U,Pacific/Saipan,airport,OurAirports
TIR,13.6331,79.5418,4565,TIR,3151,Tirupati Airport,Tirupeti,India,TIR,VOTP,13.632499694800002,79.543296814,350,5.5,N,Asia/Calcutta,airport,OurAirports
TIS,-10.5864,142.2900,4566,TIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TIU,-44.3033,171.2250,4567,TIU,2035,Timaru Airport,Timaru,New Zealand,TIU,NZTU,-44.302799224853516,171.22500610351562,89,12,Z,Pacific/Auckland,airport,OurAirports
TIV,42.4047,18.7233,4568,TIV,1743,Tivat Airport,Tivat,Montenegro,TIV,LYTV,42.404701232910156,18.72330093383789,20,1,E,Europe/Podgorica,airport,OurAirports
TIW,47.2679,-122.5781,4569,TIW,8446,Tacoma Narrows Airport,Tacoma,United States,TIW,KTIW,47.26789856,-122.5780029,294,-8,A,America/Los_Angeles,airport,OurAirports
TIX,28.5148,-80.7992,4570,TIX,9199,Space Coast Regional Airport,Titusville,United States,TIX,KTIX,28.514799118042,-80.799201965332,34,-5,A,America/New_York,airport,OurAirports
TIZ,-5.845,142.9480,4571,TIZ,5433,Tari Airport,Tari,Papua New Guinea,TIZ,AYTA,-5.84499979019,142.947998047,5500,10,U,Pacific/Port_Moresby,airport,OurAirports
TJA,-21.5511,-64.7083,4572,TJA,2768,Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,TJA,SLTJ,-21.5557003021,-64.7013015747,6079,-4,U,America/La_Paz,airport,OurAirports
TJH,35.5129,134.7869,4573,TJH,7549,Tajima Airport,Toyooka,Japan,TJH,RJBT,35.51279830932617,134.78700256347656,584,9,U,Asia/Tokyo,airport,OurAirports
TJK,40.3125,36.3739,4574,TJK,1698,Tokat Airport,Tokat,Turkey,TJK,LTAW,40.307430267333984,36.367408752441406,1831,3,E,Europe/Istanbul,airport,OurAirports
TJM,57.1683,65.3167,4575,TJM,4111,Roshchino International Airport,Tyumen,Russia,TJM,USTR,57.189601898199996,65.3243026733,378,5,N,Asia/Yekaterinburg,airport,OurAirports
TJN,-15.857,-142.2670,4576,TJN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TJQ,-2.745,107.7531,4577,TJQ,3904,Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,Indonesia,TJQ,WIOD,-2.74571990967,107.754997253,164,7,N,Asia/Jakarta,airport,OurAirports
TJU,37.98,69.8000,4578,TJU,7563,Kulob Airport,Kulyab,Tajikistan,TJU,UTDK,37.98809814453125,69.80500030517578,2293,5,U,Asia/Dushanbe,airport,OurAirports
TKA,62.3205,-150.0937,4579,TKA,4004,Talkeetna Airport,Talkeetna,United States,TKA,PATK,62.320499420166,-150.09399414062,358,-9,A,America/Anchorage,airport,OurAirports
TKD,4.8917,-1.7667,4580,TKD,252,Takoradi Airport,Takoradi,Ghana,TKD,DGTK,4.896059989929199,-1.7747600078582764,21,0,N,Africa/Accra,airport,OurAirports
TKE,57.7797,-135.2184,4581,TKE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TKF,39.32,-120.1396,4582,TKF,7702,Truckee Tahoe Airport,Truckee,United States,TKF,KTRK,39.319999694799996,-120.13999939,5900,-8,A,America/Los_Angeles,airport,OurAirports
TKG,-5.2419,105.1756,4583,TKG,6223,Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia,TKG,WIAT,-5.240556,105.175556,282,7,N,Asia/Jakarta,airport,OurAirports
