"","name","Specialty_Code","hivpat","preppat","herpespat","syphpat","gonorpat","centdegree","centtrans","countIDconnections","cbetween","cclose","ceigen","lukeherpcount","lukehivcount","lukeprepcount","binaryPrep","AIDSVuCountyLevelHIVNewDiagnosesCases","ZIP","RuralUrbanFactor","X2013EstimatesMSM5YEAR","EVIDU","MARHOMO","HOMOSEX","plancount","prepcoverage","ruralsuburban"
"10783769","10783769","IM",1,0,5,0,0,8,0.928571428571429,0,2.35251902865645,3.54471316966185e-09,0.000172837862513646,5,1,0,0,1844,90262,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10783858","10783858","IM",0,0,1,0,0,5,0.3,0,64.5108910984958,4.39365150924412e-09,0.000199357021234795,1,0,0,0,1844,90305,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10783898","10783898","IM",0,0,1,0,0,42,0.484320557491289,0,309.537112272443,4.02677933895923e-09,0.00113048424451798,1,0,0,0,1844,90806,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10783904","10783904","IM",0,0,1,0,0,34,0.452762923351159,0,46160.3071347951,4.70236681924954e-09,0.000515279705505899,1,0,0,0,198,91737,1,24060,1.263157895,1.473684211,1.947368421,511,511,2
"10783939","10783939","FM",0,0,29,0,0,19,0.187134502923977,0,78609.8355463728,1.63507021555605e-08,0.0039860444213463,29,0,0,0,1844,91790,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10784205","10784205","FM",1,0,8,0,0,7,0.3809524,0,48606.53,1.626001e-08,0.003801855,8,1,0,0,1844,91342,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10784358","10784358","IM",0,0,29,0,0,16,0.508333333333333,0,60501.6317011291,1.62600108415248e-08,0.00385664475808721,29,0,0,0,1844,90250,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10785898","10785898","GYN",0,0,3,0,0,2,1,1,0,3.207314e-09,2.990218e-05,3,0,0,0,1844,90211,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10786249","10786249","IM",0,0,8,0,0,19,0.56140350877193,0,3467.47572097165,1.64057550076106e-08,0.00417384075714805,8,0,0,0,1844,90027,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10786376","10786376","IM",0,2,10,0,0,15,0.714285714285714,1,40.9008169514167,1.6296215660207e-08,0.00400711468812688,10,0,2,2,1844,91335,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10787883","10787883","IM",1,0,2,0,0,7,0.380952380952381,0,62660.3956862957,1.62600066113187e-08,0.00380361296237053,2,1,0,0,1844,90048,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10792041","10792041","IM",0,0,25,0,0,10,0.311111111111111,0,25.5301748952381,1.62600066113187e-08,0.00390040816155222,25,0,0,0,1844,91405,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10793991","10793991","IM",0,0,37,0,0,8,0.3571429,0,19148.58,3.276882e-09,0.0003673992,37,0,0,0,1844,91011,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10797240","10797240","FM",3,2,51,0,0,28,0.507936507936508,0,1165.51416388878,1.62781254468854e-08,0.00426576725087793,51,3,2,2,1844,90404,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10797251","10797251","FM",0,0,5,0,0,6,0.466666666666667,0,9309.01473066401,1.62600174512263e-08,0.00380607783291061,5,0,0,0,1844,90262,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10798958","10798958","FM",0,0,3,0,0,9,0.972222222222222,0,0.197665056360709,3.10211300768751e-09,0.000147982783608656,3,0,0,0,353,90720,1,62190,1.461538462,1.538461538,1.884615385,654,654,2
"10799297","10799297","IM",0,1,57,0,0,43,0.45514950166113,1,65847.6625151703,1.63143732744593e-08,0.00462266489057101,57,0,1,1,353,90720,1,62190,1.461538462,1.538461538,1.884615385,654,654,2
"10801251","10801251","IM",0,2,4,0,0,34,0.327985739750446,0,61112.3239595611,3.87659098976982e-09,0.000298349379923877,4,0,2,2,1844,90744,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10801375","10801375","GYN",0,0,1,0,0,15,0.657142857142857,0,9.30090367537737,3.16987421536539e-09,0.000226613419203608,1,0,0,0,1844,90095,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10801621","10801621","IM",0,0,3,0,0,25,0.78,0,7.24514488682751,3.5327651069073e-09,0.000564792282238222,3,0,0,0,1844,91345,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10802002","10802002","IM",0,0,65,0,0,16,0.408333333333333,0,57.8040208022456,1.62780703317795e-08,0.00400053834755571,65,0,0,0,44,91360,2,7306,1.333333333,2.666666667,3,6,6,2
"10802024","10802024","FM",0,0,43,0,0,24,0.311594202898551,0,15364.0354271594,1.62600230033797e-08,0.00408864741739895,43,0,0,0,44,91360,2,7306,1.333333333,2.666666667,3,6,6,2
"10802219","10802219","GYN",0,0,18,0,0,3,0.666666666666667,0,17.3903416219297,1.6278082255689e-08,0.0037792075703214,18,0,0,0,1844,91206,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10802293","10802293","IM",0,0,1,0,0,14,0.230769230769231,1,50314.6467722137,1.62600148073451e-08,0.00384713820991833,1,0,0,0,1844,91105,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10806248","10806248","IM",0,0,11,0,0,25,0.3,0,44953.5638418481,1.63507564268692e-08,0.00428650505111971,11,0,0,0,1844,90048,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10807197","10807197","IM",0,2,59,0,0,59,0.731151373465809,0,9668.61319632433,1.63690704188243e-08,0.00708038369169744,59,0,2,2,1844,90266,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10807291","10807291","IM",0,0,27,0,0,63,0.655401945724526,1,3698.21317261665,1.63690886392043e-08,0.00732366330537881,27,0,0,0,1844,90247,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10807509","10807509","IM",0,0,37,0,0,51,0.570980392156863,1,9807.11946826866,1.64056987557049e-08,0.00474687704295579,37,0,0,0,1844,91345,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10807938","10807938","IM",0,1,19,0,0,28,0.304232804232804,0,91849.0690762004,1.6278082520665e-08,0.00398636617858841,19,0,1,1,1844,90043,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10809947","10809947","GP",1,1,64,0,0,82,0.115326708822644,0,123142.786160373,1.65353774234621e-08,0.00603178516478414,64,1,1,1,1844,91405,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10811970","10811970","GP",0,0,7,0,0,2,1,0,0,3.05682587643944e-09,2.78940287936257e-05,7,0,0,0,1844,91340,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10812119","10812119","IM",15,1,28,0,0,16,0.35,1,87104.229287276,1.64424575890237e-08,0.00486162553503171,28,15,1,1,1844,91356,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10812306","10812306","IM",0,0,4,0,0,22,0.601731601731602,0,82.2047397624352,3.7022883188794e-09,0.000404367565511858,4,0,0,0,1844,90706,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10813083","10813083","GP",0,3,9,0,0,1,0,0,0,3.42382669345259e-09,2.38036404420376e-05,9,0,3,3,1844,90017,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10813266","10813266","IM",0,0,32,0,0,5,0.8,0,0.973333333333333,1.6278059202813e-08,0.00378936018839024,32,0,0,0,1844,91423,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10813771","10813771","FM",0,1,14,0,0,12,0.333333333333333,0,94937.0941269272,1.63143258983349e-08,0.00394574477886895,14,0,1,1,1844,90807,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10813863","10813863","IM",0,0,5,0,0,16,0.233333333333333,0,101210.202517194,1.64056796462935e-08,0.00472662588228505,5,0,0,0,1844,91745,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10814178","10814178","IM",0,1,35,0,0,12,0.4393939,0,16.31153,1.627806e-08,0.003893184,35,0,1,1,1844,91107,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10815034","10815034","FM",0,0,4,0,0,9,0.583333333333333,0,34324.0483552759,1.62600021167271e-08,0.00381046860652587,4,0,0,0,1844,91767,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10815689","10815689","FM",0,1,21,0,0,75,0.61045045045045,1,2098.52754730675,1.64425386957472e-08,0.00669703407081701,21,0,1,1,198,91786,1,24060,1.263157895,1.473684211,1.947368421,511,511,2
"10815906","10815906","IM",7,3,35,0,0,12,0.106060606060606,0,62525.8152873376,3.13462102373832e-09,8.4026015684253e-05,35,7,3,3,1844,90040,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10817866","10817866","IM",0,0,23,0,0,13,0.576923076923077,0,32.5179843619465,3.38431666504129e-09,0.000473656408833857,23,0,0,0,1844,90732,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10817890","10817890","IM",0,0,40,0,0,21,0.223809523809524,0,127.798062282037,1.62961755597423e-08,0.0041704276057103,40,0,0,0,1844,90404,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10818094","10818094","FM",0,2,33,0,0,12,0.484848484848485,0,37.4953338858568,1.62600137497928e-08,0.00403132936789372,33,0,2,2,1844,90272,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10818098","10818098","IM",0,3,18,0,0,27,0.413105413105413,1,144.619488733628,1.63507484064561e-08,0.00421731199556266,18,0,3,3,1844,90211,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10818152","10818152","IM",0,0,25,0,0,10,0.555555555555556,0,23.5136153022944,1.62600187731673e-08,0.00403194915447434,25,0,0,0,1844,91356,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10818181","10818181","IM",0,0,12,0,0,3,0.666666666666667,0,30985.4018597046,1.62961516588969e-08,0.00373595945197737,12,0,0,0,1844,90067,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10818241","10818241","IM",17,18,141,0,0,51,0.243137254901961,1,22655.5288485814,1.63690197770988e-08,0.0047127117671694,141,17,18,18,1844,90036,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10818345","10818345","IM",0,0,5,0,0,3,1,0,0,1.62599973577504e-08,0.00375122561223491,5,0,0,0,1844,91765,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10818556","10818556","IM",0,0,24,0,0,24,0.409420289855072,0,14807.9821406218,1.63690256718867e-08,0.00506292503162928,24,0,0,0,1844,91361,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10818875","10818875","GYN",0,0,29,0,0,12,0.287878787878788,0,4747.4408850857,1.62600015879518e-08,0.00387871578348139,29,0,0,0,1844,90404,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10818885","10818885","IM",0,0,3,0,0,19,0.730994152046784,0,4.62804387948314,3.18641401772608e-09,0.000391692973190026,3,0,0,0,1844,91345,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10818988","10818988","IM",0,0,21,0,0,13,0.358974358974359,0,21097.9545798265,1.62600060825431e-08,0.00391271235604638,21,0,0,0,1844,90211,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10819011","10819011","IM",0,0,18,0,0,5,0.6,0,20556.4675835559,1.62961529867198e-08,0.00376994327699749,18,0,0,0,1844,90211,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10819126","10819126","FM",0,1,31,0,0,24,0.568840579710145,0,7994.3202948565,1.62963080779235e-08,0.00428740700625401,31,0,1,1,1844,91206,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10819144","10819144","IM",1,8,24,0,0,11,0.709090909090909,0,6304.53547981471,1.62600142785689e-08,0.00402338954834469,24,1,8,8,1844,90211,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10819434","10819434","IM",1,1,21,0,0,8,0.428571428571429,0,96684.3037457798,1.626001692245e-08,0.00391391232859385,21,1,1,1,1844,90020,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10820923","10820923","IM",0,0,2,0,0,5,1,0,0,3.0994884591849e-09,7.0127886000496e-05,2,0,0,0,1844,90808,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10822113","10822113","IM",17,0,8,0,0,17,0.632352941176471,2,30.4489066629989,1.62961638748758e-08,0.00401558507010699,8,17,0,0,1844,91505,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10822160","10822160","IM",0,0,2,0,0,13,0.435897435897436,0,5665.76116670946,1.62781034537936e-08,0.00395056374857683,2,0,0,0,1844,90404,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10822291","10822291","IM",0,0,2,0,0,3,0,0,4.79481895410718,4.75043386436924e-10,7.49123663934877e-07,2,0,0,0,353,90740,1,62190,1.461538462,1.538461538,1.884615385,654,654,2
"10822346","10822346","IM",0,0,4,0,0,6,0.6,0,9243.49364693773,3.0877358909799e-09,7.04071081747261e-05,4,0,0,0,1844,91010,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10822433","10822433","FM",0,0,3,0,0,2,1,0,0,3.08318839084855e-09,3.21110123403175e-05,3,0,0,0,1844,91767,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10822575","10822575","IM",0,0,7,0,0,92,0.2651696129957,3,29756.5412320017,1.63508200557589e-08,0.00645723257181618,7,0,0,0,1844,90277,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10823135","10823135","GP",0,0,15,0,0,56,0.261688311688312,0,3180.42546882073,1.62781280966595e-08,0.00479623531757471,15,0,0,0,1844,91355,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10823253","10823253","FM",0,1,55,0,0,12,0.303030303030303,0,68.0260367269431,1.62600084620336e-08,0.00392151114253858,55,0,1,1,1844,91301,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10823283","10823283","FM",0,0,50,0,0,97,0.535867697594502,0,32531.2876200887,1.64241441949199e-08,0.00648235394956779,50,0,0,0,198,91730,1,24060,1.263157895,1.473684211,1.947368421,511,511,2
"10828605","10828605","IM",24,19,41,0,0,11,0.272727272727273,0,72.1078936811335,1.62780642373436e-08,0.00390662795860361,41,24,19,19,1844,91104,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10829079","10829079","IM",0,0,12,0,0,10,0.488888888888889,0,15325.1499780055,1.62600063469309e-08,0.00383991068229241,12,0,0,0,1844,91016,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10830834","10830834","IM",7,26,88,0,0,88,0.3369906,2,30170.94,1.633253e-08,0.005201049,88,7,26,26,1844,90211,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10833318","10833318","FM",0,0,6,0,0,23,0.4466403,0,36381.44,1.6369e-08,0.004203784,6,0,0,0,198,91763,1,24060,1.263157895,1.473684211,1.947368421,511,511,2
"10835285","10835285","FM",0,0,10,0,0,3,0.666666666666667,0,31287.2393936106,1.62599992084632e-08,0.00373394292849513,10,0,0,0,1844,91325,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10835296","10835296","IM",55,14,30,0,0,14,0.285714285714286,0,50747.8644209766,1.63507534860501e-08,0.00395977449218796,30,55,14,14,1844,90211,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10835703","10835703","IM",3,2,52,0,0,22,0.307359307359307,1,28350.0434788692,1.62780785460264e-08,0.00407407238244777,52,3,2,2,1844,90814,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10837756","10837756","GP",3,2,14,0,0,4,0.333333333333333,0,63428.4999999999,1.62599976221379e-08,0.00374797162248567,14,3,2,2,1844,90815,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10838064","10838064","IM",0,0,1,0,0,1,0,0,0,4.74551291063863e-10,3.09437607414664e-07,1,0,0,0,44,91360,2,7306,1.333333333,2.666666667,3,6,6,2
"10843138","10843138","FM",0,0,32,0,0,33,0.482954545454545,0,23895.6406411612,1.62600359584191e-08,0.00422404412242792,32,0,0,0,1844,91208,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10843196","10843196","IM",0,1,17,0,0,5,0.6,0,3.61510299736106,1.62780576129619e-08,0.00378897492151832,17,0,1,1,1844,91423,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10844371","10844371","IM",1,0,0,0,0,3,0,0,4963,6.64501964246874e-10,4.64544391062328e-06,0,1,0,0,1844,90027,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10845082","10845082","FM",0,0,2,0,0,1,0,0,0,3.05682587643944e-09,1.38889709107465e-05,2,0,0,0,1844,91801,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10848742","10848742","GYN",0,0,37,0,0,40,0.801282051282051,0,55.5037395694558,1.63690631842729e-08,0.00627909862580664,37,0,0,0,1844,90505,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10851065","10851065","IM",0,0,30,0,0,8,0.428571428571429,0,48153.7765500954,1.62600031742778e-08,0.00380083094405707,30,0,0,0,1844,91007,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10851552","10851552","IM",0,1,20,0,0,37,0.243243243243243,1,103569.40854631,1.62780891450669e-08,0.00427072185918274,20,0,1,1,1844,91007,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10851643","10851643","IM",0,0,7,0,0,65,0.466826923076923,0,25148.7828041364,1.63690492510808e-08,0.00485511977273598,7,0,0,0,1844,91387,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10856084","10856084","IM",1,0,22,0,0,11,0.618181818181818,0,50.7718746949458,1.64056796462935e-08,0.00476399366112655,22,1,0,0,198,91763,1,24060,1.263157895,1.473684211,1.947368421,511,511,2
"10859411","10859411","FM",3,0,25,0,0,41,0.90609756097561,1,297.504006120157,1.63690712226637e-08,0.00654494040646008,25,3,0,0,1844,90503,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10860255","10860255","IM",0,0,19,0,0,57,0.43609022556391,0,658.898364290783,1.64057065609702e-08,0.0059166199899707,19,0,0,0,353,90638,1,62190,1.461538462,1.538461538,1.884615385,654,654,2
"10861224","10861224","FM",1,2,147,0,0,12,0.242424242424242,0,63485.8714538767,1.62780655622205e-08,0.00390134360121361,147,1,2,2,1844,90404,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10863325","10863325","IM",0,0,16,0,0,10,0.333333333333333,0,66425.0630882897,1.62780687419262e-08,0.00386418666037007,16,0,0,0,1844,90712,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10864684","10864684","IM",0,0,24,0,0,10,0.511111111111111,0,14.4545759112298,1.63324742996268e-08,0.00391434598688444,24,0,0,0,1844,91356,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10869721","10869721","IM",0,0,60,0,0,20,0.247368421052632,0,326.782730717203,1.64609145624872e-08,0.004826158382757,60,0,0,0,1844,91356,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10869981","10869981","GYN",0,0,3,0,0,35,0.169747899159664,0,123089.239269983,1.64056769548307e-08,0.00458243611517661,0,0,0,0,1844,91104,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10870017","10870017","IM",1,0,17,0,0,66,0.211188811188811,0,118094.186127782,1.64610595282777e-08,0.00583359065423047,17,1,0,0,1844,90301,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10870083","10870083","GP",0,0,46,0,0,34,0.705882352941176,0,8554.61360997095,1.62600489134791e-08,0.00456483020173377,46,0,0,0,1844,90602,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10870270","10870270","IM",1,2,77,0,0,20,0.331578947368421,0,84872.5265444655,1.62961737007851e-08,0.00405292605550895,77,1,2,2,1844,90211,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10870655","10870655","FM",0,1,8,0,0,3,1,0,0,3.09425515204467e-09,5.13445224315534e-05,8,0,1,1,1844,90024,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10871102","10871102","IM",1,1,20,0,0,35,0.700840336134454,0,7564.7194730664,1.62600166580619e-08,0.00425997412498127,20,1,1,1,1844,91723,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10871156","10871156","IM",1,4,35,0,0,31,0.50752688172043,1,17385.87918992,1.62600166580619e-08,0.00422029041555572,35,1,4,4,1844,90211,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10871329","10871329","IM",0,0,2,0,0,5,1,0,0,3.23135669241017e-09,6.71606188164637e-05,2,0,0,0,1844,90002,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10873050","10873050","IM",0,0,26,0,0,10,0.488888888888889,0,27.8072758261059,1.62600055537675e-08,0.00388936523832833,26,0,0,0,1844,91301,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10873690","10873690","IM",0,0,35,0,0,27,0.398860398860399,0,97217.4032294314,1.62600224746031e-08,0.00395150960755552,35,0,0,0,1844,90045,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10874012","10874012","IM",4,7,75,0,0,54,0.377358490566038,0,3103.03283152472,1.63143285599076e-08,0.00465044439466093,75,4,7,7,1844,91505,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10874321","10874321","IM",0,0,8,0,0,18,0.235294117647059,0,269685.938946017,1.62962100833093e-08,0.0038556515877611,8,0,0,0,1844,90004,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10874332","10874332","FM",0,0,27,0,0,30,0.35632183908046,0,123562.810481776,1.62962987829908e-08,0.00412390799333395,27,0,0,0,1844,91205,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10874577","10874577","IM",0,0,48,0,0,16,0.216666666666667,0,10106.3945110077,1.63690015568721e-08,0.00471286849661066,48,0,0,0,1844,91006,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10876609","10876609","GYN",0,0,16,0,0,3,0.333333333333333,0,63427.9999999999,1.62599976221379e-08,0.00373342167126009,16,0,0,0,1844,90210,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10876668","10876668","IM",0,0,40,0,0,13,0.371794871794872,0,5045.20443232554,1.62780645023189e-08,0.00391663855680681,40,0,0,0,1844,90210,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10876957","10876957","IM",0,0,31,0,0,12,0.272727272727273,0,26.5903403592689,3.15825899381204e-09,0.000205769654734962,31,0,0,0,1844,90210,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10877518","10877518","FM",1,0,112,0,0,76,0.260350877192982,1,13706.177017973,1.63143692820787e-08,0.00532106954289338,112,1,0,0,1844,90815,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10877782","10877782","FM",1,1,45,0,0,26,0.304615384615385,0,9032.62832004692,1.62781434653664e-08,0.00420728477324883,45,1,1,1,1844,90265,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10877994","10877994","IM",0,0,8,0,0,10,0.466666666666667,0,22.3422247937338,3.18779478554492e-09,0.000153906101411362,8,0,0,0,1844,90095,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10878544","10878544","FM",0,1,14,0,0,16,0.625,0,17.51435,3.221422e-09,0.0002585622,14,0,1,1,1844,91345,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10878649","10878649","FM",0,3,52,0,0,36,0.484126984126984,0,5069.06341296716,1.62962446070227e-08,0.00445719972747568,52,0,3,3,1844,90404,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10878750","10878750","IM",0,0,123,0,0,56,0.223376623376623,1,772.829447374407,1.6332510044167e-08,0.00470312007950704,123,0,0,0,1844,90067,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10882664","10882664","IM",0,0,3,0,0,4,1,0,0,3.08838925895153e-09,7.74483881594663e-05,3,0,0,0,1844,90025,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10884401","10884401","FM",33,0,11,0,0,127,0.182727159105112,4,112847.529936835,2.32862322713181e-08,0.00698556739410647,11,33,0,0,1844,90028,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10884515","10884515","FM",0,0,13,0,0,3,0.333333333333333,0,0.462726638216,3.25865848042994e-09,5.21205290874796e-05,13,0,0,0,1844,91204,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10884812","10884812","IM",23,0,4,0,0,9,0.138888888888889,2,84968.0481389007,3.51495877526295e-09,3.42589153304634e-05,0,0,0,0,1844,90059,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10885347","10885347","IM",0,0,13,0,0,3,0.666666666666667,0,18.3382222981566,1.63689932506058e-08,0.00452748804463534,13,0,0,0,1844,90025,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10885586","10885586","FM",0,0,41,0,0,184,0.441672606319791,1,31334.2917026328,1.63691333864861e-08,0.0115986769010244,41,0,0,0,1844,90277,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10885678","10885678","GYN",0,0,5,0,0,118,0.148486165435318,0,416936.85756068,2.33612748976583e-08,0.0208513701277079,5,0,0,0,1844,91405,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10887096","10887096","IM",0,1,37,0,0,3,0.666666666666667,0,0.493474069789859,1.6259998150913e-08,0.00375396680383643,37,0,1,1,1844,91505,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10888006","10888006","FM",0,0,32,0,0,9,0.444444444444444,0,20921.5128677206,1.626000766887e-08,0.00385275527636975,32,0,0,0,1844,91711,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10889616","10889616","IM",0,0,2,0,0,3,1,0,0,1.62599976221379e-08,0.00375112570912356,2,0,0,0,1844,91321,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10889794","10889794","IM",0,0,15,0,0,7,0.523809523809524,0,6942.01158918322,2.19599622016347e-08,0.00383861003828827,0,0,0,0,1844,90813,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10889806","10889806","IM",0,0,36,0,0,15,0.314285714285714,0,7697.76770671096,1.62780698018283e-08,0.0039246357859014,36,0,0,0,1844,91105,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10890190","10890190","IM",0,0,10,0,0,9,0.694444444444444,0,57.305446030911,3.14470607459067e-09,0.000134371393351065,10,0,0,0,353,90720,1,62190,1.461538462,1.538461538,1.884615385,654,654,2
"10890907","10890907","IM",0,0,6,0,0,2,1,0,0,1.63324734993776e-08,0.00373321478241554,6,0,0,0,1844,90502,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10891977","10891977","IM",0,0,20,0,0,4,0.666666666666667,0,2.1499410290432,3.0677027611868e-09,3.23761193572761e-05,20,0,0,0,1844,90020,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10894358","10894358","FM",0,0,7,0,0,5,0.8,0,19786.1622580081,1.62599997372384e-08,0.00376568959274467,7,0,0,0,1844,91325,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10897611","10897611","GP",0,0,1,0,0,3,0.666666666666667,0,1.11507936507937,3.05682595119291e-09,1.39464107123798e-05,1,0,0,0,1844,90057,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10898664","10898664","FM",0,0,11,0,0,23,0.379446640316206,1,169.973934995396,1.63143570387902e-08,0.00413502606753174,11,0,0,0,1844,90280,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10898706","10898706","IM",0,1,63,0,0,58,0.345432546884453,1,19608.5753849603,1.63144323619215e-08,0.00485670722943013,63,0,1,1,1844,91505,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10898952","10898952","IM",0,5,34,0,0,12,0.393939393939394,1,46.4720829959367,1.62600124278527e-08,0.00390996277654918,34,0,5,5,1844,90017,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10898997","10898997","FM",0,0,16,0,0,11,0.727272727272727,0,19.7039994553569,1.63690203129884e-08,0.00474551646781138,16,0,0,0,353,90631,1,62190,1.461538462,1.538461538,1.884615385,654,654,2
"10899639","10899639","IM",0,0,25,0,0,8,0.392857142857143,1,44.739598709871,1.6260014542957e-08,0.00388228232660331,25,0,0,0,1844,90210,1,251521,1.138461538,1.4,2.123076923,247,247,2
