"","name","Specialty_Code","hivpat","preppat","herpespat","syphpat","gonorpat","centdegree","centtrans","countIDconnections","cbetween","cclose","ceigen","lukeherpcount","lukehivcount","lukeprepcount","binaryPrep","AIDSVuCountyLevelHIVNewDiagnosesCases","ZIP","RuralUrbanFactor","X2013EstimatesMSM5YEAR","EVIDU","MARHOMO","HOMOSEX","plancount","prepcoverage","ruralsuburban"
"10654485","10654485","FM",0,0,4,0,0,6,0.666666666666667,0,25.4011526493693,1.63689996812628e-08,0.00459515468978345,4,0,0,0,1844,91770,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10717600","10717600","GP",0,0,31,0,0,14,0.450549450549451,0,23672.7340649631,1.62600243253216e-08,0.00399226313338648,31,0,0,0,1844,90603,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10718194","10718194","FM",0,1,5,0,0,25,0.856666666666667,0,20.0219318099805,3.96147352902585e-09,0.00103103307132594,5,0,1,1,198,91786,1,24060,1.263157895,1.473684211,1.947368421,511,511,2
"10721195","10721195","IM",0,0,3,0,0,3,0.333333333333333,0,6915.0211529495,3.06321432569033e-09,1.45325176452774e-05,3,0,0,0,1844,91326,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10721442","10721442","IM",4,0,45,0,0,74,0.188448722695298,0,287322.001904674,1.65540143915304e-08,0.00518978182989422,45,4,0,0,1844,90806,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10721466","10721466","FM",0,1,61,0,0,63,0.469534050179211,0,158224.760385087,1.63873441131359e-08,0.00549673000936215,61,0,1,1,198,91730,1,24060,1.263157895,1.473684211,1.947368421,511,511,2
"10721876","10721876","FM",0,0,5,0,0,2,1,0,0,5.26862408668085e-10,5.240302301717e-07,5,0,0,0,1844,91405,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10723337","10723337","FM",0,0,7,0,0,3,0.666666666666667,0,8871.17698613415,3.06705940444129e-09,1.4194922391463e-05,7,0,0,0,1844,91505,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10723423","10723423","IMG",0,0,49,0,0,47,0.546716003700278,1,13022.7154424539,1.62600483847008e-08,0.00480150585868222,49,0,0,0,1844,90602,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10723686","10723686","FM",2,0,29,0,0,11,0.254545454545455,1,73.409950640728,1.62961670616559e-08,0.00389204549684929,29,2,0,0,1844,91403,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10723687","10723687","FM",0,0,32,0,0,16,0.383333333333333,0,4221.94908470212,1.62600182443909e-08,0.00398525110871369,32,0,0,0,1844,90241,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10724686","10724686","FM",0,1,40,0,0,19,0.321637426900585,1,7814.32245451836,1.62780819907131e-08,0.00407868984648043,40,0,1,1,1844,90814,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10724951","10724951","FM",0,0,36,0,0,5,0.3,0,31735.81,1.626e-08,0.003766846,36,0,0,0,198,91786,1,24060,1.263157895,1.473684211,1.947368421,511,511,2
"10725265","10725265","FM",0,0,28,0,0,25,0.556666666666667,0,11507.9649905053,1.62963072812145e-08,0.00426512968070424,28,0,0,0,1844,91020,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10725572","10725572","FM",0,0,7,0,0,5,0.2,0,46969.0634811544,3.16371542373436e-09,2.75185889995664e-05,7,0,0,0,1844,91405,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10726056","10726056","GP",0,0,28,0,0,29,0.285714285714286,0,10061.2645514679,1.62961872446255e-08,0.00424527468929127,28,0,0,0,1844,90804,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10726326","10726326","FM",0,0,63,0,0,10,0.0444444444444444,1,37556.6984884965,3.16439446636391e-09,0.000104095822302851,59,0,0,0,1844,90403,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10727222","10727222","FM",0,0,6,0,0,4,0.5,0,5.66212135379315,1.62780645023189e-08,0.0037745118917417,6,0,0,0,1844,90815,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10727523","10727523","FM",0,0,19,0,0,26,0.409230769230769,0,34933.9591944056,1.62780729815356e-08,0.0041093904631905,19,0,0,0,1844,91364,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10727558","10727558","FM",5,9,84,0,0,9,0.222222222222222,0,69080.7870744669,1.63143000811245e-08,0.00383967144181854,84,5,9,9,1844,90027,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10727581","10727581","FM",2,5,159,0,0,49,0.166666666666667,0,36044.45716842,1.64240756780676e-08,0.00548141401598036,159,2,5,5,1844,90803,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10727618","10727618","IM",0,2,101,0,0,36,0.228571428571429,0,9015.03366807373,1.63507310289213e-08,0.00446237275223879,101,0,2,2,1844,91367,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10727945","10727945","FM",0,0,64,0,0,21,0.142857142857143,0,83563.1684161995,1.6260014542957e-08,0.0039675380970283,64,0,0,0,1844,91024,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10727956","10727956","FM",0,0,19,0,0,11,0.418181818181818,0,17072.0241343851,1.62600243253216e-08,0.00391495893664491,19,0,0,0,1844,90670,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10727976","10727976","FM",0,0,7,0,0,9,0.666666666666667,0,36.8868819485962,1.64240468148403e-08,0.00396016827395892,7,0,0,0,1844,90023,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10728437","10728437","FM",0,0,37,0,0,35,0.838655462184874,0,1407.82104151714,1.63873274633599e-08,0.00497269422640602,37,0,0,0,198,91737,1,24060,1.263157895,1.473684211,1.947368421,511,511,2
"10728525","10728525","FM",0,0,2,0,0,14,0.978021978021978,0,0.0395962732919255,3.61198301371076e-09,0.000608548960872441,2,0,0,0,198,91730,1,24060,1.263157895,1.473684211,1.947368421,511,511,2
"10729457","10729457","FM",0,0,10,0,0,10,0.311111111111111,0,28316.4309636628,3.74199579615211e-09,0.000198298152138047,10,0,0,0,198,91730,1,24060,1.263157895,1.473684211,1.947368421,511,511,2
"10729690","10729690","GPM",0,1,84,0,0,17,0.316176470588235,0,20177.9341124553,1.6278082520665e-08,0.00414553460713723,84,0,1,1,1844,90803,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10730047","10730047","GP",1,0,14,0,0,10,0.8,0,13.4622062333824,3.97327265308956e-09,0.000283777741118417,14,1,0,0,1844,90807,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10730887","10730887","FM",0,0,36,0,0,8,0.1071429,0,43995.96,4.262121e-09,0.0002443922,0,0,0,0,1844,90723,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10731368","10731368","GP",23,0,14,0,0,14,0.241758241758242,0,114511.403542872,2.25340641250511e-08,0.00472679630908403,14,23,0,0,1844,90022,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10731660","10731660","FM",0,0,32,0,0,11,0.454545454545455,0,14.2749810506985,1.62600126922407e-08,0.00390832720990216,32,0,0,0,1844,90241,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10732828","10732828","FM",0,0,11,0,0,22,0.952380952380952,0,0.20186973060392,3.51245278315097e-09,0.00183002419993302,11,0,0,0,1844,90710,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10732853","10732853","FM",8,0,41,0,0,9,0.0555555555555556,0,108918.406036939,3.3835227274842e-09,7.7670495623923e-05,0,0,0,0,1844,91501,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10732859","10732859","FM",0,2,45,0,0,12,0.46969696969697,0,4151.565751307,1.62600124278527e-08,0.0039101438540874,45,0,2,2,1844,91773,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10733185","10733185","IM",1,1,17,0,0,50,0.572244897959184,2,7043.83598598954,1.62962124734078e-08,0.00469400238485594,17,1,1,1,1844,90806,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10733886","10733886","FM",0,0,29,0,0,28,0.531746031746032,0,239.693769481085,3.72014271122185e-09,0.000485824946693619,29,0,0,0,1844,90706,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10733894","10733894","FM",0,0,68,0,0,11,0.581818181818182,0,2066.71348111648,1.63144201185383e-08,0.00397913494565143,68,0,0,0,1844,91020,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10733970","10733970","IM",1,1,22,0,0,20,0.821052631578947,0,5718.56815786794,1.63690559497279e-08,0.00503245178985549,22,1,1,1,1844,90505,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10734826","10734826","GP",0,0,13,0,0,24,0.264492753623188,0,144117.342212719,1.63690243321618e-08,0.00483441571407767,13,0,0,0,1844,90250,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10736893","10736893","IM",0,0,12,0,0,4,0.833333333333333,0,1.28763736263736,1.6278059202813e-08,0.00376814975204308,12,0,0,0,1844,91106,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10737277","10737277","FM",0,0,14,0,0,25,0.21,0,164074.710177841,1.63325196472045e-08,0.0040658210936605,14,0,0,0,1844,90505,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10738728","10738728","IM",0,1,29,0,0,14,0.43956043956044,0,38629.5341804333,1.62780660921714e-08,0.0039131778207224,29,0,1,1,1844,91101,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10738758","10738758","IMG",9,0,8,0,0,74,0.229914846353203,1,106449.1912152,2.25689484761288e-08,0.00524377813142508,8,9,0,0,1844,90026,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10744316","10744316","FM",0,0,1,0,0,1,0,0,0,5.32257074045808e-10,3.46152377428505e-07,1,0,0,0,1844,90255,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10744649","10744649","IM",0,1,38,0,0,13,0.320512820512821,0,5749.00797859454,1.62780801358816e-08,0.00391978513446685,38,0,1,1,1844,90230,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10744895","10744895","GYN",0,0,57,0,0,33,0.268939393939394,0,47533.2164626959,1.62780891450669e-08,0.00439337524194164,57,0,0,0,1844,90048,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10745425","10745425","IM",0,0,16,0,0,10,0.444444444444444,0,37.0704538367698,1.62600161292856e-08,0.00399860441615309,16,0,0,0,1844,90211,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10746046","10746046","FM",234,158,155,5,0,65,0.244230769230769,2,25248.276854868,1.64980725879228e-08,0.00585097806433164,155,234,158,158,1844,90211,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10746325","10746325","IM",0,0,2,0,0,172,0.292397660818713,0,70591.9972035626,1.66293119660421e-08,0.00991134091076368,2,0,0,0,1844,90405,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10746360","10746360","FM",0,0,11,0,0,22,0.454545454545455,0,43308.673122191,3.81902293437461e-09,0.000464467993312133,11,0,0,0,1844,91340,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10746429","10746429","IM",0,0,4,0,0,6,0.2,0,5090.85544075932,3.31991080116778e-09,3.25081722419488e-05,4,0,0,0,1844,90043,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10746468","10746468","IM",0,0,7,0,0,35,0.6084034,1,8953.272,4.027884e-09,0.001063998,7,0,0,0,1844,90014,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10746498","10746498","IM",0,0,68,0,0,31,0.283870967741935,0,82935.2192279366,1.63324913716265e-08,0.0042400181523073,68,0,0,0,1844,90067,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10746606","10746606","IM",0,0,23,0,0,3,0,0,36842.47144247,3.06001676674987e-09,1.43021629439692e-05,23,0,0,0,1844,91505,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10746634","10746634","IM",0,1,27,0,0,13,0.294871794871795,0,4766.39380515292,1.62780652972451e-08,0.00390447302953391,27,0,1,1,1844,90404,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10746677","10746677","IM",0,0,42,0,0,28,0.423280423280423,0,117.823893234606,1.62961875101912e-08,0.00436176080800125,42,0,0,0,1844,90067,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10746931","10746931","FM",0,1,66,0,0,44,0.402748414376321,0,38686.8814283467,1.62962528396221e-08,0.00456276531359543,66,0,1,1,1844,90404,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10746971","10746971","FM",0,0,27,0,0,16,0.5083333,0,221.6834,3.196835e-09,0.0002405901,27,0,0,0,1844,91405,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10747088","10747088","FM",0,1,52,0,0,20,0.678947368421053,0,1033.69803480675,1.62781267717724e-08,0.00413060541971221,52,0,1,1,1844,90404,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10747165","10747165","FM",2,0,39,0,0,32,0.42741935483871,0,29856.326673316,1.6296206630946e-08,0.00422378592083734,39,2,0,0,1844,91607,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10747191","10747191","IM",1,0,1,0,0,9,0.361111111111111,0,40646.5090024964,4.41479928309311e-09,0.00017417394236519,1,1,0,0,1844,90703,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10747335","10747335","IM",1,0,66,0,0,46,0.18743961352657,0,39400.4064555079,1.62781090183052e-08,0.00446350264896682,66,1,0,0,1844,90241,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10747409","10747409","FM",0,0,15,0,0,11,0.436363636363636,0,12417.6273154386,1.62780597327634e-08,0.00388580549345234,15,0,0,0,353,90740,1,62190,1.461538462,1.538461538,1.884615385,654,654,2
"10747488","10747488","FM",0,0,52,0,0,17,0.397058823529412,0,79.3550965394774,1.62600161292856e-08,0.00400894588279102,52,0,0,0,1844,91741,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10748234","10748234","IM",0,0,6,0,0,29,0.519704433497537,0,277.300312218135,3.7923584682244e-09,0.000584613018211637,6,0,0,0,1844,91208,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10748286","10748286","GYN",0,0,57,0,0,32,0.245967741935484,1,7028.74868401471,1.63873339084304e-08,0.00518288220053487,57,0,0,0,1844,90048,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10748473","10748473","IM",15,6,14,0,0,5,0.4,1,0.87974802974803,1.62600007947888e-08,0.00377452372265907,14,15,6,6,1844,90813,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10748578","10748578","IM",1,0,20,0,0,9,0.305555555555556,0,15.8558319066319,1.62600010591765e-08,0.00385178326489165,20,1,0,0,1844,90067,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10748798","10748798","IM",0,0,25,0,0,4,0.5,0,62063.679730876,1.62780570830116e-08,0.00376225742193339,25,0,0,0,1844,91356,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10748888","10748888","IM",1,0,68,0,0,52,0.400452488687783,0,40327.9247763115,1.6350723008533e-08,0.00452839555599105,68,1,0,0,1844,91505,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10748975","10748975","IM",0,1,0,0,0,3,1,0,0,3.10014162097954e-09,1.44957026147721e-05,0,0,1,1,1844,90502,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10748985","10748985","IM",13,1,56,0,0,28,0.23015873015873,1,126981.081238109,1.63506938678554e-08,0.0041410533331906,56,13,1,1,1844,91436,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749001","10749001","FM",1,0,46,0,0,10,0.266666666666667,0,24.767920645046,1.62600052893797e-08,0.0038443818221367,46,1,0,0,1844,90403,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749017","10749017","IM",2,8,32,0,0,20,0.205263157894737,1,27111.9163912641,1.62600134854048e-08,0.00400748060603747,32,2,8,8,1844,90211,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749023","10749023","IM",0,0,9,0,0,119,0.153966671414328,1,249434.597581733,2.35866112393882e-08,0.00644532639784085,9,0,0,0,1844,90012,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749185","10749185","IM",0,0,13,0,0,25,0.226666666666667,0,606.49196954,3.17743257239447e-09,0.000289255518854257,13,0,0,0,1844,91780,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749195","10749195","IM",1,0,5,0,0,10,0.644444444444444,0,6871.44948797069,1.62780610576397e-08,0.00385226270318771,5,1,0,0,1844,90404,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749232","10749232","IM",0,0,7,0,0,2,0,0,0.644028399444359,3.09099055537017e-09,3.32655959083513e-05,7,0,0,0,1844,91101,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749249","10749249","IM",0,0,13,0,0,4,0.666666666666667,0,1.06234497580006,1.62600034386655e-08,0.00376570866783116,13,0,0,0,1844,91101,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749260","10749260","IM",0,1,26,0,0,10,0.288888888888889,0,94722.8590015778,1.6278065827196e-08,0.00383059521405745,26,0,1,1,1844,91104,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749299","10749299","IM",0,0,2,0,0,2,0,0,9.04900266273442,3.08513492769733e-09,1.45432711531819e-05,0,0,0,0,1844,90046,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749370","10749370","IM",0,0,38,0,0,12,0.3030303,0,19042.56,1.626001e-08,0.003898965,38,0,0,0,1844,90404,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749456","10749456","IM",0,0,15,0,0,5,0.5,0,0.93015873015873,3.1352890978279e-09,7.99682651936681e-05,15,0,0,0,1844,91208,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749480","10749480","IM",0,0,55,0,0,20,0.294736842105263,0,7700.93313291558,1.62600068757065e-08,0.00400462764868852,55,0,0,0,1844,91105,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749630","10749630","IM",0,0,23,0,0,9,0.5,0,22.4381806009567,1.62780716566574e-08,0.00385476241127854,23,0,0,0,1844,91208,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749719","10749719","FM",0,0,36,0,0,60,0.644067796610169,0,14986.6346357395,1.63873269262709e-08,0.00587533020161128,36,0,0,0,1844,91765,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749739","10749739","IM",4,1,43,0,0,4,0.333333333333333,0,63429.5683186984,1.62600005304012e-08,0.00376327658123,43,4,1,1,1844,90004,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749822","10749822","GP",0,1,40,0,0,24,0.217391304347826,0,82593.5523098292,1.63873309544391e-08,0.00413982776563164,40,0,1,1,1844,91405,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749836","10749836","FM",0,1,42,0,0,19,0.432748538011696,0,7226.88398978251,1.6369002628649e-08,0.00477711241872056,42,0,1,1,1844,91301,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749876","10749876","FM",0,0,31,0,0,139,0.46084871233448,1,32965.2345963015,1.62601033778349e-08,0.00680238981303307,31,0,0,0,1844,90603,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749907","10749907","FM",0,0,4,0,0,6,1,0,0,1.62599994728508e-08,0.00380263791198326,4,0,0,0,1844,90808,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749913","10749913","GP",0,0,14,0,0,14,0.274725274725275,0,29928.2253606821,1.62780902049718e-08,0.00389964550491273,0,0,0,0,1844,90063,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749914","10749914","FM",0,1,35,0,0,40,0.443589743589744,0,32233.0224383629,1.62962411546447e-08,0.00454092481035553,35,0,1,1,1844,90404,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749948","10749948","FM",0,2,86,0,0,67,0.445952057892356,0,11885.1232183425,1.63873725789603e-08,0.00676832866807541,86,0,2,2,1844,90266,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749956","10749956","FM",0,0,39,0,0,246,0.25933300149328,3,377559.049158909,1.63326362183101e-08,0.00841673197914969,39,0,0,0,1844,90603,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10749967","10749967","FM",1,2,59,0,0,74,0.308404294705665,0,21378.4069985078,1.64425484286078e-08,0.00542611246266084,59,1,2,2,1844,91355,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750022","10750022","FM",1,0,22,0,0,29,0.490147783251231,0,32411.0490798774,1.64980249554405e-08,0.00438944378758829,22,1,0,0,1844,90201,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750046","10750046","FM",0,0,67,0,0,77,0.675324675324675,0,4113.8994250007,1.63508179169647e-08,0.00783654215939139,67,0,0,0,1844,90250,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750112","10750112","FM",0,0,39,0,0,124,0.477445580907422,0,14554.5989012414,1.64610462509309e-08,0.00968331658506234,39,0,0,0,1844,90274,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750113","10750113","FM",0,0,2,0,0,1,0,0,0,3.14268352665258e-09,4.56024108613804e-05,2,0,0,0,1844,90274,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750153","10750153","FM",0,3,125,0,0,111,0.515806715806716,0,14591.1640911456,1.65166980761961e-08,0.00983101061251306,125,0,3,3,1844,90266,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750261","10750261","IM",0,0,32,0,0,18,0.516339869281046,0,57.4424412332636,1.63507048290155e-08,0.0041631145782464,32,0,0,0,1844,91356,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750308","10750308","FM",0,0,2,0,0,2,0,0,37.0742389983481,3.2038148053562e-09,2.0480162574593e-05,2,0,0,0,1844,90033,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750352","10750352","FM",1,0,73,0,0,14,0.208791208791209,0,31522.6891112277,1.62961670616559e-08,0.00393016284496986,73,1,0,0,1844,90403,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750353","10750353","FM",1,1,24,0,0,13,0.551282051282051,0,5117.66741386947,1.62600111059128e-08,0.00392102037308643,24,1,1,1,1844,90808,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750362","10750362","IM",0,0,2,0,0,21,0.195238095238095,0,29137.7026221779,3.41267969469198e-09,0.000191402589191419,2,0,0,0,1844,90048,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750363","10750363","GYN",0,0,26,0,0,24,0.333333333333333,0,86.7360292533974,1.62961638748758e-08,0.00408877791999013,26,0,0,0,1844,91105,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750367","10750367","FM",0,0,57,0,0,79,0.555014605647517,0,8017.95684872878,1.63873392793264e-08,0.0064830013230142,57,0,0,0,1844,91765,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750463","10750463","FM",0,1,57,0,0,80,0.361392405063291,0,36512.994582892,1.64057221715231e-08,0.00614217663617957,57,0,1,1,1844,90732,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750493","10750493","IM",0,1,35,0,0,43,0.510520487264673,0,23391.4412106686,1.63873470671319e-08,0.00451500069693721,35,0,1,1,1844,91326,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750556","10750556","IM",0,0,3,0,0,64,0.527281746031746,0,506281.697781006,1.66479737667889e-08,0.00401514264206365,3,0,0,0,1844,91706,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750563","10750563","IM",0,0,57,0,0,59,0.464056107539451,1,20242.3777695225,1.63690693470385e-08,0.00632525667389093,57,0,0,0,1844,90277,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750591","10750591","GYN",0,0,78,0,0,65,0.219711538461538,0,17063.9043127274,1.63873390107816e-08,0.00565175148454602,78,0,0,0,353,90720,1,62190,1.461538462,1.538461538,1.884615385,654,654,2
"10750600","10750600","IM",0,1,36,0,0,13,0.205128205128205,0,101830.027777589,1.62600060825431e-08,0.00384036537808667,36,0,1,1,1844,91007,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750608","10750608","FM",3,1,16,0,0,14,0.659340659340659,0,50694.2939887127,1.62780631774421e-08,0.00383749277734661,16,3,1,1,1844,90089,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750619","10750619","IM",0,0,7,0,0,16,0.316666666666667,0,91063.9470074798,1.65539001195605e-08,0.00397239842528958,7,0,0,0,1844,90017,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750621","10750621","IM",0,0,20,0,0,18,0.366013071895425,0,52.2959419527502,1.6278065827196e-08,0.00400109124926124,20,0,0,0,1844,91105,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750641","10750641","IM",0,0,12,0,0,76,0.621754385964912,1,64734.0381831938,1.62600687426926e-08,0.0055306110349151,12,0,0,0,1844,90640,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750672","10750672","FM",0,0,61,0,0,26,0.307692307692308,0,48317.2312602701,1.63690203129884e-08,0.00490373854615136,61,0,0,0,1844,91723,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750679","10750679","IM",0,0,16,0,0,23,0.355731225296443,0,85489.8998287569,1.63143439970466e-08,0.00406193153494268,16,0,0,0,1844,90240,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750724","10750724","IM",0,0,40,0,0,16,0.333333333333333,1,81.0907649784736,1.62780647672943e-08,0.00399188339626639,40,0,0,0,1844,91436,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750743","10750743","IM",0,0,77,0,0,58,0.177253478523896,0,12449.2772755101,1.64056869132475e-08,0.00552518367221137,77,0,0,0,1844,91105,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750744","10750744","GP",3,0,25,0,0,68,0.27260755048288,0,87617.9080871745,1.63873768756971e-08,0.00476455568522538,25,3,0,0,1844,91345,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750785","10750785","FM",1,1,25,0,0,26,0.243076923076923,0,80293.9615194965,3.56194769707953e-09,0.000303311771901119,25,1,1,1,1844,90404,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750793","10750793","IM",0,0,3,0,0,1,0,0,0,3.13126707448623e-09,1.61750904078801e-05,3,0,0,0,1844,90033,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750820","10750820","IM",0,0,15,0,0,1,0,0,0,3.06962914692931e-09,1.58839579729003e-05,15,0,0,0,1844,91030,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750848","10750848","FM",0,0,79,0,0,56,0.334415584415584,1,13899.9539755574,1.62781127279817e-08,0.00482062389208681,79,0,0,0,1844,90815,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10750849","10750849","IM",0,0,16,0,0,28,0.37037037037037,0,48732.4462359028,1.63873092023541e-08,0.00494458136503634,16,0,0,0,353,90720,1,62190,1.461538462,1.538461538,1.884615385,654,654,2
"10750858","10750858","FM",0,0,32,0,0,8,0.285714285714286,0,11.6677725952344,1.62780565530613e-08,0.00383723747908446,32,0,0,0,1844,91403,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10752331","10752331","FM",0,0,40,0,0,48,0.482269503546099,1,1511.35545644407,1.64980848363199e-08,0.00667142625395336,40,0,0,0,1844,90277,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10752706","10752706","IM",0,0,9,0,0,5,0.4,0,23.7980060714102,3.12126903008076e-09,6.43282789709882e-05,9,0,0,0,1844,90095,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10752708","10752708","IM",0,0,6,0,0,9,0.472222222222222,0,10784.5936737022,1.63507037596334e-08,0.00383485809059637,6,0,0,0,1844,91765,1,251521,1.138461538,1.4,2.123076923,247,247,2
"10752760","10752760","IM",0,0,16,0,0,31,0.137634408602151,0,640907.311456652,1.63143549095245e-08,0.00387184502050611,16,0,0,0,1844,91605,1,251521,1.138461538,1.4,2.123076923,247,247,2
