"","from","to","weight"
"11806","29212911","34322829",12
"11807","29212911","47525742",10
"11808","29212911","36749341",3
"11809","29212911","38345975",8
"11810","29212911","49436237",14
"11811","29219471","42072460",3
"11812","29219471","42360417",4
"11813","29219471","47838019",3
"11814","29219471","48802734",4
"11815","29220948","32170418",125
"11816","29220948","38464186",23
"11817","29220948","47398178",4
"11818","29220948","47593284",3
"11819","29220954","49238267",3
"11820","29220954","48272180",3
"11821","29221512","47582444",5
"11822","29221512","47675111",5
"11823","29222652","45168691",6
"11824","29222652","43274363",3
"11825","29222652","48676727",6
"11826","29352621","44210159",10
"11827","29362894","33539719",4
"11828","29362894","32881687",3
"11829","29362894","46437518",6
"11830","29362894","47836924",4
"11831","29362894","49743411",5
"11832","29365152","48406866",5
"11833","29387699","38336137",8
"11834","29425216","40279935",7
"11835","29425216","48336656",3
"11836","29425216","40988164",4
"11837","29425216","34325546",3
"11838","29425216","39744594",4
"11839","29425216","37617931",3
"11840","29485364","47579726",14
"11841","29485364","31007285",12
"11842","29485364","36878050",7
"11843","29485364","49146303",5
"11844","29485364","31678075",3
"11845","29485364","34479057",4
"11846","29485364","47579424",5
"11847","29485364","47683748",11
"11848","29485364","46348037",12
"11849","29485364","47945808",5
"11850","29485364","46873379",10
"11851","29485364","48754932",6
"11852","29485364","46133457",5
"11853","29485364","42594661",6
"11854","29485364","46871409",3
"11855","29485364","40354403",4
"11856","29485364","42544377",4
"11857","29485364","48724270",3
"11858","29485364","43082814",4
"11859","29485364","48656564",3
"11860","29485364","34327081",3
"11861","29485364","33534825",3
"11862","29485364","47615405",4
"11863","29555344","34481177",3
"11864","29555739","38366991",24
"11865","29555739","47649802",33
"11866","29555739","33561006",28
"11867","29555810","45165654",15
"11868","29555810","43082791",4
"11869","29555810","44501686",4
"11870","29555810","37746340",8
"11871","29555810","37619542",12
"11872","29555810","47683228",5
"11873","29555810","45328713",10
"11874","29555929","49869007",7
"11875","29555929","47389300",10
"11876","29555929","47795794",5
"11877","29555929","43083109",6
"11878","29562214","36879950",8
"11879","30008320","36957437",9
"11880","30008320","44287790",22
"11881","30009559","37618256",29
"11882","30009559","44208154",3
"11883","30418391","49590053",6
"11884","30418391","41467280",11
"11885","30418391","49771071",10
"11886","30418391","49871494",4
"11887","30418391","37519078",3
"11888","30418391","49313254",3
"11889","30418391","33341363",3
"11890","30418391","49741198",9
"11891","30420037","47832735",3
"11892","30420037","48999285",3
"11893","30420037","40988207",4
"11894","30420037","45747298",3
"11895","30420037","42691435",8
"11896","30420037","46257582",5
"11897","30420037","40950250",10
"11898","30420037","32293643",3
"11899","30420037","31029129",3
"11900","30420037","38464198",4
"11901","30420037","42059505",3
"11902","30420037","46013191",3
"11903","30420037","45378039",3
"11904","30420037","47523216",4
"11905","30420037","43516600",3
"11906","30420037","40028964",5
"11907","30420037","40853491",3
"11908","30420080","38345975",21
"11909","30420080","47838019",6
"11910","30420080","31473860",23
"11911","30420080","47525742",9
"11912","30420080","44683358",13
"11913","30420080","42072460",10
"11914","30420080","40811545",4
"11915","30420080","49709266",4
"11916","30420080","48214996",4
"11917","30421083","49259926",15
"11918","30421083","48516712",7
"11919","30421083","38355999",5
"11920","30421083","38341222",4
"11921","30421083","45927534",5
"11922","30421083","48838763",3
"11923","30696265","48733978",5
"11924","30696265","49119640",3
"11925","30696265","49676948",5
"11926","30696265","45189605",4
"11927","30696265","49247762",4
"11928","30696265","49868203",4
"11929","30707818","32023462",5
"11930","30707920","39986705",4
"11931","30707920","49523996",4
"11932","30707920","49031796",3
"11933","30707920","47579087",3
"11934","30760916","43531104",5
"11935","30760916","38363633",3
"11936","30760916","44692116",11
"11937","30760916","40387400",6
"11938","30760916","43843464",3
"11939","30830746","33585172",4
"11940","30830746","48020557",9
"11941","30830746","48676727",5
"11942","30830746","43516004",3
"11943","30830746","49871494",3
"11944","30839036","36884619",4
"11945","31005495","46888156",12
"11946","31005782","46860260",3
"11947","31005782","41751777",5
"11948","31005846","31007047",3
"11949","31005846","47392840",5
"11950","31005846","48833591",3
"11951","31005894","43534531",14
"11952","31005894","43538516",4
"11953","31005894","47373869",29
"11954","31005894","47391807",3
"11955","31005894","31006189",6
"11956","31005894","41751777",3
"11957","31005894","47393154",3
"11958","31005894","46008655",4
"11959","31005894","48535972",5
"11960","31005908","36893869",3
"11961","31005931","33534666",41
"11962","31005931","43534531",7
"11963","31005931","38337814",33
"11964","31005931","48535972",41
"11965","31005931","47412435",4
"11966","31005931","31006189",4
"11967","31005931","48161357",5
"11968","31005931","49605891",5
"11969","31006101","38335701",26
"11970","31006101","48535935",4
"11971","31006101","48141886",22
"11972","31006101","46013732",10
"11973","31006101","47848442",4
"11974","31006101","37519365",3
"11975","31006101","32293643",20
"11976","31006101","43843464",7
"11977","31006101","44768344",4
"11978","31006101","48648591",5
"11979","31006101","40150331",4
"11980","31006189","47373869",8
"11981","31006189","33534666",8
"11982","31006189","48365711",14
"11983","31006189","43534531",7
"11984","31006189","48161357",9
"11985","31006189","41751777",17
"11986","31006189","48274643",10
"11987","31006189","37519277",6
"11988","31006189","43538516",13
"11989","31006189","44099643",3
"11990","31006189","46470519",14
"11991","31006189","38337814",7
"11992","31006189","46008782",4
"11993","31006189","33555715",10
"11994","31006189","49605891",4
"11995","31006189","47412435",6
"11996","31006189","35201942",6
"11997","31006189","46008655",5
"11998","31006189","47043027",4
"11999","31006189","48535972",5
"12000","31006189","48694365",3
"12001","31006189","43538374",3
"12002","31006189","46347478",3
"12003","31006189","37510397",3
"12004","31006231","45568607",33
"12005","31006231","36879087",3
"12006","31006231","42245615",22
"12007","31006231","48670403",5
"12008","31006231","44024305",4
"12009","31006231","46035160",3
"12010","31006231","47837755",6
"12011","31006231","49252077",3
"12012","31006281","47649802",7
"12013","31006281","33561006",3
"12014","31006281","38366991",4
"12015","31006281","49037275",4
"12016","31006545","48135861",27
"12017","31006545","47039951",7
"12018","31006545","37833760",10
"12019","31006545","33077065",4
"12020","31006545","39780083",5
"12021","31006545","47919232",10
"12022","31006547","46821354",9
"12023","31006547","36884619",7
"12024","31006547","48621643",5
"12025","31006547","40267842",3
"12026","31006547","47752298",3
"12027","31006547","48016137",4
"12028","31006547","47593436",3
"12029","31006547","35082985",4
"12030","31006570","44104833",3
"12031","31006656","43646586",12
"12032","31006656","42891141",5
"12033","31006656","34482167",3
"12034","31006658","47791188",10
"12035","31006658","47373501",9
"12036","31006658","43537849",4
"12037","31006695","47374431",11
"12038","31007047","47392840",7
"12039","31007047","48369816",3
"12040","31007047","48833591",3
"12041","31007180","47582512",4
"12042","31007208","36884619",3
"12043","31007208","47204556",3
"12044","31007285","46873379",12
"12045","31007285","47945808",25
"12046","31007285","48173634",3
"12047","31007285","36878050",9
"12048","31007285","47683748",11
"12049","31007285","46348037",10
"12050","31007285","33534825",28
"12051","31007285","31016353",4
"12052","31007285","42544377",6
"12053","31007285","48754932",3
"12054","31007285","47579726",6
"12055","31007285","47253610",5
"12056","31007285","48519486",4
"12057","31007285","49577435",9
"12058","31008041","46871957",11
"12059","31008041","47777991",3
"12060","31008041","40276604",7
"12061","31008041","38338030",3
"12062","31008041","48342756",3
"12063","31008572","48057439",3
"12064","31008662","43655483",4
"12065","31008662","44798682",4
"12066","31008662","46117907",3
"12067","31008662","45328682",5
"12068","31009886","40988451",24
"12069","31011238","39746325",3
"12070","31011238","43531104",3
"12071","31011238","47652753",3
"12072","31011238","43521576",3
"12073","31011641","45927489",5
"12074","31011645","44691906",3
"12075","31011697","41730001",3
"12076","31016236","39518737",4
"12077","31016236","48377072",5
"12078","31016236","41730001",5
"12079","31016236","45328682",3
"12080","31016288","48761401",3
"12081","31016288","48886089",10
"12082","31016288","48414770",5
"12083","31016288","47678579",6
"12084","31016288","31025115",5
"12085","31016288","46164602",3
"12086","31016288","47991227",3
"12087","31016353","39389981",9
"12088","31016353","47675111",3
"12089","31016353","36878050",3
"12090","31016353","47579424",3
"12091","31016353","40160987",3
"12092","31016378","42072460",5
"12093","31016378","44312129",27
"12094","31016378","49548723",57
"12095","31016378","37581463",11
"12096","31016378","36750677",3
"12097","31016378","49238977",5
"12098","31016378","49826848",4
"12099","31016378","43371293",3
"12100","31016378","47678504",4
"12101","31016378","42243829",8
"12102","31016378","47793263",3
"12103","31016378","39389985",3
"12104","31016378","44026103",3
"12105","31021049","42081483",14
"12106","31021049","39284270",23
"12107","31021049","39780074",16
"12108","31021049","40272597",11
"12109","31021049","48831099",3
"12110","31021049","47375155",5
"12111","31021049","47680171",9
"12112","31021049","47615257",20
"12113","31021049","48517940",3
"12114","31022162","35083227",4
"12115","31022162","47679844",3
"12116","31024630","47752298",4
"12117","31024630","47597867",6
"12118","31025115","47678579",4
"12119","31025115","48886089",5
"12120","31025740","40159364",3
"12121","31027169","44329700",3
"12122","31027169","31678570",7
"12123","31027169","45746551",3
"12124","31028932","47392986",11
"12125","31028932","38341222",28
"12126","31028932","31776988",14
"12127","31028932","39746434",9
"12128","31028932","42242335",29
"12129","31028932","33554843",4
"12130","31028932","45377959",14
"12131","31028932","49145577",3
"12132","31028932","38355999",4
"12133","31028932","40163426",4
"12134","31029014","38234860",3
"12135","31029129","40950250",3
"12136","31029129","42691435",4
"12137","31029129","47918377",3
"12138","31029129","40028964",4
"12139","31029129","46257582",4
"12140","31030678","38336422",5
"12141","31032681","36879926",4
"12142","31032681","46437629",13
"12143","31032681","47253126",14
"12144","31032681","44311754",8
"12145","31032681","41063515",4
"12146","31032681","40163311",3
"12147","31032681","47253428",3
"12148","31032681","33966717",3
"12149","31032681","43143572",5
"12150","31032683","45057881",3
"12151","31032683","47413250",4
"12152","31032683","46164947",17
"12153","31033951","45377391",32
"12154","31035220","42857221",4
"12155","31036566","40853409",4
"12156","31037096","48015472",8
"12157","31037096","42059084",3
"12158","31037165","42835503",3
"12159","31037165","49521229",3
"12160","31258678","37581390",9
"12161","31258678","40810746",7
"12162","31258678","41711070",5
"12163","31258678","46441985",4
"12164","31258678","42186109",3
"12165","31258678","46205066",3
"12166","31258678","47253610",3
"12167","31258678","38529795",5
"12168","31258678","38308709",6
"12169","31258678","36749099",3
"12170","31258678","43082776",3
"12171","31258698","48753397",47
"12172","31258698","47678399",20
"12173","31258698","38233996",3
"12174","31258785","49581653",3
"12175","31258785","44104893",3
"12176","31258785","48648591",3
"12177","31258785","46583983",9
"12178","31258785","43843464",6
"12179","31258887","48537441",4
"12180","31259093","49594148",27
"12181","31259093","43656822",13
"12182","31259093","38336422",6
"12183","31259093","41467288",5
"12184","31259093","47253655",3
"12185","31383122","48115642",3
"12186","31383202","48342663",12
"12187","31383202","49524069",14
"12188","31419217","40853455",22
"12189","31419217","40267784",6
"12190","31419217","43603732",28
"12191","31419217","42059990",26
"12192","31419217","44208154",5
"12193","31419217","46007695",3
"12194","31473860","38345975",29
"12195","31473860","47525742",16
"12196","31473860","40001536",4
"12197","31473860","44101799",3
"12198","31473860","46006792",3
"12199","31473860","42072460",6
"12200","31473860","45630025",4
"12201","31473860","40811545",3
"12202","31473860","47838019",5
"12203","31473860","44683358",12
"12204","31473860","48214996",6
"12205","31625743","40001536",5
"12206","31625743","44101799",4
"12207","31625743","37928893",6
"12208","31625743","39881799",5
"12209","31625743","42360417",3
"12210","31626053","49119351",7
"12211","31626053","46895034",7
"12212","31626053","48515745",3
"12213","31647281","49768405",4
"12214","31647281","33561006",7
"12215","31647281","38366991",7
"12216","31647281","47649802",5
"12217","31647281","49116833",5
"12218","31678075","48656564",4
"12219","31678075","42544377",3
"12220","31678075","46873379",3
"12221","31776947","40047391",4
"12222","31776947","47615405",3
"12223","31776947","48754932",3
"12224","31776947","39747883",4
"12225","31776947","46873379",4
"12226","31776988","38341222",16
"12227","31776988","39746434",17
"12228","31776988","45377959",10
"12229","31776988","48540003",3
"12230","31776988","42242335",4
"12231","31776988","47392986",3
"12232","31776988","45927715",3
"12233","31777002","46871409",29
"12234","31777002","48656564",3
"12235","31777002","40354403",6
"12236","31777002","47683748",8
"12237","31777002","49146303",18
"12238","31777002","48724270",24
"12239","31777002","36878050",4
"12240","31777002","46348037",6
"12241","31777002","46133457",8
"12242","31777002","47579726",4
"12243","31777002","46873379",7
"12244","31777057","39746265",5
"12245","31777057","46587740",12
"12246","31777057","48162108",3
"12247","31777057","34325894",4
"12248","31777057","46824205",36
"12249","31777057","38351856",4
"12250","31777057","48753397",3
"12251","31777057","46164947",8
"12252","31777057","45057881",5
"12253","31777057","43537849",8
"12254","31777057","39746395",3
"12255","31777057","47654108",5
"12256","31777057","37508670",4
"12257","31777147","48731867",4
"12258","31777147","47192517",3
"12259","31777147","38336422",3
"12260","31777187","48415195",5
"12261","31777187","47777923",3
"12262","31777187","31777631",3
"12263","31777219","37509175",3
"12264","31777236","48020050",4
"12265","31777319","42242335",3
"12266","31777631","47696554",7
"12267","31777631","47777923",3
"12268","31777631","48415195",9
"12269","31777631","49663738",3
"12270","31777631","47039951",3
"12271","31777631","49252057",3
"12272","31777631","48135861",3
"12273","31777631","33077065",3
"12274","31847937","33542010",36
"12275","31847937","43537992",8
"12276","31991158","37928893",28
"12277","31991158","46157262",23
"12278","32021603","36749347",6
"12279","32021603","38336422",5
"12280","32021813","33553170",4
"12281","32021813","45326467",5
"12282","32022286","47375380",3
"12283","32022922","39519373",4
"12284","32023373","34325546",4
"12285","32023373","47631872",3
"12286","32023373","43143586",3
"12287","32023373","40296658",6
"12288","32023373","33534312",3
"12289","32023452","47593371",8
"12290","32023462","46945492",4
"12291","32023462","46587740",3
"12292","32023462","49015759",3
"12293","32023462","40002385",4
"12294","32028024","48979669",4
"12295","32058920","45168691",6
"12296","32058920","40853409",3
"12297","32169552","40988207",10
"12298","32169552","45747298",13
"12299","32169552","40853491",18
"12300","32169552","38464198",3
"12301","32169552","42059505",9
"12302","32169552","43603650",3
"12303","32170032","49253464",45
"12304","32170032","49121033",22
"12305","32170032","49252229",3
"12306","32170032","34325070",7
"12307","32170032","48536970",6
"12308","32170032","49274934",4
"12309","32170032","40002391",3
"12310","32170032","42078536",3
"12311","32170418","47398178",4
"12312","32234041","42059084",6
"12313","32234041","37510116",3
"12314","32234087","42411545",13
"12315","32234087","47787757",16
"12316","32234087","48436992",5
"12317","32234087","43843464",7
"12318","32234087","39746325",7
"12319","32234087","48414763",12
"12320","32234087","49252239",3
"12321","32234087","44691904",4
"12322","32234087","47782145",3
"12323","32234087","47683748",3
"12324","32234087","42244224",3
"12325","32293643","38335701",24
"12326","32293643","46013732",26
"12327","32293643","44768344",14
"12328","32293643","32907555",3
"12329","32293643","48141886",33
"12330","32293643","43843464",9
"12331","32293643","43603650",5
"12332","32293643","47848442",4
"12333","32293643","48648591",3
"12334","32355051","48207114",9
"12335","32355051","38255318",43
"12336","32355051","44098994",16
"12337","32355051","35084922",3
"12338","32355051","38335780",6
"12339","32355051","48200247",3
"12340","32355051","33561006",11
"12341","32355051","38366991",6
"12342","32355051","47649802",6
"12343","32374638","38392311",3
"12344","32374786","46009663",14
"12345","32374786","46163837",3
"12346","32374786","42832906",9
"12347","32374786","46441985",13
"12348","32374786","48515361",24
"12349","32375025","44683782",4
"12350","32375025","33545117",4
"12351","32375025","49120472",3
"12352","32375025","48535935",5
"12353","32375025","40150331",3
"12354","32375402","40007947",7
"12355","32375402","48832050",6
"12356","32375402","48272180",4
"12357","32375402","32415952",5
"12358","32375402","48843012",5
"12359","32375766","47808924",4
"12360","32375766","45212724",3
"12361","32383134","49507353",3
"12362","32388580","33222806",3
"12363","32388580","47672945",4
"12364","32388580","48212790",4
"12365","32415952","48843012",6
"12366","32415952","48272180",6
"12367","32415952","49012852",4
"12368","32881687","46025909",26
"12369","32881687","47387162",40
"12370","32881687","47836924",4
"12371","32881687","49743411",4
"12372","32881687","38464198",4
"12373","32881687","40950250",3
"12374","32907555","48648591",16
"12375","32907555","44104893",13
"12376","32907555","48141886",5
"12377","32907555","44677820",3
"12378","32907555","46583983",3
"12379","32907555","37518996",10
"12380","32907555","46435175",4
"12381","32907555","44768344",3
"12382","32907555","46437975",6
"12383","32907555","38464198",3
"12384","32907555","43603650",3
"12385","32907555","47306915",3
"12386","32907762","40296045",3
"12387","33046070","33046311",6
"12388","33046070","42059084",3
"12389","33046241","34224689",7
"12390","33046267","49671245",3
"12391","33046311","42059084",4
"12392","33046311","47774209",7
"12393","33046311","42245472",5
"12394","33077065","37833760",7
"12395","33077065","48135861",18
"12396","33077065","42059920",5
"12397","33077065","47039951",19
"12398","33077065","37519324",5
"12399","33077065","39780083",7
"12400","33077065","45189749",3
"12401","33077065","48415195",3
"12402","33077065","47919232",5
"12403","33078188","46872683",7
"12404","33078188","48038200",19
"12405","33078410","44768325",5
"12406","33078410","48214988",13
"12407","33078410","49618614",14
"12408","33078410","49871089",9
"12409","33078410","48302873",11
"12410","33078410","47868780",5
"12411","33222806","43603650",11
"12412","33222806","36749641",44
"12413","33222806","47787757",3
"12414","33222806","40028964",3
"12415","33222806","49743411",3
"12416","33222806","33545117",3
"12417","33222806","43843464",5
"12418","33222806","46257582",3
"12419","33341278","38336422",3
"12420","33341363","46081726",5
"12421","33341363","49741198",6
"12422","33350765","46874933",3
"12423","33350765","39750060",4
"12424","33373431","37929157",4
"12425","33373431","34477775",4
"12426","33373431","49361939",4
"12427","33373431","37510116",5
"12428","33373431","49676948",4
"12429","33373431","42080424",4
"12430","33373431","48230890",3
"12431","33373431","48733978",3
"12432","33384002","49662855",3
"12433","33420946","49772043",3
"12434","33422138","37509175",5
"12435","33533847","47800247",3
"12436","33533847","43537849",3
"12437","33533858","44662978",3
"12438","33534666","43534531",10
"12439","33534666","48535972",55
"12440","33534666","38337814",6
"12441","33534666","48694365",4
"12442","33534666","48161357",7
"12443","33534666","47412435",3
"12444","33534666","49605891",4
"12445","33534825","49577435",13
"12446","33534825","46348037",5
"12447","33534825","47945808",19
"12448","33534825","47683748",4
"12449","33534825","42544377",3
"12450","33534825","36878050",5
"12451","33534825","47579726",3
"12452","33535164","40182130",33
"12453","33535164","47211164",19
"12454","33535164","43705878",35
"12455","33535164","45923366",47
"12456","33535164","46821300",3
"12457","33535692","33554086",5
"12458","33535692","48378579",3
"12459","33535692","47375713",3
"12460","33535692","36884619",3
"12461","33535692","46874310",4
"12462","33539565","47836924",4
"12463","33539693","48230890",6
"12464","33539693","42080424",9
"12465","33539719","35083260",46
"12466","33539719","46441717",8
"12467","33539719","42888210",7
"12468","33542010","43537992",19
"12469","33545117","40288247",10
"12470","33545117","48535935",5
"12471","33545117","37519365",13
"12472","33545117","45925562",9
"12473","33545117","40162481",12
"12474","33545117","43843464",7
"12475","33545117","40162509",3
"12476","33545117","47783576",5
"12477","33545117","40150331",8
"12478","33545117","46486900",4
"12479","33545117","47832735",4
"12480","33549349","43537849",5
"12481","33549349","48519453",4
"12482","33553170","42643411",3
"12483","33553170","42951866",3
"12484","33553170","45326467",5
"12485","33554086","46874310",3
"12486","33554843","40163426",7
"12487","33554843","42242335",5
"12488","33554843","38341222",6
"12489","33554843","38355999",7
"12490","33554843","47392986",3
"12491","33555250","48912242",8
"12492","33555250","46875515",4
"12493","33555715","46008782",5
"12494","33555715","41730001",5
"12495","33555715","48535972",5
"12496","33555715","38337814",6
"12497","33555715","47390889",3
"12498","33555715","43534531",4
"12499","33555715","47817916",3
"12500","33555715","43538374",7
"12501","33555715","46347478",5
"12502","33561006","38235415",15
"12503","33561006","38366991",136
"12504","33561006","47649802",107
"12505","33561006","45058304",3
"12506","33561006","44211099",4
"12507","33561006","49605892",5
"12508","33561006","48200247",11
"12509","33561006","43909579",4
"12510","33561006","39901973",3
"12511","33561006","38335780",8
"12512","33561006","38255318",14
"12513","33561006","47848528",6
"12514","33562813","40162509",3
"12515","33562813","46347484",4
"12516","33574724","43933417",4
"12517","33574724","48674687",7
"12518","33574724","42059831",5
"12519","33574724","49371594",4
"12520","33574724","42060118",5
"12521","33585172","49248256",4
"12522","33585172","48020557",10
"12523","33585172","60228342",7
"12524","33585172","40998166",5
"12525","33585172","38232698",7
"12526","33585172","48135870",10
"12527","33585172","40812222",6
"12528","33585172","48141867",4
"12529","33585172","48676727",8
"12530","33585172","47778812",5
"12531","33585172","47593371",3
"12532","33604022","44662035",3
"12533","33604022","46872716",3
"12534","33604829","39744641",13
"12535","33604829","39750242",3
"12536","33604829","48537463",3
"12537","33672277","47253610",50
"12538","33672277","47866910",17
"12539","33672277","48519486",46
"12540","33672277","48802273",4
"12541","33672277","36749099",3
"12542","33672277","36769468",3
"12543","33672277","46441985",14
"12544","33672277","45653970",12
"12545","33672277","46163837",6
"12546","33672277","46205066",6
"12547","33672277","38529795",6
"12548","33672277","42186109",3
"12549","33687020","45212724",5
"12550","33836201","46872683",9
"12551","33836201","39667313",8
"12552","33944441","40354403",3
"12553","33966717","41063515",6
"12554","33966717","43143572",7
"12555","33966717","38230627",5
"12556","33966717","44311754",5
"12557","33966717","47253126",4
"12558","33966717","40163311",4
"12559","33967261","47719213",6
"12560","34064632","47375335",3
"12561","34127469","47639678",3
"12562","34127469","47848442",4
"12563","34127469","49743981",6
"12564","34127469","46888156",3
"12565","34137783","47753041",5
"12566","34137783","37712694",15
"12567","34151376","47674228",5
"12568","34151376","41730001",3
"12569","34151376","41923148",5
"12570","34151376","47253337",3
"12571","34151376","48214984",3
"12572","34177851","34477775",3
"12573","34177851","48399387",6
"12574","34258685","44208154",3
"12575","34322829","47525742",5
"12576","34322829","49436237",7
"12577","34323552","47798286",3
"12578","34324162","37713881",8
"12579","34324162","48019521",3
"12580","34324162","48435917",6
"12581","34324162","49238977",4
"12582","34324162","44236684",9
"12583","34324162","40293783",3
"12584","34324162","42244847",15
"12585","34324162","47395988",9
"12586","34324162","40272830",3
"12587","34324162","49826848",3
"12588","34324162","42072460",4
"12589","34324162","47918244",3
"12590","34324162","45926071",3
"12591","34324162","44026103",4
"12592","34324162","37581463",3
"12593","34324807","45377933",3
"12594","34325070","49253464",23
"12595","34325163","40810746",9
"12596","34325163","36749099",5
"12597","34325163","38308709",5
"12598","34325163","42186109",6
"12599","34325163","46205066",5
"12600","34325163","41711070",4
"12601","34325163","46163837",4
"12602","34325163","47253610",3
"12603","34325163","42832906",3
"12604","34325163","48515361",4
"12605","34325163","37581390",6
"12606","34325163","46009663",4
"12607","34325229","42060507",3
"12608","34325229","38336422",16
"12609","34325229","43521576",4
"12610","34325229","49743970",4
"12611","34325229","47541041",3
"12612","34325242","45328682",5
"12613","34325546","42088702",4
"12614","34325546","49092385",3
"12615","34325546","48336656",3
"12616","34325546","39744594",5
"12617","34325546","46008689",3
"12618","34325546","43545803",3
"12619","34325546","40279935",3
"12620","34325546","36748646",5
"12621","34325546","45746959",4
"12622","34325865","44024305",3
"12623","34325865","47791757",4
"12624","34325865","46900554",7
"12625","34325865","45057154",8
"12626","34325865","46895780",6
"12627","34325865","46035160",5
"12628","34325865","40267866",3
"12629","34325865","47398178",4
"12630","34325923","43517086",14
"12631","34325923","47523118",29
"12632","34325923","40163311",6
"12633","34325923","46023858",4
"12634","34325923","45329615",18
"12635","34325923","47696554",6
"12636","34325923","49311008",3
"12637","34327081","47615405",26
"12638","34327081","36878050",4
"12639","34327081","47683748",8
"12640","34327081","46873379",5
"12641","34327081","46348037",5
"12642","34327081","47579726",3
"12643","34327413","42072460",4
"12644","34477012","48161656",6
"12645","34477352","38464567",5
"12646","34477775","47951618",4
"12647","34477775","40853526",3
"12648","34478365","41730001",11
"12649","34478365","47390889",3
"12650","34478365","47393045",7
"12651","34478365","37508670",3
"12652","34478365","48377072",3
"12653","34478365","49871172",4
"12654","34478365","40998631",3
"12655","34478365","47673047",3
"12656","34478852","48435561",7
"12657","34479057","48754932",66
"12658","34479057","42544377",3
"12659","34479057","47579424",39
"12660","34479057","47683748",13
"12661","34479057","47579726",4
"12662","34479057","48656564",4
"12663","34479057","46873379",5
"12664","34479057","36878050",6
"12665","34479407","47412489",22
"12666","34479407","48397483",5
"12667","34479407","46886413",20
"12668","34479407","37508670",5
"12669","34479407","47654108",3
"12670","34479936","34480041",43
"12671","34479936","47677566",3
"12672","34479936","45058304",4
"12673","34479977","40268311",3
"12674","34479988","46347484",13
"12675","34479988","44667492",10
"12676","34479988","43843464",4
"12677","34479988","47556014",6
"12678","34479988","47787757",5
"12679","34479992","48730924",8
"12680","34479992","48393651",7
"12681","34479992","49797536",5
"12682","34479992","48366665",4
"12683","34479992","46248258",3
"12684","34479992","49522666",3
"12685","34480024","43843464",5
"12686","34480024","45378357",13
"12687","34480041","47677566",3
"12688","34480041","45058304",3
"12689","34480088","49212554",3
"12690","34480088","35231281",3
"12691","34480088","40269249",3
"12692","34480179","35171661",3
"12693","34481177","48414786",3
"12694","34482160","44668090",3
"12695","34482167","42891141",4
"12696","34482176","47679061",53
"12697","34482176","46347459",6
"12698","34482176","48536836",6
"12699","34482176","48674687",5
"12700","34482176","42596336",6
"12701","34482176","43537567",4
"12702","34482297","47781058",10
"12703","34482297","48857230",3
"12704","34482297","48837548",4
"12705","34482297","48379853",3
"12706","34482297","47683228",20
"12707","34482297","48849370",3
"12708","34692267","48340240",3
"12709","34692387","48670836",10
"12710","34692387","41467133",3
"12711","35049743","48205058",56
"12712","35049743","49768405",4
"12713","35082528","45211041",19
"12714","35082679","44500815",13
"12715","35082985","47752298",3
"12716","35082985","48016137",4
"12717","35082985","42269826",4
"12718","35083154","37746873",11
"12719","35083231","36515625",6
"12720","35083231","40266546",5
"12721","35083231","49525587",3
"12722","35083260","42888210",25
"12723","35083260","46441717",25
"12724","35083260","45376781",3
"12725","35091416","37712694",3
"12726","35171661","48341090",31
"12727","35171661","36750677",9
"12728","35171661","42072460",4
"12729","35171661","49238977",5
"12730","35171661","40272830",10
"12731","35171661","49826848",5
"12732","35171661","47678504",3
"12733","35201942","47253337",5
"12734","35201942","48754569",7
"12735","35201942","48214984",10
"12736","35201942","41730001",7
"12737","35201942","49370498",7
"12738","35201942","48540225",3
"12739","35201942","38335913",3
"12740","35201942","47615257",3
"12741","35231281","49212554",33
"12742","35231281","39845769",4
"12743","35231281","36879429",21
"12744","35231281","40269249",5
"12745","35231281","48302322",8
"12746","36515625","49581325",3
"12747","36515625","44256625",5
"12748","36515625","47374431",4
"12749","36515625","40266546",16
"12750","36515625","49824730",7
"12751","36515625","42245472",10
"12752","36515625","47753041",5
"12753","36515625","49525587",4
"12754","36749099","42891141",12
"12755","36749099","46441985",10
"12756","36749099","46205066",43
"12757","36749099","38308709",3
"12758","36749099","38529795",7
"12759","36749099","41711070",3
"12760","36749099","47253610",4
"12761","36749099","48515361",3
"12762","36749099","48519486",4
"12763","36749099","45653970",3
"12764","36749099","39667060",4
"12765","36749099","46163837",8
"12766","36749099","43175379",3
"12767","36749127","45058249",8
"12768","36749127","38341222",3
"12769","36749347","38336422",3
"12770","36749347","38367072",3
"12771","36749641","43603650",11
"12772","36749641","43843464",5
"12773","36750359","42243829",4
"12774","36750359","46440486",3
"12775","36750359","47580515",46
"12776","36750359","49466833",3
"12777","36750359","44942309",25
"12778","36750359","47777792",6
"12779","36750359","49238977",4
"12780","36750359","37581463",4
"12781","36750359","48366632",3
"12782","36750677","40272830",8
"12783","36750677","49826848",31
"12784","36750677","49238977",5
"12785","36750677","44026103",4
"12786","36750677","42072460",3
"12787","36750677","48341090",9
"12788","36750677","47678504",14
"12789","36750677","43371293",21
"12790","36750677","42243829",6
"12791","36750677","37581463",3
"12792","36750677","48019304",3
"12793","36750677","47918244",3
"12794","36769468","46205066",7
"12795","36769468","46441985",22
"12796","36769468","40267578",4
"12797","36769468","48848003",3
"12798","36769468","45653970",3
"12799","36769468","46163837",10
"12800","36769468","39667060",5
"12801","36769468","42891141",7
"12802","36769468","47253610",4
"12803","36769468","42832906",4
"12804","36769468","40853526",4
