"","from","to","weight"
"4766","11209455","45928500",3
"4767","11209459","19131754",3
"4768","11209471","47389300",3
"4769","11209663","22395134",8
"4770","11209663","40163311",5
"4771","11209663","47649698",4
"4772","11209935","45168691",5
"4773","11209935","32058920",6
"4774","11209935","49546727",3
"4775","11209966","11335076",15
"4776","11209966","14683314",3
"4777","11209966","19595528",3
"4778","11210245","47454428",3
"4779","11210245","11253267",4
"4780","11210245","12418131",8
"4781","11210245","12073172",4
"4782","11210245","11252940",3
"4783","11210245","11313302",5
"4784","11210245","21948233",3
"4785","11210245","38336422",5
"4786","11210245","40812037",6
"4787","11210245","31259093",4
"4788","11210245","42060507",3
"4789","11210245","41730001",3
"4790","11210245","29556031",4
"4791","11210245","26054333",4
"4792","11210245","14612521",3
"4793","11210245","12073161",5
"4794","11210245","12165967",3
"4795","11210245","20514482",5
"4796","11210245","24289380",5
"4797","11210245","47253337",3
"4798","11210245","12228012",3
"4799","11210713","32907555",4
"4800","11210713","44104893",7
"4801","11210713","12073328",8
"4802","11210713","12073577",6
"4803","11210713","48648591",3
"4804","11210713","14810236",5
"4805","11211523","19850009",28
"4806","11211523","14635393",3
"4807","11211523","14685320",5
"4808","11215069","45328819",18
"4809","11215069","47399419",11
"4810","11215069","49467042",8
"4811","11215069","49523027",4
"4812","11215069","49671916",11
"4813","11215069","46877298",10
"4814","11215069","14407683",4
"4815","11215069","41710979",12
"4816","11215069","47800458",4
"4817","11215069","49440929",7
"4818","11215069","49871054",10
"4819","11215069","44663025",5
"4820","11215069","47388614",5
"4821","11215069","22344948",4
"4822","11215069","12412792",3
"4823","11215366","36879469",22
"4824","11215366","38351856",15
"4825","11215366","47413250",3
"4826","11215366","12236883",28
"4827","11215366","26053823",28
"4828","11215366","37508670",5
"4829","11215366","39746395",3
"4830","11215366","47385311",5
"4831","11215366","45057881",11
"4832","11215366","42611904",3
"4833","11215638","12193265",4
"4834","11215638","12073313",3
"4835","11215638","22343589",3
"4836","11215638","12163274",8
"4837","11215638","12131399",3
"4838","11215638","11273790",4
"4839","11215638","46893729",5
"4840","11218581","12308830",3
"4841","11223419","33561006",4
"4842","11223419","38366991",10
"4843","11223419","47649802",6
"4844","11223419","12244075",7
"4845","11223419","37519202",3
"4846","11223419","11334262",3
"4847","11223419","19131654",3
"4848","11224130","31021049",45
"4849","11224130","12198620",32
"4850","11224130","40272597",49
"4851","11224130","47615257",98
"4852","11224130","47680171",80
"4853","11224130","42081483",39
"4854","11224130","12236497",69
"4855","11224130","39284270",86
"4856","11224130","39780074",37
"4857","11224130","48831099",7
"4858","11224130","48510335",11
"4859","11224130","47375155",22
"4860","11224130","48517940",10
"4861","11224130","13037236",4
"4862","11224130","45328682",3
"4863","11224130","12176469",4
"4864","11224130","35201942",3
"4865","11231227","46992010",3
"4866","11231227","14683783",4
"4867","11231227","49254568",3
"4868","11231590","49605891",50
"4869","11231590","46347478",63
"4870","11231590","12163535",30
"4871","11231590","12430933",3
"4872","11231590","22472745",7
"4873","11231590","31005782",3
"4874","11231590","46883805",34
"4875","11231590","27629209",3
"4876","11231590","48694365",6
"4877","11231590","48365711",3
"4878","11231590","41751777",3
"4879","11231602","46486900",6
"4880","11231602","37519365",5
"4881","11231602","40150331",3
"4882","11232479","12231697",3
"4883","11232479","14633823",3
"4884","11235073","47454428",12
"4885","11235073","12167668",6
"4886","11235073","31011238",6
"4887","11235073","12537645",3
"4888","11235073","12166850",3
"4889","11235073","44310336",3
"4890","11237996","12285400",3
"4891","11240082","11313350",10
"4892","11240082","28361814",3
"4893","11244353","37928893",34
"4894","11244353","46157262",31
"4895","11244353","14809848",12
"4896","11244353","42072460",3
"4897","11244353","31991158",8
"4898","11244768","33561006",4
"4899","11244768","38366991",6
"4900","11244768","47649802",4
"4901","11245855","14809195",5
"4902","11245855","46915702",21
"4903","11245855","12163836",9
"4904","11245855","11313482",20
"4905","11245855","49253638",13
"4906","11245855","12431996",14
"4907","11245855","49015501",7
"4908","11245855","14808418",22
"4909","11245855","45747695",10
"4910","11245855","49776324",12
"4911","11245855","49146465",3
"4912","11246093","47817911",58
"4913","11246093","19131738",4
"4914","11246093","38366991",3
"4915","11246093","47649802",5
"4916","11246093","24610157",3
"4917","11246178","12094096",3
"4918","11246178","26053675",3
"4919","11246251","48470041",10
"4920","11247564","12145016",18
"4921","11247564","42059124",3
"4922","11247564","38335947",12
"4923","11247564","43537780",10
"4924","11247564","49711292",3
"4925","11247564","11313049",4
"4926","11247564","12133345",5
"4927","11247564","12164603",7
"4928","11247564","12430367",9
"4929","11247564","49339626",3
"4930","11247564","48861036",8
"4931","11247581","34325546",5
"4932","11247581","47991308",3
"4933","11248188","47523216",12
"4934","11248188","11252110",3
"4935","11248574","12138037",3
"4936","11248574","47593284",5
"4937","11249062","12285369",3
"4938","11249062","43531104",3
"4939","11249244","40853526",3
"4940","11249244","14810045",3
"4941","11249287","44330360",21
"4942","11249287","47249559",4
"4943","11249287","48724208",21
"4944","11249287","49252726",6
"4945","11249287","49741645",29
"4946","11249287","12165967",3
"4947","11249287","48799755",3
"4948","11249287","11252940",3
"4949","11249287","48466562",4
"4950","11249287","48469157",8
"4951","11249297","42059084",4
"4952","11249371","12418131",3
"4953","11249674","32023462",3
"4954","11249674","40002385",7
"4955","11249674","41467280",9
"4956","11249674","45378079",3
"4957","11249674","49743411",3
"4958","11249674","30707818",4
"4959","11250092","42244083",3
"4960","11250092","49248318",43
"4961","11250092","12166850",7
"4962","11250667","47802886",4
"4963","11250667","37712694",3
"4964","11250884","26053675",3
"4965","11251086","43646228",3
"4966","11251231","33373431",4
"4967","11251505","11338598",3
"4968","11251505","14808463",3
"4969","11251722","33561006",3
"4970","11251722","38366991",3
"4971","11251722","47649802",4
"4972","11251722","11334262",3
"4973","11251722","12096035",3
"4974","11251722","12244075",3
"4975","11251940","49436278",37
"4976","11251940","12285460",48
"4977","11251940","20374219",4
"4978","11252069","14679974",3
"4979","11252110","47523216",21
"4980","11252110","45378039",21
"4981","11252110","38464198",5
"4982","11252110","24607594",4
"4983","11252110","12238939",4
"4984","11252110","23028542",4
"4985","11252110","12539298",3
"4986","11252110","43843464",5
"4987","11252110","12167748",14
"4988","11252110","14407570",3
"4989","11252110","46257582",3
"4990","11252557","12235946",3
"4991","11252557","22494188",30
"4992","11252557","12244104",5
"4993","11252557","13037899",3
"4994","11252940","12292881",6
"4995","11252940","14842525",3
"4996","11252940","12418131",3
"4997","11252940","27017690",6
"4998","11252940","38336422",4
"4999","11252940","13036769",3
"5000","11252940","41923148",11
"5001","11252940","48431467",3
"5002","11252940","31005908",10
"5003","11252940","12073172",3
"5004","11252940","20514482",5
"5005","11252940","34325229",3
"5006","11252940","24289380",3
"5007","11252940","42060507",4
"5008","11252940","21948233",3
"5009","11252940","12231697",3
"5010","11252940","12165967",6
"5011","11252940","43731950",5
"5012","11252940","19432123",3
"5013","11252940","49739356",3
"5014","11252940","13036160",4
"5015","11253267","27021219",4
"5016","11253267","45055611",7
"5017","11253267","14634323",4
"5018","11253267","37510116",4
"5019","11253267","12509342",8
"5020","11253267","14809717",6
"5021","11253267","46339066",8
"5022","11253267","12418131",3
"5023","11253267","27593377",3
"5024","11253267","41467323",6
"5025","11253267","12165967",18
"5026","11253267","42059084",5
"5027","11253267","12236722",3
"5028","11253267","38336422",5
"5029","11253267","48431467",3
"5030","11253267","11256680",9
"5031","11253267","48803755",4
"5032","11253267","24289380",23
"5033","11253267","40809313",13
"5034","11253267","21948233",8
"5035","11253267","40812037",6
"5036","11253267","14686430",3
"5037","11253267","14405524",3
"5038","11253267","19826443",5
"5039","11253267","37712817",3
"5040","11253267","12113809",4
"5041","11253267","48272491",3
"5042","11253267","12287067",3
"5043","11253531","12166809",3
"5044","11253531","13036527",6
"5045","11253531","38392311",3
"5046","11253531","47918377",4
"5047","11253531","47867059",5
"5048","11253531","34477352",3
"5049","11253531","38118713",3
"5050","11253531","48435561",3
"5051","11255446","40269249",5
"5052","11255446","48302322",5
"5053","11255446","12073668",16
"5054","11255446","14612800",6
"5055","11255446","12157945",3
"5056","11255446","12234639",7
"5057","11255446","12166291",7
"5058","11255446","34480088",5
"5059","11255446","45378058",3
"5060","11255467","46163837",26
"5061","11255467","48014893",3
"5062","11255554","12166850",6
"5063","11256680","12197957",3
"5064","11256680","49676954",12
"5065","11256680","21948233",4
"5066","11256680","12236722",3
"5067","11256680","27593377",4
"5068","11256680","24289380",3
"5069","11256680","12067009",3
"5070","11256680","26054333",7
"5071","11256680","12165967",4
"5072","11256680","49522078",8
"5073","11256680","48670836",6
"5074","11256680","24283422",3
"5075","11272674","14850251",40
"5076","11272674","47641781",13
"5077","11272674","49099463",8
"5078","11272674","19830699",12
"5079","11272674","23028739",7
"5080","11272674","42059933",16
"5081","11272674","46441985",11
"5082","11272674","48396644",9
"5083","11272674","48833241",12
"5084","11272674","48848003",10
"5085","11272674","14810045",11
"5086","11272674","36769468",5
"5087","11272674","40267578",28
"5088","11272674","49145655",6
"5089","11272674","46163837",3
"5090","11272674","14809223",3
"5091","11272674","19591183",8
"5092","11272674","12143707",10
"5093","11272674","48377818",4
"5094","11272674","46009663",3
"5095","11272674","48515361",5
"5096","11272674","45653970",3
"5097","11272674","48519486",9
"5098","11272674","46441717",3
"5099","11272674","31035220",3
"5100","11272915","43843464",6
"5101","11272915","45378357",16
"5102","11272915","34480024",15
"5103","11272915","27658898",17
"5104","11273025","13036248",3
"5105","11273025","11333027",4
"5106","11273025","37508670",4
"5107","11273054","31016353",4
"5108","11273328","46439601",5
"5109","11273328","12073082",6
"5110","11273328","12090547",4
"5111","11273328","38335369",30
"5112","11273328","12073391",10
"5113","11273328","47039951",20
"5114","11273328","12430225",23
"5115","11273328","19595892",3
"5116","11273328","19595528",9
"5117","11273328","33077065",5
"5118","11273328","37833760",3
"5119","11273328","48135861",7
"5120","11273328","12197762",4
"5121","11273328","11344609",6
"5122","11273328","47837755",3
"5123","11273328","48415195",6
"5124","11273328","12538881",9
"5125","11273328","12236906",4
"5126","11273328","13036251",5
"5127","11273328","36879926",5
"5128","11273328","45378136",3
"5129","11273328","40163311",3
"5130","11273328","15265595",5
"5131","11273328","14683314",4
"5132","11273328","38230627",6
"5133","11273328","19831650",3
"5134","11273328","39780083",5
"5135","11273328","31006545",3
"5136","11273328","12164855",6
"5137","11273328","12196581",3
"5138","11273328","12430189",4
"5139","11273328","22395134",4
"5140","11273790","23925349",27
"5141","11273790","47375557",25
"5142","11273790","46893729",25
"5143","11273790","47809249",18
"5144","11273790","12430940",19
"5145","11273790","46877784",22
"5146","11273790","47384238",25
"5147","11273790","45132988",3
"5148","11273790","46875515",7
"5149","11273790","12163274",30
"5150","11273790","40268014",6
"5151","11273790","22343589",5
"5152","11273790","19835348",3
"5153","11273790","18475211",4
"5154","11273790","13035974",4
"5155","11273790","24631164",7
"5156","11273790","44664904",5
"5157","11274872","29556002",4
"5158","11274885","13037236",3
"5159","11274885","39983519",3
"5160","11274885","45328682",4
"5161","11289876","46029785",3
"5162","11312446","12509959",13
"5163","11312446","23028488",28
"5164","11312446","48656564",5
"5165","11312446","42594661",63
"5166","11312446","12430225",8
"5167","11312446","47683748",16
"5168","11312446","47579726",4
"5169","11312446","36878050",5
"5170","11312446","46873379",6
"5171","11312446","31776947",3
"5172","11312446","29485364",4
"5173","11312446","46348037",3
"5174","11312446","42544377",4
"5175","11312886","48053089",3
"5176","11312886","48144300",6
"5177","11312886","48231039",3
"5178","11313019","38464198",3
"5179","11313019","32881687",18
"5180","11313019","14850192",4
"5181","11313019","46025909",8
"5182","11313019","14850096",4
"5183","11313019","49743411",4
"5184","11313019","47387162",15
"5185","11313019","46441717",4
"5186","11313049","12133345",3
"5187","11313049","12145016",3
"5188","11313049","12164603",3
"5189","11313049","38335947",3
"5190","11313049","43537780",3
"5191","11313049","12417701",5
"5192","11313049","19807158",4
"5193","11313049","38358978",4
"5194","11313049","12164570",3
"5195","11313066","48404527",15
"5196","11313066","12197881",3
"5197","11313066","46023858",4
"5198","11313066","49236034",4
"5199","11313066","49311008",11
"5200","11313066","48415195",6
"5201","11313066","49663738",10
"5202","11313066","22344022",5
"5203","11313066","25192838",3
"5204","11313196","41729976",39
"5205","11313196","24610104",101
"5206","11313196","12243213",10
"5207","11313200","40279776",3
"5208","11313332","14811635",15
"5209","11313332","14809526",14
"5210","11313332","36875508",5
"5211","11313332","39845568",8
"5212","11313332","24283815",24
"5213","11313332","38004311",30
"5214","11313332","12073429",7
"5215","11313332","38335780",3
"5216","11313332","47678354",7
"5217","11313332","12073315",4
"5218","11313332","12207801",3
"5219","11313332","22365863",6
"5220","11313332","22592484",28
"5221","11313332","33422138",12
"5222","11313332","40158690",4
"5223","11313332","12073256",5
"5224","11313332","13031446",4
"5225","11313332","13036769",6
"5226","11313332","24622076",9
"5227","11313332","30420047",13
"5228","11313332","47818962",5
"5229","11313332","48340240",3
"5230","11313332","25370502",3
"5231","11313332","31777219",4
"5232","11313332","37509175",3
"5233","11313343","47190930",48
"5234","11313343","38464198",3
"5235","11313343","46257582",3
"5236","11313371","11343303",8
"5237","11313393","44101930",9
"5238","11313393","44682137",10
"5239","11313393","47591533",12
"5240","11313393","14685946",8
"5241","11313393","27585211",8
"5242","11313393","12197856",5
"5243","11313393","14850088",5
"5244","11313482","14808418",9
"5245","11313482","46915702",5
"5246","11313482","12431996",3
"5247","11313502","12236811",3
"5248","11313540","48200288",7
"5249","11313540","47593454",5
"5250","11313540","43531898",4
"5251","11313540","24609762",5
"5252","11313552","14810192",4
"5253","11314206","46945492",6
"5254","11314206","49772364",8
"5255","11314206","49664308",7
"5256","11314215","48230891",24
"5257","11314215","14633823",3
"5258","11314708","22494205",47
"5259","11314708","12197964",3
"5260","11315313","44105293",3
"5261","11315313","49260458",6
"5262","11315313","47835102",3
"5263","11316083","12166878",15
"5264","11316083","12408621",12
"5265","11316774","31473947",4
"5266","11317304","22345403",3
"5267","11317304","12196581",6
"5268","11317304","14681866",4
"5269","11317304","44209928",3
"5270","11318031","14686475",4
"5271","11318031","31419217",4
"5272","11318031","40853455",6
"5273","11318031","42059990",3
"5274","11319059","47916029",14
"5275","11319059","48371624",10
"5276","11319059","27487584",4
"5277","11320005","44210159",13
"5278","11320005","20202464",7
"5279","11320005","29352621",16
"5280","11320005","12236468",3
"5281","11320005","48734657",3
"5282","11322044","49521229",3
"5283","11322044","13035784",4
"5284","11322822","26204332",28
"5285","11322822","49742244",23
"5286","11322822","12236556",11
"5287","11322822","21982406",18
"5288","11322822","47835102",53
"5289","11322822","47784534",13
"5290","11322822","12073325",9
"5291","11322822","36897858",17
"5292","11322822","19433825",8
"5293","11322822","12263430",44
"5294","11322822","14584730",13
"5295","11322822","47833205",17
"5296","11322822","12065248",9
"5297","11322822","47683254",5
"5298","11322822","21135015",8
"5299","11322822","44098571",15
"5300","11322822","38235352",3
"5301","11323614","20256702",12
"5302","11323614","42244083",7
"5303","11323614","12166850",3
"5304","11323724","12227815",3
"5305","11323724","48658773",31
"5306","11323724","37509301",5
"5307","11323724","48272180",9
"5308","11324083","14809696",4
"5309","11324083","49357477",4
"5310","11324229","13005218",20
"5311","11324748","22765557",4
"5312","11324748","22358618",3
"5313","11324787","48672501",3
"5314","11324787","48754932",5
"5315","11324787","24642925",9
"5316","11324787","46873379",4
"5317","11324787","46348037",4
"5318","11324787","14808640",12
"5319","11324787","31007285",9
"5320","11324787","33534825",7
"5321","11324787","47945808",6
"5322","11324787","12073348",3
"5323","11324787","22333879",4
"5324","11324787","47683748",3
"5325","11324787","47579726",3
"5326","11324787","19131668",3
"5327","11324787","12167459",3
"5328","11325371","40150331",13
"5329","11325371","14809803",6
"5330","11325371","14686512",3
"5331","11325371","27599912",3
"5332","11325371","44311820",3
"5333","11325371","48535935",5
"5334","11325371","46486900",4
"5335","11325371","11344712",10
"5336","11325371","11327048",5
"5337","11325371","22349511",4
"5338","11325371","13024207",3
"5339","11325371","27584530",4
"5340","11325371","40279750",4
"5341","11325464","29365152",8
"5342","11325464","48406866",11
"5343","11325464","14851115",10
"5344","11325464","33604829",3
"5345","11325464","45327320",3
"5346","11325464","40296342",3
"5347","11325734","48467928",13
"5348","11325734","27422835",28
"5349","11325734","14679280",7
"5350","11325734","38336422",3
"5351","11325734","40267898",7
"5352","11325743","12244038",3
"5353","11325901","19807680",5
"5354","11325901","14849855",4
"5355","11325901","14606586",3
"5356","11325901","13035725",3
"5357","11326331","12292482",74
"5358","11326331","39432891",34
"5359","11326331","14809234",58
"5360","11326331","19808417",3
"5361","11326331","46441985",3
"5362","11326719","12418131",3
"5363","11326719","49502620",3
"5364","11326754","48802558",26
"5365","11326942","43365137",50
"5366","11326942","47683748",12
"5367","11326942","41041974",3
"5368","11326942","47253300",5
"5369","11326942","14827024",4
"5370","11326942","46583983",7
"5371","11326942","32234087",5
"5372","11327048","40150331",4
"5373","11327048","11344712",3
"5374","11327048","48535935",18
"5375","11327510","49871635",4
"5376","11327561","43143580",3
"5377","11327603","45778896",3
"5378","11327603","39748914",3
"5379","11327603","48999285",3
"5380","11327613","47553462",15
"5381","11327613","49120461",8
"5382","11332774","42245784",7
"5383","11332774","42595058",23
"5384","11332774","12413104",6
"5385","11332774","48142081",17
"5386","11332774","48536836",3
"5387","11332774","12560114",5
"5388","11332774","43537567",9
"5389","11332774","28361814",5
"5390","11332774","46487160",3
"5391","11332774","19596782",4
"5392","11332774","46440389",4
"5393","11332774","42596336",4
"5394","11333822","12197430",16
"5395","11333822","44667839",9
"5396","11333822","31029129",3
"5397","11333822","26046394",5
"5398","11333822","43603650",3
"5399","11333822","12238939",4
"5400","11333822","47787757",3
"5401","11333822","40028964",4
"5402","11334011","22395134",3
"5403","11334011","13036401",3
"5404","11334011","14790906",3
"5405","11334011","49236034",4
"5406","11334011","49311008",3
"5407","11334011","38230627",3
"5408","11334011","47777923",3
"5409","11334198","27421012",3
"5410","11334221","34692267",11
"5411","11334262","47677566",64
"5412","11334262","45058304",34
"5413","11334262","19131738",9
"5414","11334262","38366991",6
"5415","11334262","12244075",5
"5416","11334262","33561006",3
"5417","11334262","47649802",7
"5418","11334262","26833761",4
"5419","11334262","12162864",4
"5420","11334262","41752836",4
"5421","11334262","25371630",3
"5422","11334262","19131654",3
"5423","11334262","48620172",4
"5424","11334262","35084922",3
"5425","11334262","38255318",5
"5426","11334262","12286351",9
"5427","11334262","24610157",4
"5428","11334262","24631462",3
"5429","11334262","40989132",4
"5430","11334262","49116833",5
"5431","11334262","14829516",3
"5432","11334262","49605934",3
"5433","11334262","49697815",4
"5434","11334262","12537000",3
"5435","11334262","31006281",3
"5436","11334262","13036573",3
"5437","11334420","12237135",14
"5438","11334420","46797318",12
"5439","11334420","14809619",7
"5440","11334424","32023373",3
"5441","11334424","23925349",3
"5442","11334424","47782145",4
"5443","11334424","12418578",5
"5444","11334535","18906051",47
"5445","11334535","34325546",3
"5446","11334950","49871494",3
"5447","11334950","29222652",8
"5448","11334950","45168691",3
"5449","11335076","49038926",11
"5450","11335076","14683314",4
"5451","11335076","19595528",5
"5452","11335076","48135861",4
"5453","11335076","12230351",4
"5454","11335076","45927258",8
"5455","11335076","18863363",3
"5456","11335076","12164855",3
"5457","11335450","14809825",5
"5458","11335450","27584456",3
"5459","11335450","22333554",6
"5460","11335450","14808947",6
"5461","11335450","14678893",3
"5462","11336135","48366459",4
"5463","11337708","19159609",16
"5464","11337708","23925607",3
"5465","11338128","19924072",48
"5466","11338128","49436278",11
"5467","11338128","40161277",4
"5468","11338203","46886509",3
"5469","11338206","42244083",3
"5470","11338426","24289380",3
"5471","11338567","14809195",3
"5472","11338567","48537441",12
"5473","11338567","48800041",8
"5474","11338567","47837755",3
"5475","11338598","14808463",5
"5476","11338959","22333879",29
"5477","11338959","19610494",4
"5478","11338959","48672501",31
"5479","11338959","47579726",3
"5480","11339302","34137783",3
"5481","11339302","37712694",3
"5482","11339634","45058304",3
"5483","11340048","11345060",3
"5484","11340197","12165002",7
"5485","11340197","12559601",5
"5486","11340197","19833468",8
"5487","11340197","27023021",8
"5488","11340197","43543539",10
"5489","11340197","44236684",11
"5490","11340197","49238977",4
"5491","11340197","45926071",8
"5492","11340197","43371293",3
"5493","11340197","48341090",3
"5494","11340197","44312129",3
"5495","11340197","37581463",4
"5496","11340197","18905371",6
"5497","11340197","49824730",3
"5498","11340197","39389985",3
"5499","11340197","40293783",3
"5500","11340197","48305591",4
"5501","11340197","48435917",4
"5502","11340197","22333480",6
"5503","11340197","36910193",3
"5504","11340197","42243787",6
"5505","11340197","45377935",5
"5506","11340197","19830816",3
"5507","11340942","14849855",3
"5508","11342981","49182649",24
"5509","11342981","24388199",48
"5510","11342981","12244394",14
"5511","11342981","32388580",4
"5512","11343303","45749017",3
"5513","11343374","40397691",10
"5514","11343374","18863363",3
"5515","11343415","41923148",3
"5516","11343415","12292881",3
"5517","11343415","26054333",3
"5518","11343415","12538166",3
"5519","11343547","23411339",4
"5520","11343703","32388580",4
"5521","11343703","47583756",3
"5522","11343703","14616413",3
"5523","11343755","33561006",3
"5524","11343755","47649802",4
"5525","11343755","38366991",3
"5526","11343762","21948229",3
"5527","11343762","48670417",3
"5528","11343762","12163400",5
"5529","11343854","45058304",3
"5530","11343854","32907555",5
"5531","11343854","48802273",3
"5532","11343854","32388580",3
"5533","11343943","12144812",12
"5534","11343943","14811427",43
"5535","11343943","47918377",3
"5536","11343943","42691242",3
"5537","11343943","48761401",16
"5538","11343943","49038660",3
"5539","11343943","48705058",4
"5540","11343943","49813196",3
"5541","11344609","12430225",7
"5542","11344609","38335369",4
"5543","11344703","13036248",4
"5544","11344712","40150331",28
"5545","11344712","20257002",24
"5546","11344712","39745742",4
"5547","11344712","48535935",10
"5548","11344712","44311820",3
"5549","11344712","20256584",5
"5550","11344712","22349511",4
"5551","11344712","47832735",4
"5552","11344712","14809803",3
"5553","11344712","45926370",6
"5554","11344712","48886050",3
"5555","11344712","13035903",5
"5556","11344712","46486900",5
"5557","11344712","12131577",3
"5558","11344740","24635130",40
"5559","11344740","48385030",21
"5560","11344740","48436157",3
"5561","11344740","47413250",4
"5562","11345060","47696461",4
"5563","11345477","30418393",80
"5564","11345477","49871089",3
"5565","11346554","42890756",17
"5566","11346554","46878618",15
"5567","11346554","48111996",21
"5568","11346554","12244038",3
"5569","11346885","22410848",4
"5570","11346885","12164093",3
"5571","11347534","14827024",8
"5572","11347534","43531104",5
"5573","11347534","44692116",6
"5574","11347534","42411545",6
"5575","11347534","48414763",16
"5576","11347534","32234087",3
"5577","11347534","14810192",5
"5578","11347534","47787757",3
"5579","11347534","49252239",6
"5580","11347534","12285369",3
"5581","11347534","22351689",4
"5582","11347534","31011238",4
"5583","11347581","14808875",7
"5584","11347939","31776947",3
"5585","11347939","47683748",4
"5586","11347939","31016353",3
"5587","11347984","40853526",4
"5588","11347984","14810045",5
"5589","11347984","19591183",4
"5590","11347984","46441985",4
"5591","11347984","42080424",3
"5592","11347984","21009447",3
"5593","12060368","14810394",3
"5594","12060492","49795330",10
"5595","12060492","44667492",3
"5596","12060736","12237073",8
"5597","12060736","19849962",9
"5598","12061725","46437975",7
"5599","12061725","32907555",5
"5600","12061725","12271281",3
"5601","12061725","12285395",6
"5602","12061725","37518996",8
"5603","12061725","48648591",5
"5604","12062140","48018617",4
"5605","12065248","12073325",14
"5606","12065248","47683254",5
"5607","12065248","21135015",3
"5608","12065248","47833205",6
"5609","12065248","47835102",13
"5610","12065248","26204332",8
"5611","12065248","49742244",4
"5612","12065248","12263430",4
"5613","12065248","47784534",3
"5614","12068112","36769468",3
"5615","12068112","14809303",17
"5616","12068112","41711070",5
"5617","12068112","14809223",4
"5618","12068112","23028739",4
"5619","12068112","46441985",10
"5620","12068112","14810045",4
"5621","12068112","24645193",20
"5622","12068112","37581390",3
"5623","12068112","36749099",3
"5624","12068112","46163837",4
"5625","12068112","34325163",3
"5626","12070411","28297113",3
"5627","12070411","26053983",3
"5628","12070411","49507353",4
"5629","12070411","47837755",4
"5630","12070411","26709418",10
"5631","12070631","46117114",14
"5632","12070631","12388366",3
"5633","12070921","47535353",5
"5634","12070921","40987722",5
"5635","12070921","36804395",10
"5636","12073051","13036036",3
"5637","12073067","49426487",4
"5638","12073067","23167688",4
"5639","12073067","48014893",10
"5640","12073067","12073111",3
"5641","12073067","12073426",3
"5642","12073077","48014893",3
"5643","12073078","48730860",13
"5644","12073078","48670403",4
"5645","12073078","40163311",3
"5646","12073078","22410848",3
"5647","12073078","25882861",3
"5648","12073082","46439601",36
"5649","12073082","19595528",3
"5650","12073082","47039951",10
"5651","12073082","21163158",3
"5652","12073082","25192838",3
"5653","12073082","48415195",3
"5654","12073082","12077001",3
"5655","12073082","38335369",5
"5656","12073082","14683314",3
"5657","12073082","36879926",3
"5658","12073083","18782178",3
"5659","12073090","12285127",4
"5660","12073090","12410243",6
"5661","12073090","12244038",4
"5662","12073090","12559462",4
"5663","12073090","26045900",4
"5664","12073098","36515625",4
"5665","12073098","40266546",3
"5666","12073111","48014893",6
"5667","12073111","19433825",13
"5668","12073111","49360052",6
"5669","12073137","12285127",7
"5670","12073137","19798075",39
"5671","12073137","12197845",33
"5672","12073137","42060118",35
"5673","12073137","27584250",22
"5674","12073137","46437534",3
"5675","12073137","42059831",23
"5676","12073137","49371594",7
"5677","12073137","19586550",13
"5678","12073137","44310346",5
"5679","12073137","48884931",3
"5680","12073137","47375833",21
"5681","12073137","33574724",3
"5682","12073137","37929070",10
"5683","12073137","45328819",5
"5684","12073137","46871905",7
"5685","12073137","20256354",3
"5686","12073137","48832096",3
"5687","12073137","47680474",3
"5688","12073161","24289380",3
"5689","12073161","12538166",8
"5690","12073172","48337174",3
"5691","12073172","49254568",4
"5692","12073172","37510116",11
"5693","12073172","43539278",11
"5694","12073172","19795394",7
"5695","12073172","47817867",6
"5696","12073172","38336422",4
"5697","12073172","12231697",6
"5698","12073172","27593377",17
"5699","12073172","38336121",12
"5700","12073172","12113809",3
"5701","12073174","47866910",7
"5702","12073174","45326504",3
"5703","12073175","14853363",8
"5704","12073192","21131491",13
"5705","12073192","31777057",8
"5706","12073192","39746265",57
"5707","12073192","14809834",4
"5708","12073192","46824205",7
"5709","12073192","37712609",8
"5710","12073192","27421081",3
"5711","12073192","46007584",3
"5712","12073192","12136140",3
"5713","12073208","12197352",4
"5714","12073208","49032061",3
"5715","12073208","12243213",3
"5716","12073208","47802886",3
"5717","12073208","12193265",3
"5718","12073216","12430189",11
"5719","12073216","38464186",9
"5720","12073216","14683314",5
"5721","12073216","12536989",3
"5722","12073216","12197985",7
"5723","12073216","44667492",3
"5724","12073216","19595528",9
"5725","12073216","42059920",3
"5726","12073222","12244038",4
"5727","12073222","44208154",5
"5728","12073256","21135070",3
"5729","12073256","44105293",87
"5730","12073256","12084627",3
"5731","12073256","19131738",5
"5732","12073256","42834765",3
"5733","12073256","12244004",5
"5734","12073256","13031446",11
"5735","12073256","27627378",4
"5736","12073256","12537833",3
"5737","12073256","20204250",7
"5738","12073256","40158690",6
"5739","12073256","33561006",5
"5740","12073256","38366991",3
"5741","12073256","47649802",5
"5742","12073256","12423128",3
"5743","12073256","22592484",6
"5744","12073256","26285368",3
"5745","12073256","14407781",5
"5746","12073256","34692267",10
"5747","12073256","38335780",3
"5748","12073256","49065682",4
"5749","12073256","12285407",3
"5750","12073256","14811635",5
"5751","12073256","20256268",8
"5752","12073256","47583987",4
"5753","12073256","25370502",3
"5754","12073256","43909898",5
"5755","12073256","48908482",3
"5756","12073256","19131547",4
"5757","12073256","31777219",3
"5758","12073256","47593125",5
"5759","12073256","44660140",3
"5760","12073256","18906256",4
"5761","12073256","14809911",3
"5762","12073256","23028415",3
"5763","12073256","22494290",6
"5764","12073256","21860819",3
